path,old_status,new_status,disposition,old_base_object,old_tip_object,new_base_object,new_tip_object
.agents/skills/pull/SKILL.md,added,added,preserved_exactly,,966b338521fdf5b58c37016c1e3199cd51086505,,966b338521fdf5b58c37016c1e3199cd51086505
.agents/skills/push/SKILL.md,added,added,preserved_exactly,,bc9110aaff14ce6b6a031b2a12aa4110098397c4,,bc9110aaff14ce6b6a031b2a12aa4110098397c4
.agents/skills/sim-cherry-pick/SKILL.md,added,added,preserved_exactly,,0f0cd02b92982f045f8085081913b43025c00136,,0f0cd02b92982f045f8085081913b43025c00136
.agents/skills/zed-cherry-pick/SKILL.md,deleted,deleted,deleted_intentionally,0f0cd02b92982f045f8085081913b43025c00136,,0f0cd02b92982f045f8085081913b43025c00136,
.agents/specs/acp-thread-prompt-reentrancy/design.md,added,added,preserved_exactly,,06cb49a5e97e752878f2607924e76b82e78f5753,,06cb49a5e97e752878f2607924e76b82e78f5753
.agents/specs/acp-thread-prompt-reentrancy/requirements.md,added,added,preserved_exactly,,95b6310cb43ae056384f372767b37ba8b380829c,,95b6310cb43ae056384f372767b37ba8b380829c
.agents/specs/acp-thread-prompt-reentrancy/tasks.md,added,added,preserved_exactly,,d77f89982926e6ff8851424786c752de61c88a01,,d77f89982926e6ff8851424786c752de61c88a01
.agents/specs/ci-migration/design.md,added,added,preserved_exactly,,e48784831175d14a8d8cded5b272c2b52bc7e5e3,,e48784831175d14a8d8cded5b272c2b52bc7e5e3
.agents/specs/ci-migration/requirements.md,added,added,preserved_exactly,,cae96c5b6058c1945e8caa3059236120741985dd,,cae96c5b6058c1945e8caa3059236120741985dd
.agents/specs/ci-migration/tasks.md,added,added,preserved_exactly,,22344d6af9452f84a0bb611c126d5ce91f83fb75,,22344d6af9452f84a0bb611c126d5ce91f83fb75
.agents/specs/collaborative-workspace/catalogs/buzz-packages.csv,added,added,preserved_exactly,,de1bbe075b5f45343fac764a6a795c6b62181e6c,,de1bbe075b5f45343fac764a6a795c6b62181e6c
.agents/specs/collaborative-workspace/catalogs/data-sources.csv,added,added,preserved_exactly,,795a7e669029a45ed7127bffd62ab74f04c6e487,,795a7e669029a45ed7127bffd62ab74f04c6e487
.agents/specs/collaborative-workspace/catalogs/protocol.csv,added,added,preserved_exactly,,95fcf578229ef8482f885b11621178fd6923a177,,95fcf578229ef8482f885b11621178fd6923a177
.agents/specs/collaborative-workspace/catalogs/surfaces.csv,added,added,preserved_exactly,,183f5eec489d9c5c90ab36964ba94d3b1f512d29,,183f5eec489d9c5c90ab36964ba94d3b1f512d29
.agents/specs/collaborative-workspace/decisions/adr-001-service-topology.md,added,added,preserved_exactly,,754c7c53d2c32b0f1eadbc6310dced7927de231a,,754c7c53d2c32b0f1eadbc6310dced7927de231a
.agents/specs/collaborative-workspace/decisions/adr-002-identity-binding.md,added,added,preserved_exactly,,4bf8aafbfdc8260f7f446be3ab668d160906a7c8,,4bf8aafbfdc8260f7f446be3ab668d160906a7c8
.agents/specs/collaborative-workspace/decisions/adr-003-git-authority.md,added,added,preserved_exactly,,f93ab8d68d0926ffdcbf93b7e18f788139edffe0,,f93ab8d68d0926ffdcbf93b7e18f788139edffe0
.agents/specs/collaborative-workspace/decisions/adr-004-huddle-transport.md,added,added,preserved_exactly,,b9eeb22da7f24307a4cc1f3ab9b69f5a00212c64,,b9eeb22da7f24307a4cc1f3ab9b69f5a00212c64
.agents/specs/collaborative-workspace/decisions/adr-005-push-scope.md,added,added,preserved_exactly,,3924d6bf8f4569c57d0875bc7a9a07d53e916eac,,3924d6bf8f4569c57d0875bc7a9a07d53e916eac
.agents/specs/collaborative-workspace/decisions/adr-006-shared-compute.md,added,added,preserved_exactly,,8159d8e0cb7c1a93c382cedf73464c7d074aaf2d,,8159d8e0cb7c1a93c382cedf73464c7d074aaf2d
.agents/specs/collaborative-workspace/design.md,added,added,preserved_exactly,,cae34468cd946561d3f25ceb3af5b0660fe33668,,cae34468cd946561d3f25ceb3af5b0660fe33668
.agents/specs/collaborative-workspace/fixtures/baselines.md,added,added,preserved_exactly,,106f8c5d089e0fbb5d2d21e9124f09e34fa0776a,,106f8c5d089e0fbb5d2d21e9124f09e34fa0776a
.agents/specs/collaborative-workspace/fixtures/clients/check_contracts.py,added,added,preserved_exactly,,3acafa40aaaa07647872eb9aa892180975f8968d,,3acafa40aaaa07647872eb9aa892180975f8968d
.agents/specs/collaborative-workspace/fixtures/clients/manifest.json,added,added,preserved_exactly,,b0192a87f1ef1204d1882419536996828bd8d98d,,b0192a87f1ef1204d1882419536996828bd8d98d
.agents/specs/collaborative-workspace/fixtures/migrations/check_fixtures.py,added,added,preserved_exactly,,27f7d021354fbda0c018a9379d022be1d5bd55ad,,27f7d021354fbda0c018a9379d022be1d5bd55ad
.agents/specs/collaborative-workspace/fixtures/migrations/desktop-stores.json,added,added,preserved_exactly,,15e1848a4ce1f0ac7155aaf88301f9bc6842cd51,,15e1848a4ce1f0ac7155aaf88301f9bc6842cd51
.agents/specs/collaborative-workspace/fixtures/migrations/manifest.json,added,added,preserved_exactly,,6d8790b2f58177c1847e4f069d68171f47174320,,6d8790b2f58177c1847e4f069d68171f47174320
.agents/specs/collaborative-workspace/fixtures/protocol/check_fixtures.py,added,added,preserved_exactly,,b0504d2fe8760b0c036589383043f8f32ab9029e,,b0504d2fe8760b0c036589383043f8f32ab9029e
.agents/specs/collaborative-workspace/fixtures/protocol/events.json,added,added,preserved_exactly,,abfd00fd66ce9301ea9e2268dfbf34e1106d2c03,,abfd00fd66ce9301ea9e2268dfbf34e1106d2c03
.agents/specs/collaborative-workspace/fixtures/protocol/manifest.json,added,added,preserved_exactly,,af16f5cf82afe8597d376b4e7a9999e2ff9a2e14,,af16f5cf82afe8597d376b4e7a9999e2ff9a2e14
.agents/specs/collaborative-workspace/fixtures/protocol/relay-bad-coverage.jsonl,added,added,preserved_exactly,,8e165eaaafca94f1eb8d82f6ba86a702d8522e4d,,8e165eaaafca94f1eb8d82f6ba86a702d8522e4d
.agents/specs/collaborative-workspace/fixtures/protocol/relay-bad-foreign-row.jsonl,added,added,preserved_exactly,,8313562d4506bcc80037437ff31adf30b8ab2026,,8313562d4506bcc80037437ff31adf30b8ab2026
.agents/specs/collaborative-workspace/fixtures/protocol/relay-bad-host-channel.jsonl,added,added,preserved_exactly,,cf4cb26a77894c39e73b6224aadf6ee328056a69,,cf4cb26a77894c39e73b6224aadf6ee328056a69
.agents/specs/collaborative-workspace/fixtures/protocol/relay-good.jsonl,added,added,preserved_exactly,,e18be5656ce92ec4a90bff70ed1c542179b002da,,e18be5656ce92ec4a90bff70ed1c542179b002da
.agents/specs/collaborative-workspace/fixtures/protocol/wire-traces.json,added,added,preserved_exactly,,29d5189f5f28bfbd095fddc802fb2265098ff17f,,29d5189f5f28bfbd095fddc802fb2265098ff17f
.agents/specs/collaborative-workspace/migration-plan.md,added,added,preserved_exactly,,cca7038772806e87bdd716f1e4a7c04d685fd2e4,,cca7038772806e87bdd716f1e4a7c04d685fd2e4
.agents/specs/collaborative-workspace/requirements.md,added,added,preserved_exactly,,b68ff6e5813a672b5f9f5ee83f49c4364af783ff,,b68ff6e5813a672b5f9f5ee83f49c4364af783ff
.agents/specs/collaborative-workspace/reuse-audit.md,added,added,preserved_exactly,,bcc04a455247ee9a7cdd2caf3818602dfe1a3ea6,,bcc04a455247ee9a7cdd2caf3818602dfe1a3ea6
.agents/specs/collaborative-workspace/screenshots/screenshot-1.png,added,added,preserved_exactly,,bdb7c6d03837f5ae749cfd0bd4ba0dafd9355d19,,bdb7c6d03837f5ae749cfd0bd4ba0dafd9355d19
.agents/specs/collaborative-workspace/screenshots/screenshot-2.png,added,added,preserved_exactly,,f688e0e66d7232115f1b7bbb83ca8851cde4e446,,f688e0e66d7232115f1b7bbb83ca8851cde4e446
.agents/specs/collaborative-workspace/scripts/check-inventory.py,added,added,preserved_exactly,,57e75888fa31b83caa1193d0be3d5b9a9f13458e,,57e75888fa31b83caa1193d0be3d5b9a9f13458e
.agents/specs/collaborative-workspace/scripts/generate-kind-registry.py,added,added,preserved_exactly,,4549e7e6d01d0f2ccee93580c0d8a89c1e31276a,,4549e7e6d01d0f2ccee93580c0d8a89c1e31276a
.agents/specs/collaborative-workspace/security/agent-workflow.md,added,added,preserved_exactly,,11aa3b63485f9ab9c417a873802f38dbc62bbeba,,11aa3b63485f9ab9c417a873802f38dbc62bbeba
.agents/specs/collaborative-workspace/security/huddle.md,added,added,preserved_exactly,,2d2853c54da2f4041142e3d1b4cac8a592a58fc5,,2d2853c54da2f4041142e3d1b4cac8a592a58fc5
.agents/specs/collaborative-workspace/security/media.md,added,added,preserved_exactly,,3fc01124a825b4eace76ea9ce093d7069cb9d54b,,3fc01124a825b4eace76ea9ce093d7069cb9d54b
.agents/specs/collaborative-workspace/security/mesh.md,added,added,preserved_exactly,,f3359c7dc843b73f99dadb9b07503f88d7be4be8,,f3359c7dc843b73f99dadb9b07503f88d7be4be8
.agents/specs/collaborative-workspace/security/operational-limits.md,added,added,preserved_exactly,,38093ce038cf6d6f16a44ebc84ec9bd104ccfa6a,,38093ce038cf6d6f16a44ebc84ec9bd104ccfa6a
.agents/specs/collaborative-workspace/security/push.md,added,added,preserved_exactly,,eb068c3a6a4e9feabed6fce1f07556b4ef957f2f,,eb068c3a6a4e9feabed6fce1f07556b4ef957f2f
.agents/specs/collaborative-workspace/security/tenant-identity.md,added,added,preserved_exactly,,15a0dffe6084cad3e985060f59c2d334b68eee45,,15a0dffe6084cad3e985060f59c2d334b68eee45
.agents/specs/collaborative-workspace/security/workflow.md,added,added,preserved_exactly,,637bb02f3860f4b825c51ed9942b69dbbe23c6e9,,637bb02f3860f4b825c51ed9942b69dbbe23c6e9
.agents/specs/collaborative-workspace/source-inventory.md,added,added,preserved_exactly,,8e3f16f1d8b8e1ccbec8265c77e84acd82f0674d,,8e3f16f1d8b8e1ccbec8265c77e84acd82f0674d
.agents/specs/collaborative-workspace/tasks.md,added,added,preserved_exactly,,a274877b8022332f57cdd0f700013d1a6ba55c10,,a274877b8022332f57cdd0f700013d1a6ba55c10
.agents/specs/comfy-corex-enablement/design.md,added,added,preserved_exactly,,5d8cce6c2d6c60e1e316f127e8e7334693f7f593,,5d8cce6c2d6c60e1e316f127e8e7334693f7f593
.agents/specs/comfy-corex-enablement/requirements.md,added,added,preserved_exactly,,69313ce8769f6b4ab7bdeb0b3aa44843f12923ca,,69313ce8769f6b4ab7bdeb0b3aa44843f12923ca
.agents/specs/comfy-corex-enablement/tasks.md,added,added,preserved_exactly,,0f1b418562b7c4d354176ba5e3d261bc2ddda432,,0f1b418562b7c4d354176ba5e3d261bc2ddda432
.agents/specs/comfy-corex-enablement/traceability.md,added,added,preserved_exactly,,a6a898611249668e01158d0b2adcf45eae2f5785,,a6a898611249668e01158d0b2adcf45eae2f5785
.agents/specs/comfy-corex-enablement/validation.md,added,added,preserved_exactly,,1a810d1ae4fee983b4de4114d40c68af9cfcff70,,1a810d1ae4fee983b4de4114d40c68af9cfcff70
.agents/specs/comfy-parity/audit/artifact-consistency-audit.md,added,added,preserved_exactly,,cfffa0625eff2229a5449524bd0491db48ad73aa,,cfffa0625eff2229a5449524bd0491db48ad73aa
.agents/specs/comfy-parity/audit/implementation-readiness-audit.md,added,added,preserved_exactly,,33c2b931af402f456347e96233e4f0194ce460b2,,33c2b931af402f456347e96233e4f0194ce460b2
.agents/specs/comfy-parity/audit/independent-coverage-audit.md,added,added,preserved_exactly,,2db2d0d92bd92da0e9215d634af4e2d4a67fa0fa,,2db2d0d92bd92da0e9215d634af4e2d4a67fa0fa
.agents/specs/comfy-parity/baseline.md,added,added,preserved_exactly,,d31cd43a65d8a3014ea2a99a415b38c78c5fcf7b,,d31cd43a65d8a3014ea2a99a415b38c78c5fcf7b
.agents/specs/comfy-parity/catalogs/authoritative-ownership.csv,added,added,preserved_exactly,,738da76fd4b9791ab232ea32f4c86630c053d7d4,,738da76fd4b9791ab232ea32f4c86630c053d7d4
.agents/specs/comfy-parity/catalogs/backend-autograd.csv,added,added,preserved_exactly,,8d6db5b81b4138e5be868448b865587a880a492f,,8d6db5b81b4138e5be868448b865587a880a492f
.agents/specs/comfy-parity/catalogs/backend-conditioning-contracts.csv,added,added,preserved_exactly,,ded7bcdbfb24c2bd46cce778043dcb0e96f6a19c,,ded7bcdbfb24c2bd46cce778043dcb0e96f6a19c
.agents/specs/comfy-parity/catalogs/backend-config.csv,added,added,preserved_exactly,,8d1a22d2bef536cc860314ad04ccd090d27ab06d,,8d1a22d2bef536cc860314ad04ccd090d27ab06d
.agents/specs/comfy-parity/catalogs/backend-external-services.csv,added,added,preserved_exactly,,749eb7c5714316b440a9162a7c960711e966fd41,,749eb7c5714316b440a9162a7c960711e966fd41
.agents/specs/comfy-parity/catalogs/backend-features.csv,added,added,preserved_exactly,,76794127a00543ea8588aa698b426d3a1b419daa,,76794127a00543ea8588aa698b426d3a1b419daa
.agents/specs/comfy-parity/catalogs/backend-formats.csv,added,added,preserved_exactly,,b1a0748ba9b3d026c4fa226075a4debe85c35807,,b1a0748ba9b3d026c4fa226075a4debe85c35807
.agents/specs/comfy-parity/catalogs/backend-http-routes.csv,added,added,preserved_exactly,,ca9678c89df5c66bff372e586d2e1ef7b0d67633,,ca9678c89df5c66bff372e586d2e1ef7b0d67633
.agents/specs/comfy-parity/catalogs/backend-inactive-nodes.csv,added,added,preserved_exactly,,dc63e68cfc8b4d46bdd6a042f60813ea219af540,,dc63e68cfc8b4d46bdd6a042f60813ea219af540
.agents/specs/comfy-parity/catalogs/backend-models.csv,added,added,preserved_exactly,,9b5e02d1c576d5453c3b3f0065741ac0d88cac12,,9b5e02d1c576d5453c3b3f0065741ac0d88cac12
.agents/specs/comfy-parity/catalogs/backend-node-contracts.json,added,added,preserved_exactly,,91d634027ba825e47fe9babf56863dcebcc18251,,91d634027ba825e47fe9babf56863dcebcc18251
.agents/specs/comfy-parity/catalogs/backend-nodes.csv,added,added,preserved_exactly,,caf54502ba8f8370778471014e26e4b89410bd0f,,caf54502ba8f8370778471014e26e4b89410bd0f
.agents/specs/comfy-parity/catalogs/backend-reconciliation.json,added,added,preserved_exactly,,f4e763eabd0ed768e89677bf656aae238e953917,,f4e763eabd0ed768e89677bf656aae238e953917
.agents/specs/comfy-parity/catalogs/backend-rng.csv,added,added,preserved_exactly,,022adc576074f61914521d19b437c0ce4258ba71,,022adc576074f61914521d19b437c0ce4258ba71
.agents/specs/comfy-parity/catalogs/backend-schemas.csv,added,added,preserved_exactly,,34f79aca1bdff22401f046a59739a573af14414c,,34f79aca1bdff22401f046a59739a573af14414c
.agents/specs/comfy-parity/catalogs/backend-source-coverage.csv,added,added,preserved_exactly,,94fe6a09a52dc2ed01184416ea7631871bcf5293,,94fe6a09a52dc2ed01184416ea7631871bcf5293
.agents/specs/comfy-parity/catalogs/backend-tensor-operations.csv,added,added,preserved_exactly,,b472dd7c2bb5357dbbd20cc659203db2d8452f52,,b472dd7c2bb5357dbbd20cc659203db2d8452f52
.agents/specs/comfy-parity/catalogs/backend-tensor-runtime-reconciliation.json,added,added,preserved_exactly,,90f2190b8bf12fe183627d675323fe8b4ee6801b,,90f2190b8bf12fe183627d675323fe8b4ee6801b
.agents/specs/comfy-parity/catalogs/backend-tests.csv,added,added,preserved_exactly,,54efe9d4277c7e2e799e66f3dbf82b0c7441401b,,54efe9d4277c7e2e799e66f3dbf82b0c7441401b
.agents/specs/comfy-parity/catalogs/backend-websocket-events.csv,added,added,preserved_exactly,,f4dd10aaf53d506d3c750dce338148427038b22f,,f4dd10aaf53d506d3c750dce338148427038b22f
.agents/specs/comfy-parity/catalogs/comfy-cli-commands.csv,added,added,preserved_exactly,,bace5a7c2d2583662a6a08e87b833c04c6eb8690,,bace5a7c2d2583662a6a08e87b833c04c6eb8690
.agents/specs/comfy-parity/catalogs/comfy-cli-config.csv,added,added,preserved_exactly,,579385a4a0ad5a1e2aa7796a451915be5b12b923,,579385a4a0ad5a1e2aa7796a451915be5b12b923
.agents/specs/comfy-parity/catalogs/comfy-cli-cql-policy.csv,added,added,preserved_exactly,,552140aebeba091f8c91ddcf6b315fdb3f01195c,,552140aebeba091f8c91ddcf6b315fdb3f01195c
.agents/specs/comfy-parity/catalogs/comfy-cli-documentation.csv,added,added,preserved_exactly,,8bebd9df931b549e8ca854343d741fc055ce3258,,8bebd9df931b549e8ca854343d741fc055ce3258
.agents/specs/comfy-parity/catalogs/comfy-cli-environment.csv,added,added,preserved_exactly,,992c51269c1a866263779961571be993fcd999d5,,992c51269c1a866263779961571be993fcd999d5
.agents/specs/comfy-parity/catalogs/comfy-cli-errors.csv,added,added,preserved_exactly,,4ab2dea131f57c3fc0f4492ed044186693b77adb,,4ab2dea131f57c3fc0f4492ed044186693b77adb
.agents/specs/comfy-parity/catalogs/comfy-cli-events.csv,added,added,preserved_exactly,,5b6d9505050d51db710d3df5528845502563aadb,,5b6d9505050d51db710d3df5528845502563aadb
.agents/specs/comfy-parity/catalogs/comfy-cli-extensions.csv,added,added,preserved_exactly,,b5b739477f812d5c0f8c7c6ffa483723b7bd75e6,,b5b739477f812d5c0f8c7c6ffa483723b7bd75e6
.agents/specs/comfy-parity/catalogs/comfy-cli-formats.csv,added,added,preserved_exactly,,163b74a38561a66e0ae6d7396375107d5889e19c,,163b74a38561a66e0ae6d7396375107d5889e19c
.agents/specs/comfy-parity/catalogs/comfy-cli-lifecycle.csv,added,added,preserved_exactly,,990e42607d3539afd804b60835b46b22fec3f279,,990e42607d3539afd804b60835b46b22fec3f279
.agents/specs/comfy-parity/catalogs/comfy-cli-modules.csv,added,added,preserved_exactly,,8fbdee39d99def6b3d4e6b357e2d364bdef5e694,,8fbdee39d99def6b3d4e6b357e2d364bdef5e694
.agents/specs/comfy-parity/catalogs/comfy-cli-parameters.csv,added,added,preserved_exactly,,9843187797338d842875668e1f1ae83666dc2785,,9843187797338d842875668e1f1ae83666dc2785
.agents/specs/comfy-parity/catalogs/comfy-cli-partner-openapi.csv,added,added,preserved_exactly,,7b54a11663ff1e0a187a9598f5737a8ba3aa5bf0,,7b54a11663ff1e0a187a9598f5737a8ba3aa5bf0
.agents/specs/comfy-parity/catalogs/comfy-cli-reconciliation.json,added,added,preserved_exactly,,4da91b35613add9aabdf753e7ba8c4f5f8c0d484,,4da91b35613add9aabdf753e7ba8c4f5f8c0d484
.agents/specs/comfy-parity/catalogs/comfy-cli-schema-mappings.csv,added,added,preserved_exactly,,de3caba390d017940b583e222ed094f5f5e7f0e7,,de3caba390d017940b583e222ed094f5f5e7f0e7
.agents/specs/comfy-parity/catalogs/comfy-cli-schemas.csv,added,added,preserved_exactly,,fcbc5b3fdc53b51613f9f387b76528e3a288233d,,fcbc5b3fdc53b51613f9f387b76528e3a288233d
.agents/specs/comfy-parity/catalogs/comfy-cli-source-coverage.csv,added,added,preserved_exactly,,f843b3f9d6abd48f0bd634ca71c9728faf0fa297,,f843b3f9d6abd48f0bd634ca71c9728faf0fa297
.agents/specs/comfy-parity/catalogs/comfy-cli-tests.csv,added,added,preserved_exactly,,14ae1524e15b74d4373bffd2fca4043958594280,,14ae1524e15b74d4373bffd2fca4043958594280
.agents/specs/comfy-parity/catalogs/cross-compatibility.csv,added,added,preserved_exactly,,77e70c81fa24c2a5a5b25718e347bd3240a15979,,77e70c81fa24c2a5a5b25718e347bd3240a15979
.agents/specs/comfy-parity/catalogs/cross-formats.csv,added,added,preserved_exactly,,93b4b9fcf898be667891792de7fafac3afd53943,,93b4b9fcf898be667891792de7fafac3afd53943
.agents/specs/comfy-parity/catalogs/desktop-cli-environment.csv,added,added,preserved_exactly,,d00fbbfd4e4ced21e4c32c55b69c12a410b6bc7e,,d00fbbfd4e4ced21e4c32c55b69c12a410b6bc7e
.agents/specs/comfy-parity/catalogs/desktop-feature-flags.csv,added,added,preserved_exactly,,334372146743c2e65f17c90b9ee5dec17eb407a2,,334372146743c2e65f17c90b9ee5dec17eb407a2
.agents/specs/comfy-parity/catalogs/desktop-feature-id-map.json,added,added,preserved_exactly,,10aec811884b5d0e0f92471e937c104fafefc807,,10aec811884b5d0e0f92471e937c104fafefc807
.agents/specs/comfy-parity/catalogs/desktop-features.csv,added,added,preserved_exactly,,f773a23ca52349ae3ea1788efe5b3eb8ee72ebd4,,f773a23ca52349ae3ea1788efe5b3eb8ee72ebd4
.agents/specs/comfy-parity/catalogs/desktop-ipc.csv,added,added,preserved_exactly,,5cf7576e6e212455ebf0bb11283ee9f326ef2f84,,5cf7576e6e212455ebf0bb11283ee9f326ef2f84
.agents/specs/comfy-parity/catalogs/desktop-keybindings-gestures.csv,added,added,preserved_exactly,,3fa93c8e42e6852eff8457e2bba41f7fcbf38327,,3fa93c8e42e6852eff8457e2bba41f7fcbf38327
.agents/specs/comfy-parity/catalogs/desktop-localization.csv,added,added,preserved_exactly,,c877a22a3f756522deb83ad2777642aa80a5bada,,c877a22a3f756522deb83ad2777642aa80a5bada
.agents/specs/comfy-parity/catalogs/desktop-menu-actions.csv,added,added,preserved_exactly,,a620a7d962901c190a65f58222c1d927b56db030,,a620a7d962901c190a65f58222c1d927b56db030
.agents/specs/comfy-parity/catalogs/desktop-persistence.csv,added,added,preserved_exactly,,12bed4c4dbe6e2c60586bef68b9e13b9bb01a42e,,12bed4c4dbe6e2c60586bef68b9e13b9bb01a42e
.agents/specs/comfy-parity/catalogs/desktop-platform-matrix.csv,added,added,preserved_exactly,,ed65cc0da358e76d3948d852de64df45cf8ee03b,,ed65cc0da358e76d3948d852de64df45cf8ee03b
.agents/specs/comfy-parity/catalogs/desktop-preload-apis.csv,added,added,preserved_exactly,,8629676bc01e6396ab7de43f6b3a2fe46b63de93,,8629676bc01e6396ab7de43f6b3a2fe46b63de93
.agents/specs/comfy-parity/catalogs/desktop-reconciliation.csv,added,added,preserved_exactly,,fb025a23529f46e9045774d4573b1455242b96d2,,fb025a23529f46e9045774d4573b1455242b96d2
.agents/specs/comfy-parity/catalogs/desktop-renderer-surfaces.csv,added,added,preserved_exactly,,6a95d96d61fc6b3b9880c07ac1d0248275b6bb3f,,6a95d96d61fc6b3b9880c07ac1d0248275b6bb3f
.agents/specs/comfy-parity/catalogs/desktop-settings.csv,added,added,preserved_exactly,,0e8018a0991ca8ee00c2ec79f39f9f7b39c76339,,0e8018a0991ca8ee00c2ec79f39f9f7b39c76339
.agents/specs/comfy-parity/catalogs/desktop-shell-actions.csv,added,added,preserved_exactly,,ecefa8b3fae0ec80e01823c8a98d5f465fd5d87e,,ecefa8b3fae0ec80e01823c8a98d5f465fd5d87e
.agents/specs/comfy-parity/catalogs/desktop-source-coverage.csv,added,added,preserved_exactly,,e3ac267c1de23e184ff8d2b06819dc255f71f2bb,,e3ac267c1de23e184ff8d2b06819dc255f71f2bb
.agents/specs/comfy-parity/catalogs/desktop-source-plugins.csv,added,added,preserved_exactly,,e0297753b96ed1297edb652e835feb2238b72862,,e0297753b96ed1297edb652e835feb2238b72862
.agents/specs/comfy-parity/catalogs/desktop-summary.json,added,added,preserved_exactly,,a0cb771a1d4d5ecfd51006051177f77ce8f101f3,,a0cb771a1d4d5ecfd51006051177f77ce8f101f3
.agents/specs/comfy-parity/catalogs/desktop-telemetry.csv,added,added,preserved_exactly,,3a6f33ee4db53fef2be8d1b0cbe6d70884e083a6,,3a6f33ee4db53fef2be8d1b0cbe6d70884e083a6
.agents/specs/comfy-parity/catalogs/desktop-tests.csv,added,added,preserved_exactly,,44d469b2491eca599aab37aa50ee01d3e2f7cd47,,44d469b2491eca599aab37aa50ee01d3e2f7cd47
.agents/specs/comfy-parity/catalogs/desktop-window-events.csv,added,added,preserved_exactly,,0c50b6800fbe5e7790657091a0e6fec3c07fbfe0,,0c50b6800fbe5e7790657091a0e6fec3c07fbfe0
.agents/specs/comfy-parity/catalogs/docs-config-formats.csv,added,added,preserved_exactly,,7516d94d83292d22a72eae1ec1792e00bdff18ec,,7516d94d83292d22a72eae1ec1792e00bdff18ec
