record_id,node_document_name,locales,locale_count,asset_files,asset_count,visual_media_count,all_english_docs_ai_generated_marker,declared_source_fingerprint,docs_site_path,docs_site_declared_fingerprint,docs_sync_status,registry_match_kind,corroboration_status,corroborated_feature_ids,evidence_level,native_parity_treatment
COMFY-EMBEDDOC-54857D9E3F71,AudioEncoderEncode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,abd34445d7b959a6421fe0fe6bed0498b3754ee313019e3315cbed399f68bbe6,built-in-nodes/AudioEncoderEncode.mdx,abd34445d7b959a6421fe0fe6bed0498b3754ee313019e3315cbed399f68bbe6,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0011,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-742527B7223C,AudioEncoderLoader,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,66982618292df3881546883ff9efddbb8f8a2eae9aab45507ce0f96719fe6ee0,built-in-nodes/AudioEncoderLoader.mdx,66982618292df3881546883ff9efddbb8f8a2eae9aab45507ce0f96719fe6ee0,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0012,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-45F7F3EDD8E3,AudioEqualizer3Band,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,be3a0981d8285885cb465e82717c3f56c9d301d55708962f9a9dd5b2c400ec81,built-in-nodes/AudioEqualizer3Band.mdx,be3a0981d8285885cb465e82717c3f56c9d301d55708962f9a9dd5b2c400ec81,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0013,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-AFFADD2B339D,AudioMerge,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,3bb8c223e9a5155b5e60f901e8653c6654336a10a56d25ba7a3c5e8f5382ad27,built-in-nodes/AudioMerge.mdx,3bb8c223e9a5155b5e60f901e8653c6654336a10a56d25ba7a3c5e8f5382ad27,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0014,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-B8086D432BC9,AutogrowNamesTestNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,7c9a6bdcbf7c65112d0810e5709a9d6d59f33c1980cd66fc475826565e35a1a9,built-in-nodes/AutogrowNamesTestNode.mdx,7c9a6bdcbf7c65112d0810e5709a9d6d59f33c1980cd66fc475826565e35a1a9,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-INACTIVE-0001,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-3EEFD166D46C,AutogrowPrefixTestNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,93e3e3d13f8f411206d09e34e7e3b734596af0a2ef066712d6dfbe9dc3eec0cf,built-in-nodes/AutogrowPrefixTestNode.mdx,93e3e3d13f8f411206d09e34e7e3b734596af0a2ef066712d6dfbe9dc3eec0cf,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-INACTIVE-0002,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-58DAF259E223,BasicGuider,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,87b4662787829c4f00a5cc362f12b1c046fe836f9eb7d90aa40bd48f5cecdf0a,built-in-nodes/BasicGuider.mdx,87b4662787829c4f00a5cc362f12b1c046fe836f9eb7d90aa40bd48f5cecdf0a,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0015,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-394F57874D35,BasicScheduler,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,,built-in-nodes/BasicScheduler.mdx,,present-no-comparable-fingerprint,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0016,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-C6071C607492,BatchImagesMasksLatentsNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,9f82b036c99577ebcda6de647c662def572ae1f01bd78dca1a0ab32f4698e09e,built-in-nodes/BatchImagesMasksLatentsNode.mdx,9f82b036c99577ebcda6de647c662def572ae1f01bd78dca1a0ab32f4698e09e,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-INACTIVE-0003,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-ABB4DDED5D4B,BatchImagesNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,f756fb15760cd2518da9c3f88281d3ab3361b4c2b4820fe2be152e4db1cf102c,built-in-nodes/BatchImagesNode.mdx,f756fb15760cd2518da9c3f88281d3ab3361b4c2b4820fe2be152e4db1cf102c,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0017,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-0B5B62EA3D35,BatchLatentsNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,66b2a315c1ce3842e0ee014edd576e87e959591e6d54576c93cba2116b599736,built-in-nodes/BatchLatentsNode.mdx,66b2a315c1ce3842e0ee014edd576e87e959591e6d54576c93cba2116b599736,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0018,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-A3EF7C8D5F41,BatchMasksNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,7e9bc4be72c7fa8fceab2cf167c72b7e1ff858c0281d977f2ad3ab433d9d58d6,built-in-nodes/BatchMasksNode.mdx,7e9bc4be72c7fa8fceab2cf167c72b7e1ff858c0281d977f2ad3ab433d9d58d6,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0019,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-14E1AA0C143D,BeebleSwitchXImageEdit,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,6fd10dff6ac4f1a15fd05de7a6ff6eda988e60dd4ef32bc8c792480fbbf0c92b,built-in-nodes/BeebleSwitchXImageEdit.mdx,6fd10dff6ac4f1a15fd05de7a6ff6eda988e60dd4ef32bc8c792480fbbf0c92b,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0020,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-3D47AFB2F30B,BeebleSwitchXVideoEdit,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,a92e78e6a08ac01466d953562a250b812eb8b1a5fb37efce6fddd7aa1ef380a2,built-in-nodes/BeebleSwitchXVideoEdit.mdx,a92e78e6a08ac01466d953562a250b812eb8b1a5fb37efce6fddd7aa1ef380a2,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0021,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-F012232A6EC5,BerniniConditioning,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,70b5026f9479249bc5d1fe4695583193216e34e1b092764ac30e0ec3b7eba670,built-in-nodes/BerniniConditioning.mdx,70b5026f9479249bc5d1fe4695583193216e34e1b092764ac30e0ec3b7eba670,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0022,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-80EB39A74130,BetaSamplingScheduler,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,4be6f9ba853a1c8ff2b8f58ee3e37829a92e1fe9dc1f042fec20f22e04ae9d77,built-in-nodes/BetaSamplingScheduler.mdx,4be6f9ba853a1c8ff2b8f58ee3e37829a92e1fe9dc1f042fec20f22e04ae9d77,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0023,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-A61C25C2D39F,BriaImageEditNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,e66aaa563a82407408f25b289011a491c8b158822fc2db8912daf73731750081,built-in-nodes/BriaImageEditNode.mdx,e66aaa563a82407408f25b289011a491c8b158822fc2db8912daf73731750081,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0024,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-EE87179B1923,BriaRemoveImageBackground,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,f62dcd5c9406ec09f5aab44585dd7f25ae0f7d9a934faa10a58e46ef116df110,built-in-nodes/BriaRemoveImageBackground.mdx,f62dcd5c9406ec09f5aab44585dd7f25ae0f7d9a934faa10a58e46ef116df110,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0025,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-3AEA2EF38132,BriaRemoveVideoBackground,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,7a6b357f104b14cce55f68a84b07970566db8c835703dd2fd6ca7d3216dec561,built-in-nodes/BriaRemoveVideoBackground.mdx,7a6b357f104b14cce55f68a84b07970566db8c835703dd2fd6ca7d3216dec561,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0026,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-9984F5E46A49,BriaTransparentVideoBackground,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,45fb3fc185b5c6420d6ac2b87f2403566e1ef6dcdc57791fb833b6ccb2a64cd9,built-in-nodes/BriaTransparentVideoBackground.mdx,45fb3fc185b5c6420d6ac2b87f2403566e1ef6dcdc57791fb833b6ccb2a64cd9,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0027,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-A1CDE429C8E6,BriaVideoGreenScreen,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,663b41bf51bd8d871a59e756f226e4bf6244bb616ebcd2e8ccfa426137f2a05b,built-in-nodes/BriaVideoGreenScreen.mdx,663b41bf51bd8d871a59e756f226e4bf6244bb616ebcd2e8ccfa426137f2a05b,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0028,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-96B3CBFE1F31,BriaVideoReplaceBackground,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,4eb9650e5ca88baf2a91a9309b87936b3d18b88e314a56ab4c73d06a9143c645,built-in-nodes/BriaVideoReplaceBackground.mdx,4eb9650e5ca88baf2a91a9309b87936b3d18b88e314a56ab4c73d06a9143c645,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0029,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-ACFD9F3CF53A,BuildJsonPromptIdeogram,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,56a045e0c7c19531e6443696c0bdf3946df066d03eea7d2d217b7d92f052592f,built-in-nodes/BuildJsonPromptIdeogram.mdx,56a045e0c7c19531e6443696c0bdf3946df066d03eea7d2d217b7d92f052592f,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0030,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-86F9FC6D18CD,ByteDance2FirstLastFrameNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,74953cfc8f474a1b5ba7e4765682fd86693e43df87ba59e6d3e615e51293ab07,built-in-nodes/ByteDance2FirstLastFrameNode.mdx,74953cfc8f474a1b5ba7e4765682fd86693e43df87ba59e6d3e615e51293ab07,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0031,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-8FFC3A2C55F4,ByteDance2ReferenceNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,434b22e9d08b56583db6e35cea2b0348cd758f60acf218838277c97f05910a27,built-in-nodes/ByteDance2ReferenceNode.mdx,434b22e9d08b56583db6e35cea2b0348cd758f60acf218838277c97f05910a27,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0032,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-347F9CEB6688,ByteDance2TextToVideoNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,a540b96cf204f2af751da90cbbee30be9588069794ef833ccb0218a4ff0c2af5,built-in-nodes/ByteDance2TextToVideoNode.mdx,a540b96cf204f2af751da90cbbee30be9588069794ef833ccb0218a4ff0c2af5,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0033,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-DF890A44EB96,ByteDanceCreateImageAsset,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,44d2bc880cbd8780ce1deb27eee5e41dc43973653751b0022a2631df725b155d,built-in-nodes/ByteDanceCreateImageAsset.mdx,44d2bc880cbd8780ce1deb27eee5e41dc43973653751b0022a2631df725b155d,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0034,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-E0FB6B0C86E6,ByteDanceCreateVideoAsset,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,2c7376185f3273a80c763c2c9bd41305575b58e7902200ff77bebb609aea58b8,built-in-nodes/ByteDanceCreateVideoAsset.mdx,2c7376185f3273a80c763c2c9bd41305575b58e7902200ff77bebb609aea58b8,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0035,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-DCE6540110FE,ByteDanceFirstLastFrameNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,56b619d191c0a78ac51eaddf93c86f6ec85a486cc4e6d0e021c1e58b4df29189,built-in-nodes/ByteDanceFirstLastFrameNode.mdx,56b619d191c0a78ac51eaddf93c86f6ec85a486cc4e6d0e021c1e58b4df29189,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0036,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-710A5C002C84,ByteDanceImageEditNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,9dc13d89f84756b545120efb5535e08ada163d4534975809f5056bdf7d8bfb73,built-in-nodes/ByteDanceImageEditNode.mdx,9dc13d89f84756b545120efb5535e08ada163d4534975809f5056bdf7d8bfb73,fingerprint-match,provider-unverified,documented-only,,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-62D839F07B01,ByteDanceImageNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,0b40c75ca43ef3cccbc644e64822f701a0d772decacd813c58d7d5ac60c230a1,built-in-nodes/ByteDanceImageNode.mdx,0b40c75ca43ef3cccbc644e64822f701a0d772decacd813c58d7d5ac60c230a1,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0037,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-984FB65C3A51,ByteDanceImageReferenceNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,77a0f9aee920d07a1374eaec8489eed494a4505369246c16007765d67e52ef99,built-in-nodes/ByteDanceImageReferenceNode.mdx,77a0f9aee920d07a1374eaec8489eed494a4505369246c16007765d67e52ef99,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0038,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-CFA8A5B8FF9C,ByteDanceImageToVideoNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,3f95a381c8df083ec4cb417de0146efa68c0251b14697f6cc727be66c87cc761,built-in-nodes/ByteDanceImageToVideoNode.mdx,3f95a381c8df083ec4cb417de0146efa68c0251b14697f6cc727be66c87cc761,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0039,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-1D02C7BE8254,ByteDanceSeedAudio,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,cefd5fca496b02c35022d25be3d99d3911c1304b6e3a751751b58841d5895ef7,built-in-nodes/ByteDanceSeedAudio.mdx,cefd5fca496b02c35022d25be3d99d3911c1304b6e3a751751b58841d5895ef7,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0040,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-749412C65ACF,ByteDanceSeedNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,676c53f00c5368e145a1241f376d2c1624a11e4c06f691c3416ae5e2e46d5c71,built-in-nodes/ByteDanceSeedNode.mdx,676c53f00c5368e145a1241f376d2c1624a11e4c06f691c3416ae5e2e46d5c71,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0041,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-523FCA11DB1B,ByteDanceSeedreamNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,942c75386abd5f2f352b584b51b0f9adbf2ccba2829ee8072173bdc1a407543f,built-in-nodes/ByteDanceSeedreamNode.mdx,942c75386abd5f2f352b584b51b0f9adbf2ccba2829ee8072173bdc1a407543f,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0042,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-C6FF998EF124,ByteDanceSeedreamNodeV2,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,a5d58211c716f916b7920ee454d3f2aa3e2af6de666e783bb25d44700ba83569,built-in-nodes/ByteDanceSeedreamNodeV2.mdx,a5d58211c716f916b7920ee454d3f2aa3e2af6de666e783bb25d44700ba83569,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0043,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
COMFY-EMBEDDOC-2EF80A7389CC,ByteDanceTextToVideoNode,ar; en; es; fa; fr; ja; ko; pt-BR; ru; tr; zh; zh-TW,12,,0,0,true,b3c0de590278ebc95ff1f965f97b6c347cd507ee0900b0f9ce2acc1bf9af78b4,built-in-nodes/ByteDanceTextToVideoNode.mdx,b3c0de590278ebc95ff1f965f97b6c347cd507ee0900b0f9ce2acc1bf9af78b4,fingerprint-match,registered-node-id-exact,executable-backend-registry,COMFY-NODE-0044,documented-only,Map the legacy identifier to a versioned native Rust/WASM node descriptor; never execute Python or JavaScript in production.
