rng_id,phase,symbol,resolution,seededness,seed_expressions,generator_expressions,device_expressions,production_call_count,test_call_count,support_call_count,production_call_sites,test_call_sites,support_call_sites,availability,evidence_level,confidence,phase_identity_requirement,seed_mapping_requirement,state_requirement,device_requirement,cancellation_retry_requirement,native_rust_decision,limitations
COMFY-RNG-07843F80B32F,model-internal-stochasticity,torch.multinomial,static-import-resolution,explicit-seed-or-generator,,generator,,2,0,0,comfy/text_encoders/ace15.py:97:26 (sample_manual_loop_no_classes) | comfy/text_encoders/llama.py:975:16 (BaseGenerate.sample_token),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'model-internal-stochasticity', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-F630E85820A8,model-internal-stochasticity,torch.nn.init.uniform_,static-import-resolution,implicit-global-or-object-state,,,,2,0,0,comfy/ldm/lightricks/vae/dual_conv3d.py:92:13 (DualConv3d.reset_parameters) | comfy/ldm/lightricks/vae/dual_conv3d.py:95:13 (DualConv3d.reset_parameters),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'model-internal-stochasticity', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-D24115262D6C,model-internal-stochasticity,torch.quasirandom.SobolEngine,static-import-resolution,explicit-seed-or-generator,123,,,1,0,0,comfy/ldm/triposplat/model.py:250:21 (LatentSeqMMFlowModel.__init__),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'model-internal-stochasticity', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-E38F1D9F896D,model-internal-stochasticity,torch.quasirandom.SobolEngine().draw,static-import-resolution,implicit-global-or-object-state,,,,1,0,0,comfy/ldm/triposplat/model.py:250:21 (LatentSeqMMFlowModel.__init__),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'model-internal-stochasticity', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-1D16866E414E,model-internal-stochasticity,torch.rand,static-import-resolution,explicit-seed-or-generator | implicit-global-or-object-state,,generator,,6,0,0,comfy/ldm/cosmos/blocks.py:346:52 (FourierFeatures.__init__) | comfy/ldm/pixart/blocks.py:299:24 (LabelEmbedder.token_drop) | comfy/ldm/pixart/blocks.py:331:24 (CaptionEmbedder.token_drop) | comfy/ldm/pixart/blocks.py:366:24 (CaptionEmbedderDoubleBr.token_drop) | comfy/ldm/triposplat/vae.py:244:16 (OctreeProbabilityFixedlenDecoder.sample) | comfy/ldm/triposplat/vae.py:58:10 (sample_probs),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'model-internal-stochasticity', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-630ED2FD1166,model-internal-stochasticity,torch.randint,static-import-resolution,implicit-global-or-object-state,,,non_sky_depth.device | src.device | valid.device | x.device,7,0,0,comfy/ldm/ace/lyric_encoder.py:570:26 (add_optional_chunk_mask) | comfy/ldm/ace/lyric_encoder.py:578:39 (add_optional_chunk_mask) | comfy/ldm/depth_anything_3/preprocess.py:105:15 (normalize_depth_v2_style) | comfy/ldm/depth_anything_3/preprocess.py:82:15 (apply_sky_aware_clip) | comfy/ldm/hunyuan3d/vae.py:48:24 (fps) | comfy/ldm/modules/diffusionmodules/upscaling.py:77:27 (ImageConcatWithNoiseAugmentation.forward) | comfy/ldm/modules/encoders/noise_aug_modules.py:25:27 (CLIPEmbeddingNoiseAugmentation.forward),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'model-internal-stochasticity', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-CE4D123C8056,model-internal-stochasticity,torch.randn,static-import-resolution,explicit-seed-or-generator | implicit-global-or-object-state,,generator | torch.manual_seed(seed),'cpu' | device | self.mean.device | self.parameters.device | x.device,21,0,0,comfy/ldm/audio/vae_sa3.py:445:77 (SoftNormBottleneck.decode) | comfy/ldm/cosmos/blocks.py:345:63 (FourierFeatures.__init__) | comfy/ldm/genmo/vae/model.py:549:21 (LatentDistribution.sample) | comfy/ldm/hydit/controlnet.py:110:13 (HunYuanControlNet.__init__) | comfy/ldm/lightricks/vae/causal_video_autoencoder.py:1004:17 (ResnetBlock3D.__init__) | comfy/ldm/lightricks/vae/causal_video_autoencoder.py:1026:25 (ResnetBlock3D._feed_spatial_noise) | comfy/ldm/lightricks/vae/dual_conv3d.py:208:18 (test_dual_conv3d_consistency) | comfy/ldm/mmaudio/vae/distributions.py:36:36 (DiagonalGaussianDistribution.sample) | comfy/ldm/modules/diffusionmodules/mmdit.py:848:42 (MMDiT.__init__) | comfy/ldm/modules/diffusionmodules/upscaling.py:48:25 (AbstractLowScaleModel.q_sample) | comfy/ldm/modules/diffusionmodules/util.py:304:28 (noise_like) | comfy/ldm/modules/diffusionmodules/util.py:305:21 (noise_like) | comfy/ldm/modules/distributions/distributions.py:36:36 (DiagonalGaussianDistribution.sample) | comfy/ldm/pixart/blocks.py:206:47 (T2IFinalLayer.__init__) | comfy/ldm/pixart/blocks.py:323:58 (CaptionEmbedder.__init__) | comfy/ldm/pixart/blocks.py:357:39 (CaptionEmbedderDoubleBr.__init__) | comfy/ldm/pixart/blocks.py:358:41 (CaptionEmbedderDoubleBr.__init__) | comfy/ldm/pixart/pixartms.py:52:47 (PixArtMSBlock.__init__) | comfy/ldm/sam3/sam.py:97:86 (PositionEmbeddingRandom.__init__) | comfy/model_base.py:2334:25 (HunyuanImage21Refiner.concat_cond) | comfy/model_base.py:2425:25 (HunyuanVideo15_SR_Distilled.concat_cond),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'model-internal-stochasticity', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-CF0765383ED1,model-internal-stochasticity,torch.randn_like,static-import-resolution,implicit-global-or-object-state,,,,8,0,0,comfy/ldm/audio/autoencoder.py:14:19 (vae_sample) | comfy/ldm/audio/vae_sa3.py:442:21 (SoftNormBottleneck.decode) | comfy/ldm/cosmos/vae.py:46:29 (GaussianDistribution.sample) | comfy/ldm/hunyuan3d/vae.py:418:15 (DiagonalGaussianDistribution.sample) | comfy/ldm/lightricks/vae/causal_video_autoencoder.py:1306:17 (VideoVAE.decode) | comfy/ldm/modules/diffusionmodules/upscaling.py:46:25 (AbstractLowScaleModel.q_sample) | comfy/ldm/wan/vae2_2.py:709:15 (WanVAE.reparameterize) | comfy/ldm/wan/vae2_2.py:717:27 (WanVAE.sample),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'model-internal-stochasticity', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-208DBEFC42E6,model-internal-stochasticity,torch.randperm,static-import-resolution,implicit-global-or-object-state,,,device | pc.device,4,0,0,comfy/ldm/depth_anything_3/ray_pose.py:102:14 (_ransac_find_homography_weighted_batched) | comfy/ldm/depth_anything_3/ray_pose.py:148:40 (_ransac_find_homography_weighted_batched) | comfy/ldm/depth_anything_3/ray_pose.py:213:10 (_camray_to_caminfo) | comfy/ldm/hunyuan3d/vae.py:230:18 (PointCrossAttention.subsample),,,active,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'model-internal-stochasticity', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-5F27E6E9CF62,node-level-noise,torch.manual_seed,static-import-resolution,state-mutator,seed,,,1,0,0,comfy_extras/nodes_images.py:190:21 (ImageAddNoise.execute),,,conditional,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'node-level-noise', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-7E8226FD6698,node-level-noise,torch.randn,static-import-resolution,explicit-seed-or-generator | implicit-global-or-object-state,,generator,'cpu' | device,2,0,0,comfy_extras/nodes_images.py:191:44 (ImageAddNoise.execute) | comfy_extras/void_noise_warp.py:311:17 (NoiseWarper.__init__),,,conditional,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'node-level-noise', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
COMFY-RNG-023278562D68,node-level-noise,torch.randn_like,static-import-resolution,implicit-global-or-object-state,,,,1,0,0,comfy_extras/void_noise_warp.py:166:21 (regaussianize),,,conditional,code-inferred,high,"Derive an independent versioned stream from workflow seed, node identity, execution ordinal, phase 'node-level-noise', sample/batch index, and declared retry policy; unrelated phases must not perturb this stream.","Match signedness, width, modulo/wrap rules, per-batch expansion, Brownian entropy lists, and CPU-versus-device generator selection represented by the recorded expressions.","Make RNG state explicit, serializable where restart parity requires it, and excluded from cache identity only when the node declares deterministic replay from the same phase key.",Define the algorithm and output sequence per certified backend; CPU-seeded device transfer and native-device generation are distinct contracts and may not be silently interchanged.,"Cancellation, validation failure, OOM retry, and worker recovery must not commit partial RNG advancement; retry SHALL either replay the same phase stream or use an explicitly versioned retry substream.","Implement in the native worker with named phase streams; no Python, NumPy, PyTorch, browser JavaScript, or process-global RNG is permitted in production.","Static argument extraction does not prove runtime seed values, external torchsde algorithms, or branch reachability."
