feature_id,event_name,event_kind,classification,availability,evidence_level,source_evidence,payload_evidence,consent_behavior,redaction_validation,rate_limit_dedup,provider_side_effects,derived_wire_names,notes
COMFY-DESKTOP-TELEMETRY-677A4082AE3F,comfy.desktop.billing.tier_changed,product telemetry event,analytics event contract,cloud/paid,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/userTier.ts:91 [telemetry.capture; telemetry.capture('comfy.desktop.billing.tier_changed', {]","projects/comfy/Comfy-Desktop/src/main/lib/userTier.ts:91 telemetry.capture second-argument={ from_tier: previous, to_tier: next, }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.billing.tier_changed,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-0BD6A938A848,comfy.desktop.cloud.entered,product telemetry event,analytics event contract,cloud/paid,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/cloudEntry.ts:61 [telemetry.emit; telemetry.emit('comfy.desktop.cloud.entered', { first_time: firstTime })]",projects/comfy/Comfy-Desktop/src/main/lib/cloudEntry.ts:61 telemetry.emit second-argument={ first_time: firstTime },"Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.cloud.entered,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-79237E737C12,comfy.desktop.cloud.entry_blocked,product telemetry event,analytics event contract,cloud/paid,code-inferred,"projects/comfy/Comfy-Desktop/src/renderer/src/composables/useCloudCapacity.ts:109 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.cloud.entry_blocked', {]","projects/comfy/Comfy-Desktop/src/renderer/src/composables/useCloudCapacity.ts:109 emitTelemetryAction second-argument={ status: status.value, tier: userTier.value, decision, source, }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.cloud.entry_blocked,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-68D74AA868C7,comfy.desktop.comfyui.accelerator_detected,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/hardwareTap.ts:326 [telemetry.emit; telemetry.emit('comfy.desktop.comfyui.accelerator_detected', {]","projects/comfy/Comfy-Desktop/src/main/lib/hardwareTap.ts:326 telemetry.emit second-argument={ ...baseContext, device_type: primary.deviceType, device_index: primary.deviceIndex, gpu_model: primaryName, backend: primary.backend, device_count: devices.length, device_types: devices.map((d) => d.deviceType), device_indices: devices.map((d) => d.deviceIndex), gpu_models: gpuModels, device_backends: devices.map((d) => d.backend), vram_mb: vramMb, vram_gb: vramGb, ram_mb: ramMb, pytorch_version: pytorchVersion, xformers_version: xformersVersion, cuda_device_set: cudaDeviceSet }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.comfyui.accelerator_detected,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-1F50A8359B4D,comfy.desktop.comfyui.boot_completed,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/launch.ts:968 [telemetry.capture; telemetry.capture('comfy.desktop.comfyui.boot_completed', {]","projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/launch.ts:968 telemetry.capture second-argument={ installation_id: installationId, boot_id: bootId, variant: (inst.variant as string | undefined) ?? null, boot_time_ms: bootTimeMs, port_retry_count: portRetries, reboot_retry_count: rebootRetries }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.comfyui.boot_completed,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-A7E867321E8E,comfy.desktop.comfyui.boot_failed,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/launch.ts:938 [telemetry.emit; telemetry.emit('comfy.desktop.comfyui.boot_failed', {]; projects/comfy/Comfy-Desktop/src/shared/datadogMirroredEvents.ts:52 [literal-reference; 'comfy.desktop.comfyui.boot_failed',]","projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/launch.ts:938 telemetry.emit second-argument={ installation_id: installationId, boot_id: bootId, variant: (inst.variant as string | undefined) ?? null, failed_phase: failedPhase, error_bucket: telemetry.bucketError(launchResult.message), retry_count: portRetries + rebootRetries, port_retry_count: portRetries, reboot_retry_count: rebootRetries, }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog plus Datadog RUM action mirror because the exact name is in DATADOG_MIRRORED_EVENT_NAMES; main-origin events relay with mainAlreadyCaptured=true to prevent PostHog duplication.,comfy.desktop.comfyui.boot_failed,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-EB52700777AA,comfy.desktop.comfyui.boot_log,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/renderer/src/lib/rendererBootstrap.ts:650 [trackTelemetryAction; trackTelemetryAction('comfy.desktop.comfyui.boot_log', {]","projects/comfy/Comfy-Desktop/src/renderer/src/lib/rendererBootstrap.ts:650 trackTelemetryAction second-argument={ installation_id: data.installationId, boot_stderr: data.bootStderr }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.comfyui.boot_log,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-95CEC4DE71EB,comfy.desktop.comfyui.boot_phase,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/bootPhaseBuffer.ts:62 [telemetry.emit; telemetry.emit('comfy.desktop.comfyui.boot_phase', {]","projects/comfy/Comfy-Desktop/src/main/lib/bootPhaseBuffer.ts:62 telemetry.emit second-argument={ installation_id: buf.installationId, variant: buf.variant, phase: entry.phase, ms_since_boot_started: entry.msSinceBootStarted }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.comfyui.boot_phase,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-9360AE843B80,comfy.desktop.comfyui.boot_started,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/launch.ts:840 [telemetry.capture; telemetry.capture('comfy.desktop.comfyui.boot_started', {]","projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/launch.ts:840 telemetry.capture second-argument={ installation_id: installationId, boot_id: bootId, variant: (inst.variant as string | undefined) ?? null, port_retry_count: portRetries, reboot_retry_count: rebootRetries }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.comfyui.boot_started,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-5B92B379BB2F,comfy.desktop.comfyui.canvas_rendered,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/canvasEntry.ts:37 [telemetry.emit; telemetry.emit('comfy.desktop.comfyui.canvas_rendered', {]","projects/comfy/Comfy-Desktop/src/main/lib/canvasEntry.ts:37 telemetry.emit second-argument={ installation_id: installationId, server_ready_to_canvas_ms: serverReadyToCanvasMs, template_id_or_null: null, load_failed: loadFailed }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.comfyui.canvas_rendered,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-F9BB3CA041B4,comfy.desktop.comfyui.exited,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/launch.ts:677 [telemetry.emit; telemetry.emit('comfy.desktop.comfyui.exited', {]; projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/launch.ts:1148 [telemetry.emit; telemetry.emit('comfy.desktop.comfyui.exited', {]; projects/comfy/Comfy-Desktop/src/shared/datadogMirroredEvents.ts:36 [literal-reference; 'comfy.desktop.comfyui.exited',]","projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/launch.ts:677 telemetry.emit second-argument={ installation_id: installationId, crashed, exit_code: code ?? null, last_stderr: lastStderr ?? null, }; projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/launch.ts:1148 telemetry.emit second-argument={ installation_id: installationId, crashed, exit_code: code ?? null, last_stderr: lastStderr ?? null, }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog plus Datadog RUM action mirror because the exact name is in DATADOG_MIRRORED_EVENT_NAMES; main-origin events relay with mainAlreadyCaptured=true to prevent PostHog duplication.,comfy.desktop.comfyui.exited,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-8ED9AE37A8E8,comfy.desktop.comfyui.model_usage,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/hardwareTap.ts:285 [telemetry.emit; telemetry.emit('comfy.desktop.comfyui.model_usage', {]","projects/comfy/Comfy-Desktop/src/main/lib/hardwareTap.ts:285 telemetry.emit second-argument={ ...baseContext, model_class: modelClass, load_trigger: trigger, // Only deepclones carry a target device; null keeps the column stable // for the load triggers. target_device: targetDevice ? targetDevice : null, count }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.comfyui.model_usage,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-6F2C9C53FD09,comfy.desktop.comfyui.update.applied,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerInstallationHandlers.ts:349 [mainTelemetry.emit; mainTelemetry.emit('comfy.desktop.comfyui.update.applied', {]; projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerInstallationHandlers.ts:405 [mainTelemetry.emit; mainTelemetry.emit('comfy.desktop.comfyui.update.applied', {]; projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerInstallationHandlers.ts:422 [mainTelemetry.emit; mainTelemetry.emit('comfy.desktop.comfyui.update.applied', {]","projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerInstallationHandlers.ts:349 mainTelemetry.emit second-argument={ installation_id: installationId, from_version: formatComfyVersion(priorComfyVersion, 'short'), to_version: null, result: 'cancelled' }; projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerInstallationHandlers.ts:405 mainTelemetry.emit second-argument={ installation_id: installationId, from_version: formatComfyVersion(priorComfyVersion, 'short'), to_version: null, result: 'error', error_bucket: mainTelemetry.bucketError(err), error_message: (err as Error).message.slice(0, 500) }; projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerInstallationHandlers.ts:422 mainTelemetry.emit second-argument={ installation_id: installationId, from_version: formatComfyVersion(priorComfyVersion, 'short'), to_version: newComfyVersion ? formatComfyVersion(newComfyVersion, 'short') : null, result: 'success' }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.comfyui.update.applied,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-2933A6B73E77,comfy.desktop.execution.completed,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/executionTap.ts:205 [telemetry.emit; telemetry.emit('comfy.desktop.execution.completed', {]","projects/comfy/Comfy-Desktop/src/main/lib/executionTap.ts:205 telemetry.emit second-argument={ ...baseContext, duration_seconds: Number.isFinite(seconds) ? seconds : null, wall_clock_ms: wallMs, completed_count: state.completedCount }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.execution.completed,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-CCF36AE9DFAE,comfy.desktop.execution.error,product telemetry event,analytics event contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/executionTap.ts:154 [telemetry.emit; telemetry.emit('comfy.desktop.execution.error', {]; projects/comfy/Comfy-Desktop/src/main/lib/executionTap.ts:219 [telemetry.emit; telemetry.emit('comfy.desktop.execution.error', {]; projects/comfy/Comfy-Desktop/src/shared/datadogMirroredEvents.ts:33 [literal-reference; 'comfy.desktop.execution.error',]","projects/comfy/Comfy-Desktop/src/main/lib/executionTap.ts:154 telemetry.emit second-argument={ ...baseContext, error_class: errorClass.slice(0, ERROR_CLASS_MAX), error_message: scrubbedMessage, error_bucket: telemetry.bucketError(scrubbedMessage), error_count: state.errorCount, wall_clock_ms: wallMs }; projects/comfy/Comfy-Desktop/src/main/lib/executionTap.ts:219 telemetry.emit second-argument={ ...baseContext, error_class: 'validation_failed', error_bucket: 'validation', error_count: state.errorCount, node_id: validationMatch.groups['nodeId'], wall_clock_ms: wallMs }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","Per-name limit bypassed because .error and telemetry-self events bypass layer 1; the 5,000-event per-process cap still applies.",PostHog plus Datadog RUM action mirror because the exact name is in DATADOG_MIRRORED_EVENT_NAMES; main-origin events relay with mainAlreadyCaptured=true to prevent PostHog duplication.,comfy.desktop.execution.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-7B79519B5A9B,comfy.desktop.execution.first_completed,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/executionTap.ts:115 [telemetry.emit; telemetry.emit('comfy.desktop.execution.first_completed', {]","projects/comfy/Comfy-Desktop/src/main/lib/executionTap.ts:115 telemetry.emit second-argument={ ...baseContext, first_run_at: firstRunAt }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.execution.first_completed,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-14A1E2E531C7,comfy.desktop.execution.session_summary,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/executionTap.ts:294 [telemetry.emit; telemetry.emit('comfy.desktop.execution.session_summary', {]","projects/comfy/Comfy-Desktop/src/main/lib/executionTap.ts:294 telemetry.emit second-argument={ ...baseContext, started_count: state.startedCount, completed_count: state.completedCount, error_count: state.errorCount }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.execution.session_summary,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-85EDC1B329B1,comfy.desktop.execution.started,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/executionTap.ts:193 [telemetry.emit; telemetry.emit('comfy.desktop.execution.started', {]","projects/comfy/Comfy-Desktop/src/main/lib/executionTap.ts:193 telemetry.emit second-argument={ ...baseContext, started_count: state.startedCount }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.execution.started,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-7A2DD181940A,comfy.desktop.experiment.exposed,product telemetry event,analytics event contract,experimental,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/experiments.ts:195 [mainTelemetry.capture; mainTelemetry.capture('comfy.desktop.experiment.exposed', {]","projects/comfy/Comfy-Desktop/src/main/lib/experiments.ts:195 mainTelemetry.capture second-argument={ experiment_key: experimentKey, variant, source }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.experiment.exposed,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-C1D2F262E8B4,comfy.desktop.feedback.opened,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/renderer/src/composables/useSendFeedback.ts:34 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.feedback.opened', { source })]",projects/comfy/Comfy-Desktop/src/renderer/src/composables/useSendFeedback.ts:34 emitTelemetryAction second-argument={ source },"Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.feedback.opened,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-EFDF9998EA4F,comfy.desktop.feedback.submitted,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/renderer/src/components/FeedbackModal.vue:63 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.feedback.submitted', {})]",projects/comfy/Comfy-Desktop/src/renderer/src/components/FeedbackModal.vue:63 emitTelemetryAction second-argument={},"Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.feedback.submitted,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-28275CCC6A77,comfy.desktop.first_use.abandoned,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/renderer/src/views/FirstUseTakeover.vue:690 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.first_use.abandoned', {]","projects/comfy/Comfy-Desktop/src/renderer/src/views/FirstUseTakeover.vue:690 emitTelemetryAction second-argument={ step: step.value, reason: acceptedTos.value ? 'consent_accepted' : 'pre_consent', ms_on_screen: msOnScreen, had_legacy: hasLegacyDesktop.value }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.first_use.abandoned,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-3B15F8FBC47D,comfy.desktop.first_use.cloud_blocked,product telemetry event,analytics event contract,cloud/paid,code-inferred,"projects/comfy/Comfy-Desktop/src/renderer/src/views/FirstUseTakeover.vue:440 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.first_use.cloud_blocked', {]","projects/comfy/Comfy-Desktop/src/renderer/src/views/FirstUseTakeover.vue:440 emitTelemetryAction second-argument={ reason: cloudCapacity.isDisabled() ? 'disabled' : 'degraded_declined', capacity_status: cloudCapacity.status.value, user_tier: cloudCapacity.tier.value }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.first_use.cloud_blocked,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
