source_file,classification,feature_ids,primary_anchor,reason,extension,bytes
.agents/checks/test-quality.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,2288
.agents/checks/vue-patterns.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,3219
.claude/commands/add-missing-i18n.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,1612
.claude/commands/adr-compliance-audit.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,3981
.claude/commands/comprehensive-pr-review.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,13803
.claude/commands/create-frontend-release.md,documented-only,COMFY-UI-003,COMFY-UI-003,Documentation or repository guidance; not executable evidence by itself.,.md,25407
.claude/commands/create-hotfix-release.md,documented-only,COMFY-UI-003,COMFY-UI-003,Documentation or repository guidance; not executable evidence by itself.,.md,14542
.claude/commands/pr.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,3358
.claude/commands/setup_repo.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,3770
.claude/commands/verify-visually.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,2306
.claude/skills/add-model-page/SKILL.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,6169
.claude/skills/adding-deprecation-warnings/SKILL.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,3114
.claude/skills/backport-management/SKILL.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,21652
.claude/skills/backport-management/reference/analysis.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,7366
.claude/skills/backport-management/reference/discovery.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,2572
.claude/skills/backport-management/reference/execution.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,18119
.claude/skills/backport-management/reference/logging.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,3191
.claude/skills/contain-audit/SKILL.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,4783
.claude/skills/hardening-flaky-e2e-tests/SKILL.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,10760
.claude/skills/layer-audit/SKILL.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,3171
.claude/skills/perf-fix-with-proof/SKILL.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,6646
.claude/skills/red-green-fix/SKILL.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,7568
.claude/skills/red-green-fix/reference/testing-anti-patterns.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,6497
.claude/skills/regenerating-screenshots/SKILL.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,2578
.claude/skills/reviewing-unit-tests/SKILL.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,12744
.claude/skills/writing-playwright-tests/SKILL.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,8558
.claude/skills/writing-storybook-stories/SKILL.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,6494
.claude/skills/writing-storybook-stories/agents/openai.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,241
.coderabbit.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Repository/package metadata or non-executable support file.,.yaml,5173
.editorconfig,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Repository/package metadata or non-executable support file.,(none),188
.env_example,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Repository/package metadata or non-executable support file.,(none),2528
.git-blame-ignore-revs,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Repository/package metadata or non-executable support file.,(none),1103
.gitattributes,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Repository/package metadata or non-executable support file.,(none),370
.github/AGENTS.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,1021
.github/CLAUDE.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,128
.github/ISSUE_TEMPLATE/bug-report.yaml,infrastructure-only,COMFY-WORKFLOW-008,COMFY-WORKFLOW-008,"Build, CI, release, development, or agent infrastructure.",.yaml,2678
.github/ISSUE_TEMPLATE/feature-request.yaml,infrastructure-only,COMFY-WORKFLOW-008,COMFY-WORKFLOW-008,"Build, CI, release, development, or agent infrastructure.",.yaml,2617
.github/actions/ashby-pull/action.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,760
.github/actions/changes-filter/action.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,3673
.github/actions/cloud-nodes-pull/action.yaml,infrastructure-only,COMFY-GRAPH-007,COMFY-GRAPH-007,"Build, CI, release, development, or agent infrastructure.",.yaml,626
.github/actions/comment-release-links/action.yaml,infrastructure-only,COMFY-GRAPH-005,COMFY-GRAPH-005,"Build, CI, release, development, or agent infrastructure.",.yaml,4569
.github/actions/find-workflow-run/action.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,1917
.github/actions/lint-format-verify/action.yml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yml,925
.github/actions/post-pr-report-comment/action.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,1080
.github/actions/resolve-pr-from-workflow-run/action.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,3183
.github/actions/setup-comfyui-server/action.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,2009
.github/actions/setup-frontend/action.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,1042
.github/actions/setup-playwright/action.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,1088
.github/actions/start-comfyui-server/action.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,756
.github/actions/upsert-comment-section/action.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,3025
.github/copilot-instructions.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,1066
.github/license-clarifications.json,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.json,51
.github/pr-images/fe-237-before-after.png,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.png,45531
.github/pull_request_template.md,documented-only,COMFY-WORKFLOW-008,COMFY-WORKFLOW-008,Documentation or repository guidance; not executable evidence by itself.,.md,578
.github/workflows/README.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,1196
.github/workflows/api-update-electron-api-types.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,1740
.github/workflows/api-update-manager-api-types.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,3787
.github/workflows/backport-auto-merge.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,10369
.github/workflows/ci-dist-telemetry-scan.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,6191
.github/workflows/ci-json-validation.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,384
.github/workflows/ci-lint-format-queue.yaml,infrastructure-only,COMFY-QUEUE-003,COMFY-QUEUE-003,"Build, CI, release, development, or agent infrastructure.",.yaml,836
.github/workflows/ci-lint-format.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,3436
.github/workflows/ci-oss-assets-validation.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,4528
.github/workflows/ci-perf-report.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,3775
.github/workflows/ci-python-validation.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,552
.github/workflows/ci-shell-validation.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,511
.github/workflows/ci-size-data.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,1039
.github/workflows/ci-tests-e2e-coverage.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,5984
.github/workflows/ci-tests-e2e-forks.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,4314
.github/workflows/ci-tests-e2e.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,10509
.github/workflows/ci-tests-storybook-forks.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,4168
.github/workflows/ci-tests-storybook.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,9062
.github/workflows/ci-tests-unit.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,1495
.github/workflows/ci-validate-action-pins.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,410
.github/workflows/ci-vercel-website-preview.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,6271
.github/workflows/ci-website-build.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,1311
.github/workflows/ci-website-e2e.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,10233
.github/workflows/ci-yaml-validation.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,692
.github/workflows/cla.yml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yml,5199
.github/workflows/cloud-backport-tag.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,2064
.github/workflows/cloud-dispatch-build.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,3192
.github/workflows/cloud-dispatch-cleanup.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,1560
.github/workflows/coverage-slack-notify.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,5276
.github/workflows/detect-unreviewed-merge.yml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yml,637
.github/workflows/i18n-update-core.yaml,infrastructure-only,COMFY-SETTING-003,COMFY-SETTING-003,"Build, CI, release, development, or agent infrastructure.",.yaml,2384
.github/workflows/i18n-update-custom-nodes.yaml,infrastructure-only,COMFY-SETTING-003,COMFY-SETTING-003,"Build, CI, release, development, or agent infrastructure.",.yaml,5460
.github/workflows/i18n-update-nodes.yaml,infrastructure-only,COMFY-SETTING-003,COMFY-SETTING-003,"Build, CI, release, development, or agent infrastructure.",.yaml,1849
.github/workflows/model-page-discovery.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,4073
.github/workflows/pr-backport.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,21250
.github/workflows/pr-claude-review.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,2365
.github/workflows/pr-cursor-review.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,2322
.github/workflows/pr-report.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,6773
.github/workflows/pr-request-team-review.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,657
.github/workflows/pr-update-playwright-expectations.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,11323
.github/workflows/pr-update-website-screenshots.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,9433
.github/workflows/pr-vercel-website-preview.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,2531
.github/workflows/publish-desktop-bridge-types.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,4653
.github/workflows/publish-desktop-ui-on-merge.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,2364
.github/workflows/publish-desktop-ui.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,6167
.github/workflows/release-biweekly-comfyui.yaml,infrastructure-only,COMFY-UI-003,COMFY-UI-003,"Build, CI, release, development, or agent infrastructure.",.yaml,18057
.github/workflows/release-branch-create.yaml,infrastructure-only,COMFY-UI-003,COMFY-UI-003,"Build, CI, release, development, or agent infrastructure.",.yaml,9501
.github/workflows/release-draft-create.yaml,infrastructure-only,COMFY-UI-003,COMFY-UI-003,"Build, CI, release, development, or agent infrastructure.",.yaml,4011
.github/workflows/release-npm-types.yaml,infrastructure-only,COMFY-UI-003,COMFY-UI-003,"Build, CI, release, development, or agent infrastructure.",.yaml,4583
.github/workflows/release-pypi-dev.yaml,infrastructure-only,COMFY-UI-003,COMFY-UI-003,"Build, CI, release, development, or agent infrastructure.",.yaml,2405
.github/workflows/release-version-bump.yaml,infrastructure-only,COMFY-UI-003,COMFY-UI-003,"Build, CI, release, development, or agent infrastructure.",.yaml,7339
.github/workflows/release-website.yaml,infrastructure-only,COMFY-UI-003,COMFY-UI-003,"Build, CI, release, development, or agent infrastructure.",.yaml,2537
.github/workflows/version-bump-desktop-ui.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,3237
.github/workflows/weekly-docs-check.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.yaml,5665
.gitignore,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Repository/package metadata or non-executable support file.,(none),1412
.husky/pre-commit,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",(none),90
.husky/pre-push,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",(none),402
.i18nrc.cjs,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Repository/package metadata or non-executable support file.,.cjs,2517
.nvmrc,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Repository/package metadata or non-executable support file.,(none),3
.oxfmtrc.json,production,COMFY-UI-005,COMFY-UI-005,"Executable, schema, style, localization, or configuration source mapped to its primary behavior domain.",.json,411
.oxlintrc.json,production,COMFY-UI-005,COMFY-UI-005,"Executable, schema, style, localization, or configuration source mapped to its primary behavior domain.",.json,6456
.pinact.yaml,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Repository/package metadata or non-executable support file.,.yaml,553
.storybook/AGENTS.md,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Storybook configuration/build support; consuming stories remain test-only evidence.,.md,435
.storybook/CLAUDE.md,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Storybook configuration/build support; consuming stories remain test-only evidence.,.md,113
.storybook/README.md,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Storybook configuration/build support; consuming stories remain test-only evidence.,.md,8245
.storybook/main.ts,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Storybook configuration/build support; consuming stories remain test-only evidence.,.ts,4535
.storybook/preview-head.html,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Repository/package metadata or non-executable support file.,.html,1487
.storybook/preview.ts,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Storybook configuration/build support; consuming stories remain test-only evidence.,.ts,2412
.stylelintrc.json,production,COMFY-UI-005,COMFY-UI-005,"Executable, schema, style, localization, or configuration source mapped to its primary behavior domain.",.json,1934
.vscode/custom-css.json,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.json,1588
.vscode/extensions.json,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.json,430
.vscode/launch.json.default,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.default,519
.vscode/settings.json.default,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.default,89
.vscode/tailwind.json,infrastructure-only,COMFY-UI-005,COMFY-UI-005,"Build, CI, release, development, or agent infrastructure.",.json,3448
.yamllint,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Repository/package metadata or non-executable support file.,(none),173
AGENTS.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,18921
CLAUDE.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,11
CODEOWNERS,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Repository/package metadata or non-executable support file.,(none),4295
CONTRIBUTING.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,11612
LICENSE,infrastructure-only,COMFY-UI-005,COMFY-UI-005,Repository/package metadata or non-executable support file.,(none),35149
README.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,16648
THIRD_PARTY_NOTICES.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,74
TROUBLESHOOTING.md,documented-only,COMFY-UI-005,COMFY-UI-005,Documentation or repository guidance; not executable evidence by itself.,.md,7466
apps/desktop-ui/.storybook/main.ts,test-only,COMFY-UI-001,COMFY-UI-001,Storybook scenario or configuration; evidence for variants and visual states.,.ts,3475
apps/desktop-ui/.storybook/preview.ts,test-only,COMFY-UI-001,COMFY-UI-001,Storybook scenario or configuration; evidence for variants and visual states.,.ts,2267
apps/desktop-ui/index.html,platform-specific,COMFY-UI-001,COMFY-UI-001,Production desktop installer/maintenance frontend; detailed desktop-shell audit is separate but this file is accounted for.,.html,333
apps/desktop-ui/package.json,platform-specific,COMFY-UI-001,COMFY-UI-001,Production desktop installer/maintenance frontend; detailed desktop-shell audit is separate but this file is accounted for.,.json,1364
apps/desktop-ui/public/assets/images/Git-Logo-White.svg,infrastructure-only,COMFY-UI-001,COMFY-UI-001,"Static product asset, media fixture, font, icon, or binary data.",.svg,2696
apps/desktop-ui/public/assets/images/amd-rocm-logo.png,infrastructure-only,COMFY-UI-001,COMFY-UI-001,"Static product asset, media fixture, font, icon, or binary data.",.png,13730
apps/desktop-ui/public/assets/images/apple-mps-logo.png,infrastructure-only,COMFY-UI-001,COMFY-UI-001,"Static product asset, media fixture, font, icon, or binary data.",.png,67332
apps/desktop-ui/public/assets/images/comfy-brand-mark.svg,infrastructure-only,COMFY-UI-001,COMFY-UI-001,"Static product asset, media fixture, font, icon, or binary data.",.svg,8494
apps/desktop-ui/public/assets/images/nvidia-logo-square.jpg,infrastructure-only,COMFY-UI-001,COMFY-UI-001,"Static product asset, media fixture, font, icon, or binary data.",.jpg,40548
apps/desktop-ui/public/assets/images/sad_girl.png,infrastructure-only,COMFY-UI-001,COMFY-UI-001,"Static product asset, media fixture, font, icon, or binary data.",.png,177633
apps/desktop-ui/src/App.vue,platform-specific,COMFY-UI-001 | COMFY-FRONTEND-SURFACE-767BFEFC15DB,COMFY-FRONTEND-SURFACE-767BFEFC15DB,"Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-767BFEFC15DB. At apps/desktop-ui/src/App.vue, App is a source-specific render-only presentation for child components RouterView. Static inspection found no defineModel, defineEmits/emit, template event/model binding, native control/link/media controls, interactive child, route/API/storage call, lifecycle watcher, or conditional state branch; its behavior is exhausted by rendering the cited props/markup for COMFY-FRONTEND-SURFACE-767BFEFC15DB.",.vue,116
apps/desktop-ui/src/assets/css/style.css,platform-specific,COMFY-UI-001,COMFY-UI-001,Production desktop installer/maintenance frontend; detailed desktop-shell audit is separate but this file is accounted for.,.css,784
apps/desktop-ui/src/components/bottomPanel/tabs/terminal/BaseTerminal.vue,platform-specific,COMFY-UI-001 | COMFY-FRONTEND-SURFACE-65EFA4B3454B,COMFY-FRONTEND-SURFACE-65EFA4B3454B,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-65EFA4B3454B. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,2910
apps/desktop-ui/src/components/common/LanguageSelector.vue,platform-specific,COMFY-UI-001 | COMFY-FRONTEND-SURFACE-E31833DE04A0,COMFY-FRONTEND-SURFACE-E31833DE04A0,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-E31833DE04A0. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,5594
apps/desktop-ui/src/components/common/RefreshButton.vue,platform-specific,COMFY-UI-001 | COMFY-FRONTEND-SURFACE-A68E731CFA33,COMFY-FRONTEND-SURFACE-A68E731CFA33,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-A68E731CFA33. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,1171
apps/desktop-ui/src/components/common/StartupDisplay.test.ts,test-only,COMFY-UI-001,COMFY-UI-001,Relevant automated test; maps to the behavior domain and individual Playwright cases where available.,.ts,2772
apps/desktop-ui/src/components/common/StartupDisplay.vue,platform-specific,COMFY-UI-001 | COMFY-FRONTEND-SURFACE-C428B627D963,COMFY-FRONTEND-SURFACE-C428B627D963,Mapped to source-specific Vue component contract COMFY-FRONTEND-SURFACE-C428B627D963. The component exposes independently testable interactions or state variants; its former broad coverage anchor remains as a domain cross-reference.,.vue,2005
apps/desktop-ui/src/components/common/UrlInput.test.ts,test-only,COMFY-UI-001,COMFY-UI-001,Relevant automated test; maps to the behavior domain and individual Playwright cases where available.,.ts,5966
