source_file,classification,mapped_feature_ids,reason,sha256,size_bytes
.github/ISSUE_TEMPLATE/bug-report.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",bcbdb3b2a3c6eaa34e3e44bd8c7268de7e07050067829eb964c0f25493afe6b9,3105
.github/ISSUE_TEMPLATE/config.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",28b57d2a6509f8401f3400f9e6433af0b2ed5bb4d3e7c8ec4ce2b66a9a0c9770,689
.github/ISSUE_TEMPLATE/feature-request.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",eaf9b57828544c7e2d85d4cb8acfefcaa2a46fb1b34f63d3652e6c0f90fea36b,1584
.github/ISSUE_TEMPLATE/user-support.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",da808b40294203fbbbc395204447c43bb4d43de50f8db3e534968e890ce0d9db,1988
.github/PULL_REQUEST_TEMPLATE/api-node.md,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",e356d42fc762aa831e46296a7710e9626b72dce011d72858505db50075827a50,398
.github/scripts/check-ai-co-authors.sh,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",81fe094ff66cdf295c428cf09592b882f6b57815c49ca44278a991931d577dd7,3204
.github/workflows/api-node-template.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",031c001cfa1a752ff67c53132e87dd2cf34c0c45619a584724d692edda735c3e,2244
.github/workflows/backport_release.yaml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",130aabdf1b69deaeaeb2fc7a5a7871ecb467364a291ee69e1c3a5683fc545f3e,23380
.github/workflows/check-ai-co-authors.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",49e956c1269f1c2d38c8933fefb57820d64b85c05bf0e59af569bd9c9ed58032,485
.github/workflows/check-line-endings.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",37006e7681a3712a144de73d6bb5ed85eb65a30608d0c83067198018760e93f2,1246
.github/workflows/ci-cursor-review.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",d72e0164839a76464e74d34d3966e5ff8dea5c4744be6f0f439e0c32a745eea0,1353
.github/workflows/detect-unreviewed-merge.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",fb70aac15e3a85ff84b845595195f343f0ccb087144ae397453a893b7e2cfa67,631
.github/workflows/openapi-lint.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",e101fa046403b232d8262e6fd3ed67bbbfe22d84846010f59c6fc4daa879d4c2,639
.github/workflows/pullrequest-ci-run.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",91c0e6e5688e4ff5d17bea54d5f02bcadfbc7a7a0bd4d3ee5e5ff9b4b81c5070,1937
.github/workflows/release-stable-all.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",4cb20c747e88430043baeda69332082ea3600b3633752c8b3f71b7477133f86e,1849
.github/workflows/release-webhook.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",a4620b8f054eca0486f6e79d69720add37d1dabef4b68e715bb7287ee6a99f64,6605
.github/workflows/ruff.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",5dba1e40397e7b40d036bdd407429fcf38faedc2971e9842937681912a07d5cb,973
.github/workflows/stable-release.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",a6060d3b3e076b8f0e6784eee231aa8675d0492157f2fb42493e236a01354b2a,5420
.github/workflows/stale-issues.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",4ec059eedb3aaefbea9fd5a206e9d2d0df270573355c1525114e75b1889731a5,691
.github/workflows/tag-dispatch-cloud.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",e8c20023f2a62023dafe5c981c568854f45734c0f83dcca212a17a6987f47d92,1323
.github/workflows/test-build.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",0900fc3a68d78df9d7e9b23eb7d298dfb66934c9bd922a73601d3f8d0bcd4101,765
.github/workflows/test-ci.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",e8937b0a26854ed030b98277b95ebb1e4ad4c7fc96ea2d3e42018e12bdfb930c,3101
.github/workflows/test-execution.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",7e66b98beea57336e5618d84d53424277491d22f8a32e9b8d12ab637c61cf6c3,839
.github/workflows/test-launch.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",6766674c17565058cbb1cf2c45cbe7f6f21c995e7b41efe0c0e3a597e7c72cd0,1788
.github/workflows/test-unit.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",4c4967c6ef4bc28fdebb5c7f11de7534f423e8e404ed03c52686fc07ef6d308f,798
.github/workflows/update-api-stubs.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",e6444206936315fb080ecebce4d283b30c214b4e1f153d371626c81b3fbf596b,1833
.github/workflows/update-ci-container.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",1caf901a838e50b7b0bb35abb931bbc499049740a2f28517458acae26e13bec1,2113
.github/workflows/update-version.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",95a7af403cef79100367e1b4aac953178560c58b5ca7f70792337e65fd621dff,1859
.github/workflows/windows_release_dependencies.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",5fecdd8ccac3cea8cf7b1eebe6c550d2f9761f981f7fb935f7f78e4bb37712c8,2530
.github/workflows/windows_release_dependencies_manual.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",5c3663c75fb9338b52e73739e23cbb01270c7470b017aa1d44c0589abd3c2775,2295
.github/workflows/windows_release_nightly_pytorch.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",d9bda92963a0c36ba54b0804198f20b77d5a309228dc287705100fc7535f95ae,3737
.github/workflows/windows_release_package.yml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",7a657e74f27201a0058684105b5dc246ddbb7e8260b2a3e6cf19a628ed6151dd,3666
.gitignore,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",55eab16f1cc757478130523567a41ef9a92884861f8849d0288a1ad5c491038a,389
.spectral.yaml,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",82dec7de11a6aef988a3a366637c14d52db976c1285ce22826196e1ec4b4ebb7,3440
CODEOWNERS,infrastructure-only,,"Repository automation, packaging, release, or policy infrastructure; not runtime product behavior.",54047b58df88d8abe46c70cf781acdb978e8f37cde1639d20ed49a1d31d6f314,148
CONTRIBUTING.md,documented-only,,Documentation/license evidence; executable behavior is mapped from code where available.,5f976a154d32f42ce418c8a99072814b6eec23283eddf403834c2926f82c47f7,1882
LICENSE,documented-only,,Documentation/license evidence; executable behavior is mapped from code where available.,3972dc9744f6499f0f9b2dbf76696f2ae7ad8af9b23dde66d6af86c9dfb36986,35149
QUANTIZATION.md,documented-only,,Documentation/license evidence; executable behavior is mapped from code where available.,30d7feb455901e7a0dec7c429357bf7404e03c245a76e2664e0c162743d3e812,7732
README.md,documented-only,,Documentation/license evidence; executable behavior is mapped from code where available.,6b203923511185b28e247d07c1cf018518818a1b403cea873e98ff6182737372,29434
SECURITY.md,documented-only,,Documentation/license evidence; executable behavior is mapped from code where available.,f2c3c763d35e4c93db91ee19016c6ec4b0b47f310666cac5659837ffa196044c,3522
alembic.ini,production configuration/data,COMFY-CONFIG-0104 | COMFY-CONFIG-0105 | COMFY-CONFIG-0106 | COMFY-CONFIG-0147 | COMFY-CONFIG-0148,"Runtime configuration, packaged data, schema, workflow, shader, or launcher input.",5f83450cdb8866345625bebb75c459516213930d43ed878cd03088bb135999da,3230
alembic_db/README.md,documented-only,,Documentation/license evidence; executable behavior is mapped from code where available.,0b01cd8e8b3eb4be3a39a9860b09c7bb65e63daa48442d2cd6234241b480177d,133
alembic_db/env.py,infrastructure-only,,"Implementation support module under alembic_db; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",6f38981bb1f1297d46e0623f5c15f695c9fa706c3c56244a6cb97265088b3000,1914
alembic_db/script.py.mako,production source,COMFY-BACKEND-SOURCE-650BE8BE1119,"Mapped to feature IDs through direct source evidence.; Mapped by a stable source-coverage contract so production data, templates, layout markers, and support files are not left unexplained.",dea06b1c17fb17b0a1283508762348b62497ac3a6041d33bb11d182b3a5a0b9d,689
alembic_db/versions/0001_assets.py,production source,COMFY-FORMAT-031 | COMFY-FORMAT-035 | COMFY-FORMAT-036,Mapped to feature IDs through direct source evidence.,08f403013fb7ec36de5522ee648c20f4c5f47f2a0a6b0cc338bb6bd4cc61a12e,8823
alembic_db/versions/0002_merge_to_asset_references.py,production source,COMFY-FORMAT-032 | COMFY-FORMAT-033 | COMFY-FORMAT-034 | COMFY-FORMAT-037,Mapped to feature IDs through direct source evidence.,4a5e759e1804846303f0dbab542580c7a7a98e42f7d9e54d4eb841ed78504e15,13024
alembic_db/versions/0003_add_metadata_job_id.py,production source,COMFY-FORMAT-038,Mapped to feature IDs through direct source evidence.,51a1d712a9c2f5ae48c7ad8ebdfd43920a8a44503c5923e713bfdb0379e27dc8,3450
alembic_db/versions/0004_drop_tag_type.py,production source,COMFY-FORMAT-039,Mapped to feature IDs through direct source evidence.,d216c454b7ab85bf6f152a7b618f03501e8265d572831fb5784d531889553bbd,1098
api_server/__init__.py,infrastructure-only,,"Implementation support module under api_server; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
api_server/routes/__init__.py,infrastructure-only,,"Implementation support module under api_server; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
api_server/routes/internal/README.md,documented-only,,Documentation/license evidence; executable behavior is mapped from code where available.,129438a9144f3a65cfafd16fccaf1ddb20d227d7f0611406ce376c1201333f73,220
api_server/routes/internal/__init__.py,infrastructure-only,,"Implementation support module under api_server; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
api_server/routes/internal/internal_routes.py,production source,COMFY-API-0106 | COMFY-API-0107 | COMFY-API-0108 | COMFY-API-0109 | COMFY-API-0110 | COMFY-SEC-019,Mapped to feature IDs through direct source evidence.,8d0b9ba02791c61ecbd8bbc8fcd2188faacca5f6077f108297e79e30d34790e1,3072
api_server/services/__init__.py,infrastructure-only,,"Implementation support module under api_server; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
api_server/services/terminal_service.py,production source,COMFY-WS-013,Mapped to feature IDs through direct source evidence.,1c0d2f19846f028368b48f97e4d8dfc5bfe55e97b9870c82e5975dfcd978c541,1709
api_server/utils/file_operations.py,production source,COMFY-FORMAT-SCHEMA-0059 | COMFY-FORMAT-SCHEMA-0060 | COMFY-SEC-019,Mapped to feature IDs through direct source evidence.,eb30b1276eb3e95c9e412a4738ba6b518838793064ae2c26b2dbbdae100404de,1367
app/__init__.py,infrastructure-only,,"Implementation support module under app; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
app/app_settings.py,production source,COMFY-API-0121 | COMFY-API-0122 | COMFY-API-0123 | COMFY-API-0124 | COMFY-CONFIG-0104 | COMFY-CONFIG-0105 | COMFY-CONFIG-0106 | COMFY-CONFIG-0147 | COMFY-CONFIG-0148 | COMFY-FORMAT-029,Mapped to feature IDs through direct source evidence.,81b82d52c16ebe37368984c49cfbefc232173f013bbe2a65c012d2b147ab8d24,2255
app/assets/api/routes.py,production source,COMFY-API-0007 | COMFY-API-0008 | COMFY-API-0009 | COMFY-API-0010 | COMFY-API-0011 | COMFY-API-0012 | COMFY-API-0013 | COMFY-API-0014 | COMFY-API-0015 | COMFY-API-0016 | COMFY-API-0017 | COMFY-API-0018 | COMFY-API-0019 | COMFY-API-0020 | COMFY-API-0021 | COMFY-API-0059 | COMFY-SEC-011 | COMFY-SEC-016,Mapped to feature IDs through direct source evidence.,798355424d200867c478067e6b58743c08aa42e4df8e1a480f31639569d0af4d,28683
app/assets/api/schemas_in.py,production source,COMFY-FORMAT-SCHEMA-0061 | COMFY-FORMAT-SCHEMA-0062 | COMFY-FORMAT-SCHEMA-0063 | COMFY-FORMAT-SCHEMA-0064 | COMFY-FORMAT-SCHEMA-0065 | COMFY-FORMAT-SCHEMA-0066 | COMFY-FORMAT-SCHEMA-0067 | COMFY-FORMAT-SCHEMA-0068,Mapped to feature IDs through direct source evidence.,21feb5c3cd99bb7d660080d85d140a05f7ecce52ca2ec730e09895c9f4051e94,11314
app/assets/api/schemas_out.py,production source,COMFY-FORMAT-SCHEMA-0069 | COMFY-FORMAT-SCHEMA-0070 | COMFY-FORMAT-SCHEMA-0071 | COMFY-FORMAT-SCHEMA-0072 | COMFY-FORMAT-SCHEMA-0073 | COMFY-FORMAT-SCHEMA-0074 | COMFY-FORMAT-SCHEMA-0075,Mapped to feature IDs through direct source evidence.,07ce0c801cc915f0ec04dea1981e2d2ca8552787d80004d84025a90447154a03,2195
app/assets/api/upload.py,infrastructure-only,,"Implementation support module under app; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",20b0e1494693b4aa8c66d56f81a0db0eff4832007586f20c0639bdb30f4190d5,6338
app/assets/database/models.py,production source,COMFY-FORMAT-031 | COMFY-FORMAT-032 | COMFY-FORMAT-033 | COMFY-FORMAT-034 | COMFY-FORMAT-035,Mapped to feature IDs through direct source evidence.,4c7bb58444f2c7caf8a738d51b61ed079ae8300f3b376c217325383078952122,8849
app/assets/database/queries/__init__.py,infrastructure-only,,"Implementation support module under app; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",a6755246b9ccf6dcbd5ca66f72950ffebe402c26ec2ce248a001f1309f4ef5c3,4116
app/assets/database/queries/asset.py,infrastructure-only,,"Implementation support module under app; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",8f676775b054537e8602ec694462ada9b30046cb553568740bfb2bda5863addb,4136
app/assets/database/queries/asset_reference.py,production source,COMFY-FORMAT-SCHEMA-0076 | COMFY-FORMAT-SCHEMA-0077,Mapped to feature IDs through direct source evidence.,ed0faf3a7245107ffaf0b6358ee0e51e87a5b5af50ea8db0d9cd5ac08c564c59,32190
app/assets/database/queries/common.py,infrastructure-only,,"Implementation support module under app; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",f1f4918baf77d0e9a1e55870373ab4a887205616b8aeffa8b8abde2db49f81e9,4299
app/assets/database/queries/tags.py,production source,COMFY-FORMAT-SCHEMA-0078 | COMFY-FORMAT-SCHEMA-0079 | COMFY-FORMAT-SCHEMA-0080,Mapped to feature IDs through direct source evidence.,d8d83a2daa5deaecf08492f93e60b8d37df5b8ebc1325846b2c0e4ad5915626a,12916
app/assets/helpers.py,infrastructure-only,,"Implementation support module under app; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",1510abb15a78e0c367f8f47f5b879177fec84d4f59311c273c324973cbd32ca7,2032
app/assets/scanner.py,production source,COMFY-FORMAT-SCHEMA-0081 | COMFY-FORMAT-SCHEMA-0082,Mapped to feature IDs through direct source evidence.,ffae189c546b8f65bbf9648939fe9774d65f50beea2952d7036d9b6f533c0926,20545
app/assets/seeder.py,production source,COMFY-EXEC-051 | COMFY-FORMAT-SCHEMA-0083 | COMFY-FORMAT-SCHEMA-0084 | COMFY-WS-014 | COMFY-WS-015 | COMFY-WS-016 | COMFY-WS-017 | COMFY-WS-018 | COMFY-WS-019 | COMFY-WS-020 | COMFY-WS-021 | COMFY-WS-022,Mapped to feature IDs through direct source evidence.,f9202dc9bf433c7534d8710785ec0cb549707c80d19b415bccbcd5c08111366d,29373
app/assets/services/__init__.py,infrastructure-only,,"Implementation support module under app; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",e1b4be1122c814fd1cb1c91e4576f8a5502b5111917d2b40815f7d00571ea581,2104
app/assets/services/asset_management.py,infrastructure-only,,"Implementation support module under app; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",e63dea6c88b56941112ad28d0a9db735868826f9892506744285be2fbe0d8253,15806
app/assets/services/bulk_ingest.py,production source,COMFY-FORMAT-SCHEMA-0085 | COMFY-FORMAT-SCHEMA-0086 | COMFY-FORMAT-SCHEMA-0087 | COMFY-FORMAT-SCHEMA-0088 | COMFY-FORMAT-SCHEMA-0089 | COMFY-FORMAT-SCHEMA-0090,Mapped to feature IDs through direct source evidence.,77601fd787dcb3267b92ad75fd59b16a25ee15845e3e4bc2c91f161718854ada,8461
app/assets/services/cursor.py,production source,COMFY-FORMAT-SCHEMA-0091,Mapped to feature IDs through direct source evidence.,1300feb76e9a5d3b70e8c2e10d05d7fd89a549f32095b93058542b2af6765930,8678
app/assets/services/file_utils.py,infrastructure-only,,"Implementation support module under app; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",133bb463c1ca610735bf98918fb124706a0eb5938299986d806ab16243067f76,2267
app/assets/services/hashing.py,production source,COMFY-FORMAT-SCHEMA-0092,Mapped to feature IDs through direct source evidence.,7fdebbd4f8628444a27152de7435f95b632308f255c7f50bbac33e139d900671,3076
app/assets/services/image_dimensions.py,infrastructure-only,,"Implementation support module under app; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",0b2594753349b7ade9b77cfc6a71c4f8d5e6f9a57b2cbb4e3e77a7f88a719413,2035
app/assets/services/ingest.py,infrastructure-only,,"Implementation support module under app; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",f20d26df823e6dc408ec6b73fb7df546304369077a19b03deb8f3eae4b1c8175,20884
app/assets/services/metadata_extract.py,production source,COMFY-FORMAT-SCHEMA-0093,Mapped to feature IDs through direct source evidence.,9c3d46a99c31bc70482a9f81cbed351b09f76b44c58b18e93b000c11f6593fb9,10952
app/assets/services/path_utils.py,infrastructure-only,,"Implementation support module under app; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",bf8c4156c8e8401af0bad953128696f1386e5c9173c7a667d76f0e9fab3f20bf,6446
app/assets/services/schemas.py,production source,COMFY-FORMAT-SCHEMA-0094 | COMFY-FORMAT-SCHEMA-0095 | COMFY-FORMAT-SCHEMA-0096 | COMFY-FORMAT-SCHEMA-0097 | COMFY-FORMAT-SCHEMA-0098 | COMFY-FORMAT-SCHEMA-0099 | COMFY-FORMAT-SCHEMA-0100 | COMFY-FORMAT-SCHEMA-0101 | COMFY-FORMAT-SCHEMA-0102 | COMFY-FORMAT-SCHEMA-0103,Mapped to feature IDs through direct source evidence.,bd8f6008e09cea9b8a44770e511e31cb69dc1648883ca225c2e7ae1769f32654,2366
app/assets/services/tagging.py,infrastructure-only,,"Implementation support module under app; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",5d5b5bbfe8cd8f0c9d51200080de3e213f4b273fe4aca3c81540eb2de337b2d1,2578
app/custom_node_manager.py,production source,COMFY-API-0079 | COMFY-API-0105 | COMFY-API-0139 | COMFY-EXT-012 | COMFY-EXT-013,Mapped to feature IDs through direct source evidence.,330582e8d5ea4f9cdb2e51b6925c9ded91dbe0b93d14cbf5609e1764d023087e,5294
app/database/db.py,production source,COMFY-EXEC-060,Mapped to feature IDs through direct source evidence.,a6566359b0a8e83d9576355a86bd849b90670d0a8650d3a38e874aad4c2302d8,5845
app/database/models.py,infrastructure-only,,"Implementation support module under app; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",304e2b81e3ceb568a46930f1018582c758447f1a767060a32e0da5d0def01604,932
app/frontend_management.py,production source,COMFY-FORMAT-SCHEMA-0104 | COMFY-FORMAT-SCHEMA-0105 | COMFY-FORMAT-SCHEMA-0106,Mapped to feature IDs through direct source evidence.,49d4a64037b7867110f1fc74e3bec36856294881eee5d67bfdae00ab5550ed47,14803
app/logger.py,infrastructure-only,,"Implementation support module under app; no independently exposed capability row directly names this file, but higher-level mapped callers consume it.",54a4a96beecf4214e8acc76d917c64cfecfff65e086886ff5a7570e8f396aa28,3904
app/model_manager.py,production source,COMFY-API-0092 | COMFY-API-0093 | COMFY-API-0094,Mapped to feature IDs through direct source evidence.,b46b1c3551c186d35484a0fa5bc6104fe17aec74fc7f963cafbc0839aa9c765a,7851
app/node_replace_manager.py,production source,COMFY-API-0114 | COMFY-EXEC-004 | COMFY-EXT-022 | COMFY-FORMAT-SCHEMA-0107,Mapped to feature IDs through direct source evidence.,df7725774be20937168cf7fcbc5c0290d12cd386546b2b8671d9ec7a848c3463,5653
app/subgraph_manager.py,production source,COMFY-API-0099 | COMFY-API-0100 | COMFY-EXT-014 | COMFY-FORMAT-SCHEMA-0108 | COMFY-FORMAT-SCHEMA-0109,Mapped to feature IDs through direct source evidence.,2f35e747b0112d397d66c52b466e2d649d62175a5414ea8a6810783db040ecf0,5245
app/user_manager.py,production source,COMFY-API-0129 | COMFY-API-0130 | COMFY-API-0131 | COMFY-API-0132 | COMFY-API-0133 | COMFY-API-0134 | COMFY-API-0135 | COMFY-API-0136 | COMFY-CONFIG-0104 | COMFY-CONFIG-0105 | COMFY-CONFIG-0106 | COMFY-CONFIG-0147 | COMFY-CONFIG-0148 | COMFY-FORMAT-030 | COMFY-FORMAT-SCHEMA-0110 | COMFY-SEC-006 | COMFY-SEC-007 | COMFY-SEC-008,Mapped to feature IDs through direct source evidence.,526b1657782d6197e752492271da79728d8041103f09d9b9ec9d169d56735001,18991
blueprints/.glsl/Brightness_and_Contrast_1.frag,production data/template,COMFY-BACKEND-SOURCE-6A26D0952BF3,"Bundled workflow or shader template consumed through blueprint/subgraph/frontend surfaces.; Mapped by a stable source-coverage contract so production data, templates, layout markers, and support files are not left unexplained.",48dc73a076f695ac0e76d148ecfeb675ab670cf797131ba159149d1238694167,981
blueprints/.glsl/Chromatic_Aberration_16.frag,production data/template,COMFY-BACKEND-SOURCE-4B586F03B473,"Bundled workflow or shader template consumed through blueprint/subgraph/frontend surfaces.; Mapped by a stable source-coverage contract so production data, templates, layout markers, and support files are not left unexplained.",03e06218cdb2afab5128139d714b9b911921e64407d9a34c98a448fe71c84a30,2160
blueprints/.glsl/Color_Adjustment_15.frag,production data/template,COMFY-BACKEND-SOURCE-D2D394E4C6BC,"Bundled workflow or shader template consumed through blueprint/subgraph/frontend surfaces.; Mapped by a stable source-coverage contract so production data, templates, layout markers, and support files are not left unexplained.",af9a9e231fb9ebed20df595bfcdd2daaf6784eb0dfc1a1cdf3eda88d5a4c20cf,2738
blueprints/.glsl/Color_Balance_15.frag,production data/template,COMFY-BACKEND-SOURCE-3FE16EF4FAA1,"Bundled workflow or shader template consumed through blueprint/subgraph/frontend surfaces.; Mapped by a stable source-coverage contract so production data, templates, layout markers, and support files are not left unexplained.",7ac2e909d3d8ed12f05c99bf7c780c9217ffdc1f55d940f74b038697a1092edc,2589
blueprints/.glsl/Color_Curves_8.frag,production data/template,COMFY-BACKEND-SOURCE-32FF0A1B117B,"Bundled workflow or shader template consumed through blueprint/subgraph/frontend surfaces.; Mapped by a stable source-coverage contract so production data, templates, layout markers, and support files are not left unexplained.",8a93408dfa007bd8eb3830237fcd0931bb8da9415cba5f4d63d066b003b1c321,1643
