feature_id,product,domain,module,primary_symbol,exported_symbols,classification,disposition,availability,source_availability,evidence_level,confidence,source_evidence,test_evidence,broad_anchor,candidate_predicate,actor,trigger,preconditions,inputs_defaults_flags,observable_success,state_concurrency,error_cancel_retry_recovery,persistence_serialization,interfaces_side_effects,platform_cloud_variants,independent_validation,infrastructure_disposition,source_sha256
COMFY-FRONTMOD-C17DAC2511B5,ComfyUI-Frontend,assets-specialized-media,src/composables/maskeditor/gpu/brushShaders.ts,brushVertex,"brushVertex, brushFragment, blitShader, compositeShader, readbackShader",infrastructure-only,infrastructure-only,infrastructure-only,active,code-inferred,medium,src/composables/maskeditor/gpu/brushShaders.ts:41; sha256=e681b06aec6e76a9b160d393e9aad1331c6ff2abae594afb4a9591502cb40cbf,No same-module .test.ts or .spec.ts file was located; behavior is statically inferred.,COMFY-ASSET-002,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,A consuming module imports brushVertex from src/composables/maskeditor/gpu/brushShaders.ts and invokes/reads it under the source signature.,"broad anchor=COMFY-ASSET-002; dependencies=typegpu, typegpu/data, ./gpuSchema; availability=active",export declarations=export const brushVertex = tgpu.resolve({; export const brushFragment = tgpu.resolve({; export const blitShader = tgpu.resolve({; export const compositeShader = tgpu.resolve({; export const readbackShader = tgpu.resolve({; flags/guards=no statically named feature guard,"A consuming COMFY-ASSET-002 capability imports brushVertex, brushFragment, blitShader, compositeShader, readbackShader and receives the exact source-defined types, pure values, mapping result, shader/schema object, or test fake without this module owning a separate user state transition. exports=brushVertex, brushFragment, blitShader, compositeShader, readbackShader; actions=no separately named action helper; store_ids=none; effects=GPU/WebGPU resource.","brushVertex is synchronous at this module boundary; repeated calls are independently testable and the module declares no watcher, timer, subscription, or asynchronous owner.","brushVertex declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",brushVertex declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=typegpu, typegpu/data, ./gpuSchema; effects=GPU/WebGPU resource; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/composables/maskeditor/gpu/brushShaders.ts; exercise brushVertex and each exported member with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=brushVertex, brushFragment, blitShader, compositeShader, readbackShader; actions=no separately named action helper; store_ids=none; effects=GPU/WebGPU resource.","TypeGPU-resolved vertex, fragment, and blit shader definitions consumed by the GPU brush renderer; it owns no editor lifecycle.",e681b06aec6e76a9b160d393e9aad1331c6ff2abae594afb4a9591502cb40cbf
COMFY-FRONTMOD-A764256C5C36,ComfyUI-Frontend,assets-specialized-media,src/composables/maskeditor/gpu/gpuSchema.ts,BrushUniforms,"BrushUniforms, StrokePoint",infrastructure-only,infrastructure-only,infrastructure-only,active,code-inferred,medium,src/composables/maskeditor/gpu/gpuSchema.ts:4; sha256=c87207bda3ee6830d850006c303a38122973ecf3040977e277117cc8088e79d9,No same-module .test.ts or .spec.ts file was located; behavior is statically inferred.,COMFY-ASSET-002,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,A consuming module imports BrushUniforms from src/composables/maskeditor/gpu/gpuSchema.ts and invokes/reads it under the source signature.,broad anchor=COMFY-ASSET-002; dependencies=typegpu/data; availability=active,export declarations=export const BrushUniforms = d.struct({; export const StrokePoint = d.struct({; flags/guards=no statically named feature guard,"A consuming COMFY-ASSET-002 capability imports BrushUniforms, StrokePoint and receives the exact source-defined types, pure values, mapping result, shader/schema object, or test fake without this module owning a separate user state transition. exports=BrushUniforms, StrokePoint; actions=no separately named action helper; store_ids=none; effects=returned values or reactive state only.","BrushUniforms is synchronous at this module boundary; repeated calls are independently testable and the module declares no watcher, timer, subscription, or asynchronous owner.","BrushUniforms declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",BrushUniforms declares no direct durable storage primitive; returned values/state are owned by its consumer.,imports=typegpu/data; effects=no direct I/O token identified; route_literals=none,"Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/composables/maskeditor/gpu/gpuSchema.ts; exercise BrushUniforms and each exported member with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=BrushUniforms, StrokePoint; actions=no separately named action helper; store_ids=none; effects=returned values or reactive state only.",TypeGPU struct declarations for brush uniforms and stroke-point instance data; behavior is exercised by the GPU renderer.,c87207bda3ee6830d850006c303a38122973ecf3040977e277117cc8088e79d9
COMFY-FRONTMOD-90A12C575CD6,ComfyUI-Frontend,assets-specialized-media,src/composables/maskeditor/gpuUtils.ts,clampDirtyRect,"clampDirtyRect, buildStrokePoints",infrastructure-only,infrastructure-only,infrastructure-only,active,test-backed,high,src/composables/maskeditor/gpuUtils.ts:11; sha256=05031442f970e417c701536d3c975146e8072f0a564bb445840833ec22cf58be,src/composables/maskeditor/gpuUtils.test.ts,COMFY-ASSET-002,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,A consuming module imports clampDirtyRect from src/composables/maskeditor/gpuUtils.ts and invokes/reads it under the source signature.,"broad anchor=COMFY-ASSET-002; dependencies=@/extensions/core/maskeditor/types, ./brushDrawingUtils; availability=active",export declarations=export function clampDirtyRect(; export function buildStrokePoints(; flags/guards=no statically named feature guard,"A consuming COMFY-ASSET-002 capability imports clampDirtyRect, buildStrokePoints and receives the exact source-defined types, pure values, mapping result, shader/schema object, or test fake without this module owning a separate user state transition. exports=clampDirtyRect, buildStrokePoints; actions=no separately named action helper; store_ids=none; effects=GPU/WebGPU resource.","clampDirtyRect is synchronous at this module boundary; repeated calls are independently testable and the module declares no watcher, timer, subscription, or asynchronous owner.","clampDirtyRect declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",clampDirtyRect declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=@/extensions/core/maskeditor/types, ./brushDrawingUtils; effects=GPU/WebGPU resource; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/composables/maskeditor/gpuUtils.ts; exercise clampDirtyRect and each exported member with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=clampDirtyRect, buildStrokePoints; actions=no separately named action helper; store_ids=none; effects=GPU/WebGPU resource.",Pure dirty-rectangle clamping and stroke-point resampling primitives consumed by GPU mask drawing.,05031442f970e417c701536d3c975146e8072f0a564bb445840833ec22cf58be
COMFY-FRONTMOD-2FCE71D930FD,ComfyUI-Frontend,assets-specialized-media,src/composables/maskeditor/panZoomUtils.ts,calculateFitView,"calculateFitView, clampZoom, getWheelZoomFactor, calculateZoomAroundPoint, calculateDragPan, calculateSingleTouchPan, getDistanceBetweenPoints, getMidpoint, getCursorPoint, isDoubleTap, easeOutCubic, interpolateView, calculatePanZoomStyles",infrastructure-only,infrastructure-only,infrastructure-only,active,test-backed,high,src/composables/maskeditor/panZoomUtils.ts:22; sha256=1e4923b08c17a0b505138ad3d7e1151eb7155b4591648de95e8c08145bb7efe1,src/composables/maskeditor/panZoomUtils.test.ts,COMFY-ASSET-002,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,A consuming module imports calculateFitView from src/composables/maskeditor/panZoomUtils.ts and invokes/reads it under the source signature.,broad anchor=COMFY-ASSET-002; dependencies=@/extensions/core/maskeditor/types; availability=active,"export declarations=export function calculateFitView(params: FitViewParams): FitViewResult {; export function clampZoom(zoom: number): number {; export function getWheelZoomFactor(deltaY: number): number {; export function calculateZoomAroundPoint(; export function calculateDragPan(; export function calculateSingleTouchPan(; export function getDistanceBetweenPoints(a: Point, b: Point): number {; export function getMidpoint(a: Point, b: Point): Point {; flags/guards=isDoubleTap","A consuming COMFY-ASSET-002 capability imports calculateFitView, clampZoom, getWheelZoomFactor, calculateZoomAroundPoint, calculateDragPan, calculateSingleTouchPan, getDistanceBetweenPoints, getMidpoint, getCursorPoint, isDoubleTap, easeOutCubic, interpolateView, calculatePanZoomStyles and receives the exact source-defined types, pure values, mapping result, shader/schema object, or test fake without this module owning a separate user state transition. exports=calculateFitView, clampZoom, getWheelZoomFactor, calculateZoomAroundPoint, calculateDragPan, calculateSingleTouchPan, getDistanceBetweenPoints, getMidpoint, getCursorPoint, isDoubleTap, easeOutCubic, interpolateView, calculatePanZoomStyles; actions=calculateFitView, calculateZoomAroundPoint, calculateDragPan, calculateSingleTouchPan, calculatePanZoomStyles; store_ids=none; effects=returned values or reactive state only.","calculateFitView is synchronous at this module boundary; repeated calls are independently testable and the module declares no watcher, timer, subscription, or asynchronous owner.","calculateFitView declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",calculateFitView declares no direct durable storage primitive; returned values/state are owned by its consumer.,imports=@/extensions/core/maskeditor/types; effects=no direct I/O token identified; route_literals=none,"Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/composables/maskeditor/panZoomUtils.ts; exercise calculateFitView and calculateFitView, calculateZoomAroundPoint, calculateDragPan, calculateSingleTouchPan, calculatePanZoomStyles with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=calculateFitView, clampZoom, getWheelZoomFactor, calculateZoomAroundPoint, calculateDragPan, calculateSingleTouchPan, getDistanceBetweenPoints, getMidpoint, getCursorPoint, isDoubleTap, easeOutCubic, interpolateView, calculatePanZoomStyles; actions=calculateFitView, calculateZoomAroundPoint, calculateDragPan, calculateSingleTouchPan, calculatePanZoomStyles; store_ids=none; effects=returned values or reactive state only.","Pure fit-view, clamped zoom, focal zoom, drag-pan, touch-pan, and pinch calculations consumed by mask-editor gestures.",1e4923b08c17a0b505138ad3d7e1151eb7155b4591648de95e8c08145bb7efe1
COMFY-FRONTMOD-F81608F06BAC,ComfyUI-Frontend,assets-specialized-media,src/composables/maskeditor/splineUtils.ts,catmullRomSpline,"catmullRomSpline, resampleSegment",infrastructure-only,infrastructure-only,infrastructure-only,active,code-inferred,medium,src/composables/maskeditor/splineUtils.ts:12; sha256=86b3c565e2489fbacfa6b5266a4d3100b4396b94abf837df50074a2eab47cf7e,No same-module .test.ts or .spec.ts file was located; behavior is statically inferred.,COMFY-ASSET-002,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,A consuming module imports catmullRomSpline from src/composables/maskeditor/splineUtils.ts and invokes/reads it under the source signature.,broad anchor=COMFY-ASSET-002; dependencies=@/extensions/core/maskeditor/types; availability=active,export declarations=export function catmullRomSpline(; export function resampleSegment(; flags/guards=no statically named feature guard,"A consuming COMFY-ASSET-002 capability imports catmullRomSpline, resampleSegment and receives the exact source-defined types, pure values, mapping result, shader/schema object, or test fake without this module owning a separate user state transition. exports=catmullRomSpline, resampleSegment; actions=add; store_ids=none; effects=returned values or reactive state only.","catmullRomSpline is synchronous at this module boundary; repeated calls are independently testable and the module declares no watcher, timer, subscription, or asynchronous owner.","catmullRomSpline declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",catmullRomSpline declares no direct durable storage primitive; returned values/state are owned by its consumer.,imports=@/extensions/core/maskeditor/types; effects=no direct I/O token identified; route_literals=none,"Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/composables/maskeditor/splineUtils.ts; exercise catmullRomSpline and add with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=catmullRomSpline, resampleSegment; actions=add; store_ids=none; effects=returned values or reactive state only.",Pure Catmull-Rom interpolation and fixed-spacing curve resampling primitives consumed by brush-stroke processing.,86b3c565e2489fbacfa6b5266a4d3100b4396b94abf837df50074a2eab47cf7e
COMFY-FRONTMOD-B001FEB9E491,ComfyUI-Frontend,assets-specialized-media,src/composables/maskeditor/useBrushAdjustment.ts,useBrushAdjustment,useBrushAdjustment,frontend functional module,functional-capability,active,active,test-backed,high,src/composables/maskeditor/useBrushAdjustment.ts:7; sha256=049a500d872ceb5bae470c6b308f30301fa0c2250b7bb1cac736e4d32c79b788,src/composables/maskeditor/useBrushAdjustment.test.ts,COMFY-ASSET-002,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,"The actor invokes useBrushAdjustment, dispatches one of its named transitions, or consumes its reactive state from src/composables/maskeditor/useBrushAdjustment.ts.","broad anchor=COMFY-ASSET-002; dependencies=vue, @/extensions/core/maskeditor/types, @/stores/maskEditorStore, ./useCoordinateTransform; availability=active",export declarations=export function useBrushAdjustment(initialSettings?: {; flags/guards=no statically named feature guard,"useBrushAdjustment shall provide brush adjustment behavior; its independently testable contract exposes useBrushAdjustment; named transitions startBrushAdjustment, handleBrushAdjustment. exports=useBrushAdjustment; actions=startBrushAdjustment, handleBrushAdjustment; store_ids=none; effects=returned values or reactive state only.","state primitives=ref(; async/lifetime primitives=async, Promise; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","useBrushAdjustment declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",useBrushAdjustment declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=vue, @/extensions/core/maskeditor/types, @/stores/maskEditorStore, ./useCoordinateTransform; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/composables/maskeditor/useBrushAdjustment.ts; exercise useBrushAdjustment and startBrushAdjustment, handleBrushAdjustment with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useBrushAdjustment; actions=startBrushAdjustment, handleBrushAdjustment; store_ids=none; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",049a500d872ceb5bae470c6b308f30301fa0c2250b7bb1cac736e4d32c79b788
COMFY-FRONTMOD-FB4F284723D8,ComfyUI-Frontend,assets-specialized-media,src/composables/maskeditor/useBrushDrawing.ts,useBrushDrawing,useBrushDrawing,frontend functional module,functional-capability,active,active,test-backed,high,src/composables/maskeditor/useBrushDrawing.ts:21; sha256=15b6a2d2eda1f50bcac6ecef6838a7de9daede3c75e04f49ad83454cb8b22876,src/composables/maskeditor/useBrushDrawing.test.ts,COMFY-ASSET-002,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,"The actor invokes useBrushDrawing, dispatches one of its named transitions, or consumes its reactive state from src/composables/maskeditor/useBrushDrawing.ts.","broad anchor=COMFY-ASSET-002; dependencies=vue, @/extensions/core/maskeditor/types, @/stores/maskEditorStore, ./brushDrawingUtils, ./brushUtils, ./splineUtils, ./StrokeProcessor, ./useBrushAdjustment; availability=active","export declarations=export function useBrushDrawing(initialSettings?: {; flags/guards=isDrawing, isDrawingLine, isErasing, isRgbLayer, hasRenderer, isRgb, isSavingHistory","useBrushDrawing shall provide brush drawing behavior; its independently testable contract exposes useBrushDrawing; named transitions startDrawing, handleDrawing. exports=useBrushDrawing; actions=startDrawing, handleDrawing; store_ids=none; effects=GPU/WebGPU resource.","state primitives=ref(; async/lifetime primitives=async, Promise, await, requestAnimationFrame; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","Source branches or propagation primitives: try {, catch (, finally, throw. Tests shall cover rejected dependencies, invalid/empty values, cancellation where declared, retry where declared, cleanup, and preservation of the last committed state.",useBrushDrawing declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=vue, @/extensions/core/maskeditor/types, @/stores/maskEditorStore, ./brushDrawingUtils, ./brushUtils, ./splineUtils, ./StrokeProcessor, ./useBrushAdjustment; effects=GPU/WebGPU resource; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/composables/maskeditor/useBrushDrawing.ts; exercise useBrushDrawing and startDrawing, handleDrawing with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useBrushDrawing; actions=startDrawing, handleDrawing; store_ids=none; effects=GPU/WebGPU resource.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",15b6a2d2eda1f50bcac6ecef6838a7de9daede3c75e04f49ad83454cb8b22876
COMFY-FRONTMOD-B31DC50A6E7C,ComfyUI-Frontend,assets-specialized-media,src/composables/maskeditor/useCanvasHistory.ts,useCanvasHistory,useCanvasHistory,frontend functional module,functional-capability,active,active,test-backed,high,src/composables/maskeditor/useCanvasHistory.ts:11; sha256=8020d1adccf7de6246494d43421a46df58f785d7810dddf6add20cdd4f61beea,src/composables/maskeditor/useCanvasHistory.test.ts,COMFY-ASSET-002,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,"The actor invokes useCanvasHistory, dispatches one of its named transitions, or consumes its reactive state from src/composables/maskeditor/useCanvasHistory.ts.","broad anchor=COMFY-ASSET-002; dependencies=vue, @/stores/maskEditorStore; availability=active",export declarations=export function useCanvasHistory(maxStates = 20) {; flags/guards=no statically named feature guard,"useCanvasHistory shall provide canvas history behavior; its independently testable contract exposes useCanvasHistory; named transitions saveInitialState, saveState, restoreState, clearStates. exports=useCanvasHistory; actions=saveInitialState, saveState, restoreState, clearStates; store_ids=none; effects=returned values or reactive state only.","state primitives=ref(, computed(; async/lifetime primitives=requestAnimationFrame; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","useCanvasHistory declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",useCanvasHistory declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=vue, @/stores/maskEditorStore; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/composables/maskeditor/useCanvasHistory.ts; exercise useCanvasHistory and saveInitialState, saveState, restoreState, clearStates with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useCanvasHistory; actions=saveInitialState, saveState, restoreState, clearStates; store_ids=none; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",8020d1adccf7de6246494d43421a46df58f785d7810dddf6add20cdd4f61beea
COMFY-FRONTMOD-800E5FBCEF33,ComfyUI-Frontend,assets-specialized-media,src/composables/maskeditor/useCanvasManager.ts,useCanvasManager,useCanvasManager,frontend functional module,functional-capability,active,active,test-backed,high,src/composables/maskeditor/useCanvasManager.ts:5; sha256=c73bf21233964c257661532a67ea1287fba78e4ba943f4296ae363189c580a6b,src/composables/maskeditor/useCanvasManager.test.ts,COMFY-ASSET-002,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,"The actor invokes useCanvasManager, dispatches one of its named transitions, or consumes its reactive state from src/composables/maskeditor/useCanvasManager.ts.","broad anchor=COMFY-ASSET-002; dependencies=@/stores/maskEditorStore, @/extensions/core/maskeditor/types; availability=active",export declarations=export function useCanvasManager() {; flags/guards=no statically named feature guard,useCanvasManager shall provide canvas behavior; its independently testable contract exposes useCanvasManager. exports=useCanvasManager; actions=no separately named action helper; store_ids=none; effects=Canvas2D rendering.,"state primitives=plain TypeScript values; async/lifetime primitives=async, Promise, await; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","Source branches or propagation primitives: throw. Tests shall cover rejected dependencies, invalid/empty values, cancellation where declared, retry where declared, cleanup, and preservation of the last committed state.",useCanvasManager declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=@/stores/maskEditorStore, @/extensions/core/maskeditor/types; effects=Canvas2D rendering; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/composables/maskeditor/useCanvasManager.ts; exercise useCanvasManager and each exported member with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useCanvasManager; actions=no separately named action helper; store_ids=none; effects=Canvas2D rendering.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",c73bf21233964c257661532a67ea1287fba78e4ba943f4296ae363189c580a6b
COMFY-FRONTMOD-DF8A071E7182,ComfyUI-Frontend,assets-specialized-media,src/composables/maskeditor/useCanvasTools.ts,useCanvasTools,useCanvasTools,frontend functional module,functional-capability,active,active,test-backed,high,src/composables/maskeditor/useCanvasTools.ts:166; sha256=1d67ea6fb7e638a79d523a7b4429bf84122969aa188d0b99085bce4ee7ab4de6,src/composables/maskeditor/useCanvasTools.test.ts,COMFY-ASSET-002,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,"The actor invokes useCanvasTools, dispatches one of its named transitions, or consumes its reactive state from src/composables/maskeditor/useCanvasTools.ts.","broad anchor=COMFY-ASSET-002; dependencies=vue, @/stores/maskEditorStore, @/extensions/core/maskeditor/types, @/utils/colorUtil; availability=active","export declarations=export function useCanvasTools() {; flags/guards=isPixelInRangeSimple, isPixelInRangeHSL, isPixelInRangeLab, isPixelInRange, isFillMode",useCanvasTools shall provide canvas tools behavior; its independently testable contract exposes useCanvasTools; named transitions clearLastColorSelectPoint. exports=useCanvasTools; actions=clearLastColorSelectPoint; store_ids=none; effects=returned values or reactive state only.,"state primitives=watch(; async/lifetime primitives=async, Promise, await, setTimeout; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","useCanvasTools declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",useCanvasTools declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=vue, @/stores/maskEditorStore, @/extensions/core/maskeditor/types, @/utils/colorUtil; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/composables/maskeditor/useCanvasTools.ts; exercise useCanvasTools and clearLastColorSelectPoint with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useCanvasTools; actions=clearLastColorSelectPoint; store_ids=none; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",1d67ea6fb7e638a79d523a7b4429bf84122969aa188d0b99085bce4ee7ab4de6
COMFY-FRONTMOD-5B649E279F39,ComfyUI-Frontend,assets-specialized-media,src/composables/maskeditor/useCanvasTransform.ts,useCanvasTransform,useCanvasTransform,frontend functional module,functional-capability,active,active,test-backed,high,src/composables/maskeditor/useCanvasTransform.ts:6; sha256=012ec958e0fe6331ee2a5406d76611b92057e699c917f8bdfbbfa973a7003399,src/composables/maskeditor/useCanvasTransform.test.ts,COMFY-ASSET-002,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,"The actor invokes useCanvasTransform, dispatches one of its named transitions, or consumes its reactive state from src/composables/maskeditor/useCanvasTransform.ts.",broad anchor=COMFY-ASSET-002; dependencies=@/stores/maskEditorStore; availability=active,export declarations=export function useCanvasTransform() {; flags/guards=no statically named feature guard,"useCanvasTransform shall provide canvas transform behavior; its independently testable contract exposes useCanvasTransform. exports=useCanvasTransform; actions=no separately named action helper; store_ids=none; effects=Canvas2D rendering, GPU/WebGPU resource.","state primitives=plain TypeScript values; async/lifetime primitives=async, Promise, await; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","useCanvasTransform declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",useCanvasTransform declares no direct durable storage primitive; returned values/state are owned by its consumer.,"imports=@/stores/maskEditorStore; effects=Canvas2D rendering, GPU/WebGPU resource; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/composables/maskeditor/useCanvasTransform.ts; exercise useCanvasTransform and each exported member with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useCanvasTransform; actions=no separately named action helper; store_ids=none; effects=Canvas2D rendering, GPU/WebGPU resource.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",012ec958e0fe6331ee2a5406d76611b92057e699c917f8bdfbbfa973a7003399
