source_record_id,path,disposition,reason,mapped_record_ids,mapped_feature_ids,source_evidence_level
COMFY-EMBEDSRC-2050D6CC015C,comfyui_embedded_docs/docs/APG/fr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B386E498BBD7,COMFY-NODE-0007,documented-only
COMFY-EMBEDSRC-5011C62421F9,comfyui_embedded_docs/docs/APG/ja.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B386E498BBD7,COMFY-NODE-0007,documented-only
COMFY-EMBEDSRC-745C990BB5E4,comfyui_embedded_docs/docs/APG/ko.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B386E498BBD7,COMFY-NODE-0007,documented-only
COMFY-EMBEDSRC-7512F053AA7F,comfyui_embedded_docs/docs/APG/pt-BR.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B386E498BBD7,COMFY-NODE-0007,documented-only
COMFY-EMBEDSRC-63BA233FBD2E,comfyui_embedded_docs/docs/APG/ru.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B386E498BBD7,COMFY-NODE-0007,documented-only
COMFY-EMBEDSRC-6809014167D1,comfyui_embedded_docs/docs/APG/tr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B386E498BBD7,COMFY-NODE-0007,documented-only
COMFY-EMBEDSRC-DFDDF1F011DE,comfyui_embedded_docs/docs/APG/zh-TW.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B386E498BBD7,COMFY-NODE-0007,documented-only
COMFY-EMBEDSRC-A50FAAE2FC84,comfyui_embedded_docs/docs/APG/zh.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B386E498BBD7,COMFY-NODE-0007,documented-only
COMFY-EMBEDSRC-4D513E063ED0,comfyui_embedded_docs/docs/ARVideoI2V/ar.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-3634B0A45684,COMFY-NODE-0008,documented-only
COMFY-EMBEDSRC-2A9B0F411294,comfyui_embedded_docs/docs/ARVideoI2V/en.md,English node documentation,English AI-generated node claim source requiring executable corroboration.,COMFY-EMBEDDOC-3634B0A45684,COMFY-NODE-0008,documented-only
COMFY-EMBEDSRC-81C97BA2674E,comfyui_embedded_docs/docs/ARVideoI2V/es.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-3634B0A45684,COMFY-NODE-0008,documented-only
COMFY-EMBEDSRC-A03EF56A4989,comfyui_embedded_docs/docs/ARVideoI2V/fa.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-3634B0A45684,COMFY-NODE-0008,documented-only
COMFY-EMBEDSRC-2BAC2F415468,comfyui_embedded_docs/docs/ARVideoI2V/fr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-3634B0A45684,COMFY-NODE-0008,documented-only
COMFY-EMBEDSRC-09775A196D77,comfyui_embedded_docs/docs/ARVideoI2V/ja.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-3634B0A45684,COMFY-NODE-0008,documented-only
COMFY-EMBEDSRC-A112F0F795C5,comfyui_embedded_docs/docs/ARVideoI2V/ko.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-3634B0A45684,COMFY-NODE-0008,documented-only
COMFY-EMBEDSRC-911446D17711,comfyui_embedded_docs/docs/ARVideoI2V/pt-BR.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-3634B0A45684,COMFY-NODE-0008,documented-only
COMFY-EMBEDSRC-F78282D9B4D3,comfyui_embedded_docs/docs/ARVideoI2V/ru.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-3634B0A45684,COMFY-NODE-0008,documented-only
COMFY-EMBEDSRC-893423F427CB,comfyui_embedded_docs/docs/ARVideoI2V/tr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-3634B0A45684,COMFY-NODE-0008,documented-only
COMFY-EMBEDSRC-24C7D316E170,comfyui_embedded_docs/docs/ARVideoI2V/zh-TW.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-3634B0A45684,COMFY-NODE-0008,documented-only
COMFY-EMBEDSRC-B74B727C3FAF,comfyui_embedded_docs/docs/ARVideoI2V/zh.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-3634B0A45684,COMFY-NODE-0008,documented-only
COMFY-EMBEDSRC-953738397908,comfyui_embedded_docs/docs/AddNoise/ar.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B1A6246D7202,COMFY-NODE-0001,documented-only
COMFY-EMBEDSRC-7DD7AA5FD4DE,comfyui_embedded_docs/docs/AddNoise/en.md,English node documentation,English AI-generated node claim source requiring executable corroboration.,COMFY-EMBEDDOC-B1A6246D7202,COMFY-NODE-0001,documented-only
COMFY-EMBEDSRC-453FECBB0AA6,comfyui_embedded_docs/docs/AddNoise/es.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B1A6246D7202,COMFY-NODE-0001,documented-only
COMFY-EMBEDSRC-95E0DBA5B8D0,comfyui_embedded_docs/docs/AddNoise/fa.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B1A6246D7202,COMFY-NODE-0001,documented-only
COMFY-EMBEDSRC-26870447BD80,comfyui_embedded_docs/docs/AddNoise/fr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B1A6246D7202,COMFY-NODE-0001,documented-only
COMFY-EMBEDSRC-BF3D76D20582,comfyui_embedded_docs/docs/AddNoise/ja.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B1A6246D7202,COMFY-NODE-0001,documented-only
COMFY-EMBEDSRC-87DB696D6052,comfyui_embedded_docs/docs/AddNoise/ko.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B1A6246D7202,COMFY-NODE-0001,documented-only
COMFY-EMBEDSRC-D2BA80DCA53A,comfyui_embedded_docs/docs/AddNoise/pt-BR.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B1A6246D7202,COMFY-NODE-0001,documented-only
COMFY-EMBEDSRC-F0D996A82672,comfyui_embedded_docs/docs/AddNoise/ru.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B1A6246D7202,COMFY-NODE-0001,documented-only
COMFY-EMBEDSRC-F2615CDCBC81,comfyui_embedded_docs/docs/AddNoise/tr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B1A6246D7202,COMFY-NODE-0001,documented-only
COMFY-EMBEDSRC-A1DC971739AE,comfyui_embedded_docs/docs/AddNoise/zh-TW.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B1A6246D7202,COMFY-NODE-0001,documented-only
COMFY-EMBEDSRC-0665396CDE8B,comfyui_embedded_docs/docs/AddNoise/zh.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B1A6246D7202,COMFY-NODE-0001,documented-only
COMFY-EMBEDSRC-5B19CC35D567,comfyui_embedded_docs/docs/AddTextPrefix/ar.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-8A7499E81065,COMFY-NODE-0002,documented-only
COMFY-EMBEDSRC-D21DB10E3E4E,comfyui_embedded_docs/docs/AddTextPrefix/en.md,English node documentation,English AI-generated node claim source requiring executable corroboration.,COMFY-EMBEDDOC-8A7499E81065,COMFY-NODE-0002,documented-only
COMFY-EMBEDSRC-9C9406C8A188,comfyui_embedded_docs/docs/AddTextPrefix/es.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-8A7499E81065,COMFY-NODE-0002,documented-only
COMFY-EMBEDSRC-465C15C0BDE4,comfyui_embedded_docs/docs/AddTextPrefix/fa.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-8A7499E81065,COMFY-NODE-0002,documented-only
COMFY-EMBEDSRC-117B165550B7,comfyui_embedded_docs/docs/AddTextPrefix/fr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-8A7499E81065,COMFY-NODE-0002,documented-only
COMFY-EMBEDSRC-5581CD039FCA,comfyui_embedded_docs/docs/AddTextPrefix/ja.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-8A7499E81065,COMFY-NODE-0002,documented-only
COMFY-EMBEDSRC-2526FEAA1210,comfyui_embedded_docs/docs/AddTextPrefix/ko.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-8A7499E81065,COMFY-NODE-0002,documented-only
COMFY-EMBEDSRC-83299DFB603F,comfyui_embedded_docs/docs/AddTextPrefix/pt-BR.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-8A7499E81065,COMFY-NODE-0002,documented-only
COMFY-EMBEDSRC-CF1D7C4B788B,comfyui_embedded_docs/docs/AddTextPrefix/ru.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-8A7499E81065,COMFY-NODE-0002,documented-only
COMFY-EMBEDSRC-9D418628F146,comfyui_embedded_docs/docs/AddTextPrefix/tr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-8A7499E81065,COMFY-NODE-0002,documented-only
COMFY-EMBEDSRC-DFB64176C512,comfyui_embedded_docs/docs/AddTextPrefix/zh-TW.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-8A7499E81065,COMFY-NODE-0002,documented-only
COMFY-EMBEDSRC-BA4838FBAA3A,comfyui_embedded_docs/docs/AddTextPrefix/zh.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-8A7499E81065,COMFY-NODE-0002,documented-only
COMFY-EMBEDSRC-8E248EF944B8,comfyui_embedded_docs/docs/AddTextSuffix/ar.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-9E56757F2C67,COMFY-NODE-0003,documented-only
COMFY-EMBEDSRC-4C23D6E9A126,comfyui_embedded_docs/docs/AddTextSuffix/en.md,English node documentation,English AI-generated node claim source requiring executable corroboration.,COMFY-EMBEDDOC-9E56757F2C67,COMFY-NODE-0003,documented-only
COMFY-EMBEDSRC-18660CE993E7,comfyui_embedded_docs/docs/AddTextSuffix/es.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-9E56757F2C67,COMFY-NODE-0003,documented-only
COMFY-EMBEDSRC-F5924033EA7B,comfyui_embedded_docs/docs/AddTextSuffix/fa.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-9E56757F2C67,COMFY-NODE-0003,documented-only
COMFY-EMBEDSRC-E872162E8CEC,comfyui_embedded_docs/docs/AddTextSuffix/fr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-9E56757F2C67,COMFY-NODE-0003,documented-only
COMFY-EMBEDSRC-87B3239D2985,comfyui_embedded_docs/docs/AddTextSuffix/ja.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-9E56757F2C67,COMFY-NODE-0003,documented-only
COMFY-EMBEDSRC-1D6765E8C6BF,comfyui_embedded_docs/docs/AddTextSuffix/ko.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-9E56757F2C67,COMFY-NODE-0003,documented-only
COMFY-EMBEDSRC-CB727031AE58,comfyui_embedded_docs/docs/AddTextSuffix/pt-BR.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-9E56757F2C67,COMFY-NODE-0003,documented-only
COMFY-EMBEDSRC-96ECD3909786,comfyui_embedded_docs/docs/AddTextSuffix/ru.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-9E56757F2C67,COMFY-NODE-0003,documented-only
COMFY-EMBEDSRC-DF87C0915782,comfyui_embedded_docs/docs/AddTextSuffix/tr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-9E56757F2C67,COMFY-NODE-0003,documented-only
COMFY-EMBEDSRC-2F3810F6E6DA,comfyui_embedded_docs/docs/AddTextSuffix/zh-TW.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-9E56757F2C67,COMFY-NODE-0003,documented-only
COMFY-EMBEDSRC-1BBA217F2056,comfyui_embedded_docs/docs/AddTextSuffix/zh.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-9E56757F2C67,COMFY-NODE-0003,documented-only
COMFY-EMBEDSRC-F3BA2E35E907,comfyui_embedded_docs/docs/AdjustBrightness/ar.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B9C69BAD3FD7,COMFY-NODE-0004,documented-only
COMFY-EMBEDSRC-32699C9A0F3B,comfyui_embedded_docs/docs/AdjustBrightness/en.md,English node documentation,English AI-generated node claim source requiring executable corroboration.,COMFY-EMBEDDOC-B9C69BAD3FD7,COMFY-NODE-0004,documented-only
COMFY-EMBEDSRC-1B6B0D1C2900,comfyui_embedded_docs/docs/AdjustBrightness/es.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B9C69BAD3FD7,COMFY-NODE-0004,documented-only
COMFY-EMBEDSRC-9D7E7635BE0E,comfyui_embedded_docs/docs/AdjustBrightness/fa.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B9C69BAD3FD7,COMFY-NODE-0004,documented-only
COMFY-EMBEDSRC-6632CD76C5AA,comfyui_embedded_docs/docs/AdjustBrightness/fr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B9C69BAD3FD7,COMFY-NODE-0004,documented-only
COMFY-EMBEDSRC-BE9A038D0685,comfyui_embedded_docs/docs/AdjustBrightness/ja.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B9C69BAD3FD7,COMFY-NODE-0004,documented-only
COMFY-EMBEDSRC-A340083FD97E,comfyui_embedded_docs/docs/AdjustBrightness/ko.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B9C69BAD3FD7,COMFY-NODE-0004,documented-only
COMFY-EMBEDSRC-ED89C8871840,comfyui_embedded_docs/docs/AdjustBrightness/pt-BR.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B9C69BAD3FD7,COMFY-NODE-0004,documented-only
COMFY-EMBEDSRC-7777F7D54AC0,comfyui_embedded_docs/docs/AdjustBrightness/ru.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B9C69BAD3FD7,COMFY-NODE-0004,documented-only
COMFY-EMBEDSRC-A1E3784011B9,comfyui_embedded_docs/docs/AdjustBrightness/tr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B9C69BAD3FD7,COMFY-NODE-0004,documented-only
COMFY-EMBEDSRC-1886918DB297,comfyui_embedded_docs/docs/AdjustBrightness/zh-TW.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B9C69BAD3FD7,COMFY-NODE-0004,documented-only
COMFY-EMBEDSRC-23BB3C721151,comfyui_embedded_docs/docs/AdjustBrightness/zh.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-B9C69BAD3FD7,COMFY-NODE-0004,documented-only
COMFY-EMBEDSRC-EDB1BA36D1E4,comfyui_embedded_docs/docs/AdjustContrast/ar.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-6CE01C2C8092,COMFY-NODE-0005,documented-only
COMFY-EMBEDSRC-8B42C36EA3BF,comfyui_embedded_docs/docs/AdjustContrast/en.md,English node documentation,English AI-generated node claim source requiring executable corroboration.,COMFY-EMBEDDOC-6CE01C2C8092,COMFY-NODE-0005,documented-only
COMFY-EMBEDSRC-C631BCD5206C,comfyui_embedded_docs/docs/AdjustContrast/es.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-6CE01C2C8092,COMFY-NODE-0005,documented-only
COMFY-EMBEDSRC-A8561256B5D9,comfyui_embedded_docs/docs/AdjustContrast/fa.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-6CE01C2C8092,COMFY-NODE-0005,documented-only
COMFY-EMBEDSRC-A0CCDCA75A49,comfyui_embedded_docs/docs/AdjustContrast/fr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-6CE01C2C8092,COMFY-NODE-0005,documented-only
COMFY-EMBEDSRC-C0E4B1FC9414,comfyui_embedded_docs/docs/AdjustContrast/ja.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-6CE01C2C8092,COMFY-NODE-0005,documented-only
COMFY-EMBEDSRC-7FBB89A0FD5D,comfyui_embedded_docs/docs/AdjustContrast/ko.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-6CE01C2C8092,COMFY-NODE-0005,documented-only
COMFY-EMBEDSRC-980FADD30984,comfyui_embedded_docs/docs/AdjustContrast/pt-BR.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-6CE01C2C8092,COMFY-NODE-0005,documented-only
COMFY-EMBEDSRC-B19169F41200,comfyui_embedded_docs/docs/AdjustContrast/ru.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-6CE01C2C8092,COMFY-NODE-0005,documented-only
COMFY-EMBEDSRC-DF862ADDE675,comfyui_embedded_docs/docs/AdjustContrast/tr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-6CE01C2C8092,COMFY-NODE-0005,documented-only
COMFY-EMBEDSRC-05765DF4AC2D,comfyui_embedded_docs/docs/AdjustContrast/zh-TW.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-6CE01C2C8092,COMFY-NODE-0005,documented-only
COMFY-EMBEDSRC-F7FADB9E1B71,comfyui_embedded_docs/docs/AdjustContrast/zh.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-6CE01C2C8092,COMFY-NODE-0005,documented-only
COMFY-EMBEDSRC-14E0398DCAA1,comfyui_embedded_docs/docs/AlignYourStepsScheduler/ar.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-860D80BAB451,COMFY-NODE-0006,documented-only
COMFY-EMBEDSRC-A855BEE0B9F8,comfyui_embedded_docs/docs/AlignYourStepsScheduler/en.md,English node documentation,English AI-generated node claim source requiring executable corroboration.,COMFY-EMBEDDOC-860D80BAB451,COMFY-NODE-0006,documented-only
COMFY-EMBEDSRC-D38B2DCD05DA,comfyui_embedded_docs/docs/AlignYourStepsScheduler/es.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-860D80BAB451,COMFY-NODE-0006,documented-only
COMFY-EMBEDSRC-030EF4314EEE,comfyui_embedded_docs/docs/AlignYourStepsScheduler/fa.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-860D80BAB451,COMFY-NODE-0006,documented-only
COMFY-EMBEDSRC-937EFC0C9EBF,comfyui_embedded_docs/docs/AlignYourStepsScheduler/fr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-860D80BAB451,COMFY-NODE-0006,documented-only
COMFY-EMBEDSRC-B0DD254B66A6,comfyui_embedded_docs/docs/AlignYourStepsScheduler/ja.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-860D80BAB451,COMFY-NODE-0006,documented-only
COMFY-EMBEDSRC-4423313FAE5A,comfyui_embedded_docs/docs/AlignYourStepsScheduler/ko.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-860D80BAB451,COMFY-NODE-0006,documented-only
COMFY-EMBEDSRC-66C242DA6261,comfyui_embedded_docs/docs/AlignYourStepsScheduler/pt-BR.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-860D80BAB451,COMFY-NODE-0006,documented-only
COMFY-EMBEDSRC-EC67DDD0BFC6,comfyui_embedded_docs/docs/AlignYourStepsScheduler/ru.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-860D80BAB451,COMFY-NODE-0006,documented-only
COMFY-EMBEDSRC-492B57D872A7,comfyui_embedded_docs/docs/AlignYourStepsScheduler/tr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-860D80BAB451,COMFY-NODE-0006,documented-only
COMFY-EMBEDSRC-2FFCF17195A1,comfyui_embedded_docs/docs/AlignYourStepsScheduler/zh-TW.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-860D80BAB451,COMFY-NODE-0006,documented-only
COMFY-EMBEDSRC-326BB25C74F4,comfyui_embedded_docs/docs/AlignYourStepsScheduler/zh.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-860D80BAB451,COMFY-NODE-0006,documented-only
COMFY-EMBEDSRC-DB49344CE0E7,comfyui_embedded_docs/docs/AudioAdjustVolume/ar.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-AA9BE571D813,COMFY-NODE-0009,documented-only
COMFY-EMBEDSRC-EB2F04299382,comfyui_embedded_docs/docs/AudioAdjustVolume/en.md,English node documentation,English AI-generated node claim source requiring executable corroboration.,COMFY-EMBEDDOC-AA9BE571D813,COMFY-NODE-0009,documented-only
COMFY-EMBEDSRC-A91E1987CCFE,comfyui_embedded_docs/docs/AudioAdjustVolume/es.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-AA9BE571D813,COMFY-NODE-0009,documented-only
COMFY-EMBEDSRC-DC5B000C66B3,comfyui_embedded_docs/docs/AudioAdjustVolume/fa.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-AA9BE571D813,COMFY-NODE-0009,documented-only
COMFY-EMBEDSRC-43DC66E42D3C,comfyui_embedded_docs/docs/AudioAdjustVolume/fr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-AA9BE571D813,COMFY-NODE-0009,documented-only
COMFY-EMBEDSRC-913D948A9D9F,comfyui_embedded_docs/docs/AudioAdjustVolume/ja.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-AA9BE571D813,COMFY-NODE-0009,documented-only
COMFY-EMBEDSRC-185FC7ABFBBF,comfyui_embedded_docs/docs/AudioAdjustVolume/ko.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-AA9BE571D813,COMFY-NODE-0009,documented-only
COMFY-EMBEDSRC-5496FCCF60E5,comfyui_embedded_docs/docs/AudioAdjustVolume/pt-BR.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-AA9BE571D813,COMFY-NODE-0009,documented-only
COMFY-EMBEDSRC-42AAC7FA2AB9,comfyui_embedded_docs/docs/AudioAdjustVolume/ru.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-AA9BE571D813,COMFY-NODE-0009,documented-only
COMFY-EMBEDSRC-CB9F8E18ED28,comfyui_embedded_docs/docs/AudioAdjustVolume/tr.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-AA9BE571D813,COMFY-NODE-0009,documented-only
COMFY-EMBEDSRC-5E1F78B53702,comfyui_embedded_docs/docs/AudioAdjustVolume/zh-TW.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-AA9BE571D813,COMFY-NODE-0009,documented-only
COMFY-EMBEDSRC-2C5AD469D516,comfyui_embedded_docs/docs/AudioAdjustVolume/zh.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-AA9BE571D813,COMFY-NODE-0009,documented-only
COMFY-EMBEDSRC-0744EF11BF3D,comfyui_embedded_docs/docs/AudioConcat/ar.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-2C3056485CA7,COMFY-NODE-0010,documented-only
COMFY-EMBEDSRC-0622001A4909,comfyui_embedded_docs/docs/AudioConcat/en.md,English node documentation,English AI-generated node claim source requiring executable corroboration.,COMFY-EMBEDDOC-2C3056485CA7,COMFY-NODE-0010,documented-only
COMFY-EMBEDSRC-A7E4C3A0BE48,comfyui_embedded_docs/docs/AudioConcat/es.md,localized node documentation,Generated/localized node documentation; English is the claim source.,COMFY-EMBEDDOC-2C3056485CA7,COMFY-NODE-0010,documented-only
