feature_id,product,domain,name,classification,availability,evidence_level,confidence,source_evidence,test_evidence,actor_trigger,observable_behavior,failure_cancellation_recovery,persistence_side_effects,sim_status,sim_evidence,parity_gap,acceptance,validation,open_questions
COMFY-DESKTOP-028,Comfy-Desktop,source-and-installation,Shared versus isolated input/output paths,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/sources/standalone/envPaths.ts,projects/comfy/Comfy-Desktop/src/main/sources/standalone/envPaths.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Each installation independently chooses shared media folders and receives matching Comfy configuration.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"The source owns a Python/ComfyUI installation, process, dependency, or release lifecycle that production Sim forbids; the corresponding native profile, Rust worker, artifact, update, and recovery lifecycle is not implemented.","Sim shall reproduce the user-visible lifecycle states of the source observation (`Each installation independently chooses shared media folders and receives matching Comfy configuration.`) through native runtime profiles, Sim-owned Rust workers, artifacts, journals, logs, cancellation, rollback, and crash recovery. Legacy installation records remain read-only migration inputs; production shall not probe, create, launch, update, or delete Python/ComfyUI environments.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,The native-only decision is fixed; source runtime timing and platform details that were not observed remain explicit validation uncertainties.
COMFY-DESKTOP-029,Comfy-Desktop,source-and-installation,Manager configuration,independently-testable-capability,conditional,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/managerConfig.ts,projects/comfy/Comfy-Desktop/src/main/lib/managerConfig.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",The desktop writes compatible ComfyUI-Manager configuration and tolerates an absent manager.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"The source installs or updates Python custom nodes or ComfyUI-Manager state, which production Sim forbids; the equivalent Rust/WASM plugin lifecycle and legacy mapping are not implemented.","Sim shall preserve the visible operation states and failures of the source observation (`The desktop writes compatible ComfyUI-Manager configuration and tolerates an absent manager.`) while operating only on signed/versioned Rust or WASM plugins with explicit ports, grants, snapshots, rollback, cancellation, and deterministic legacy identifier mappings. Python packages and Manager configuration remain inactive migration data and are never executed or updated.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,The native-only decision is fixed; source runtime timing and platform details that were not observed remain explicit validation uncertainties.
COMFY-DESKTOP-030,Comfy-Desktop,source-and-installation,Comfy command-line argument editor,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/comfy-args.ts,projects/comfy/Comfy-Desktop/src/main/lib/comfy-args.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.","Registered Comfy arguments are discovered, edited with typed widgets, validated, serialized, and passed to launch.","Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"The source owns a Python/ComfyUI installation, process, dependency, or release lifecycle that production Sim forbids; the corresponding native profile, Rust worker, artifact, update, and recovery lifecycle is not implemented.","Sim shall reproduce the user-visible lifecycle states of the source observation (`Registered Comfy arguments are discovered, edited with typed widgets, validated, serialized, and passed to launch.`) through native runtime profiles, Sim-owned Rust workers, artifacts, journals, logs, cancellation, rollback, and crash recovery. Legacy installation records remain read-only migration inputs; production shall not probe, create, launch, update, or delete Python/ComfyUI environments.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,The native-only decision is fixed; source runtime timing and platform details that were not observed remain explicit validation uncertainties.
COMFY-DESKTOP-031,Comfy-Desktop,source-and-installation,Environment-variable editor,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/renderer/src/components/EnvVarsEditor.vue,projects/comfy/Comfy-Desktop/src/main/sources/getTerminalEnv.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Per-install environment variables persist and are merged into child processes without exposing reserved variables.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"The source owns a Python/ComfyUI installation, process, dependency, or release lifecycle that production Sim forbids; the corresponding native profile, Rust worker, artifact, update, and recovery lifecycle is not implemented.","Sim shall reproduce the user-visible lifecycle states of the source observation (`Per-install environment variables persist and are merged into child processes without exposing reserved variables.`) through native runtime profiles, Sim-owned Rust workers, artifacts, journals, logs, cancellation, rollback, and crash recovery. Legacy installation records remain read-only migration inputs; production shall not probe, create, launch, update, or delete Python/ComfyUI environments.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,The native-only decision is fixed; source runtime timing and platform details that were not observed remain explicit validation uncertainties.
COMFY-DESKTOP-032,Comfy-Desktop,source-and-installation,Model search path configuration,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/models.ts,projects/comfy/Comfy-Desktop/src/main/lib/models.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Primary and additional model directories are normalized into Comfy-compatible search-path configuration.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"The source owns a Python/ComfyUI installation, process, dependency, or release lifecycle that production Sim forbids; the corresponding native profile, Rust worker, artifact, update, and recovery lifecycle is not implemented.","Sim shall reproduce the user-visible lifecycle states of the source observation (`Primary and additional model directories are normalized into Comfy-compatible search-path configuration.`) through native runtime profiles, Sim-owned Rust workers, artifacts, journals, logs, cancellation, rollback, and crash recovery. Legacy installation records remain read-only migration inputs; production shall not probe, create, launch, update, or delete Python/ComfyUI environments.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,The native-only decision is fixed; source runtime timing and platform details that were not observed remain explicit validation uncertainties.
COMFY-DESKTOP-033,Comfy-Desktop,source-and-installation,Input/output directory configuration,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/settings.ts,projects/comfy/Comfy-Desktop/src/main/settings.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Global media roots persist and propagate into managed installations.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"The source owns a Python/ComfyUI installation, process, dependency, or release lifecycle that production Sim forbids; the corresponding native profile, Rust worker, artifact, update, and recovery lifecycle is not implemented.","Sim shall reproduce the user-visible lifecycle states of the source observation (`Global media roots persist and propagate into managed installations.`) through native runtime profiles, Sim-owned Rust workers, artifacts, journals, logs, cancellation, rollback, and crash recovery. Legacy installation records remain read-only migration inputs; production shall not probe, create, launch, update, or delete Python/ComfyUI environments.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,The native-only decision is fixed; source runtime timing and platform details that were not observed remain explicit validation uncertainties.
COMFY-DESKTOP-034,Comfy-Desktop,source-and-installation,Installation size calculation,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerAppHandlers.ts,projects/comfy/Comfy-Desktop/src/main/lib/ipc/installDirState.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",The UI can request and cancel a recursive installation-size scan.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"The source owns a Python/ComfyUI installation, process, dependency, or release lifecycle that production Sim forbids; the corresponding native profile, Rust worker, artifact, update, and recovery lifecycle is not implemented.","Sim shall reproduce the user-visible lifecycle states of the source observation (`The UI can request and cancel a recursive installation-size scan.`) through native runtime profiles, Sim-owned Rust workers, artifacts, journals, logs, cancellation, rollback, and crash recovery. Legacy installation records remain read-only migration inputs; production shall not probe, create, launch, update, or delete Python/ComfyUI environments.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,The native-only decision is fixed; source runtime timing and platform details that were not observed remain explicit validation uncertainties.
COMFY-DESKTOP-035,Comfy-Desktop,source-and-installation,Unique installation naming,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerInstallationHandlers.ts,projects/comfy/Comfy-Desktop/src/main/installations.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Name collisions are resolved deterministically before a record is created.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",conflicting,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"The source owns a Python/ComfyUI installation, process, dependency, or release lifecycle that production Sim forbids; the corresponding native profile, Rust worker, artifact, update, and recovery lifecycle is not implemented.","Sim shall reproduce the user-visible lifecycle states of the source observation (`Name collisions are resolved deterministically before a record is created.`) through native runtime profiles, Sim-owned Rust workers, artifacts, journals, logs, cancellation, rollback, and crash recovery. Legacy installation records remain read-only migration inputs; production shall not probe, create, launch, update, or delete Python/ComfyUI environments.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,The native-only decision is fixed; source runtime timing and platform details that were not observed remain explicit validation uncertainties.
COMFY-DESKTOP-036,Comfy-Desktop,onboarding-and-migration,First-use cohort detection,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/firstUseDetection.ts,projects/comfy/Comfy-Desktop/src/renderer/src/panel/useFirstUseChain.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.","Startup distinguishes new, returning, cloud-only, and legacy-desktop cohorts from persisted installations.","Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: Startup distinguishes new, returning, cloud-only, and legacy-desktop cohorts from persisted installations.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-037,Comfy-Desktop,onboarding-and-migration,Cloud-versus-local first-use choice,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/renderer/src/views/FirstUseTakeover.vue,projects/comfy/Comfy-Desktop/src/renderer/src/views/FirstUseTakeover.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",A new user chooses cloud or local setup in a keyboard-operable takeover before normal navigation.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: A new user chooses cloud or local setup in a keyboard-operable takeover before normal navigation.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-038,Comfy-Desktop,onboarding-and-migration,First-use fork experiment,independently-testable-capability,experimental,test-backed,high,projects/comfy/Comfy-Desktop/src/renderer/src/views/FirstUseTakeover.vue,projects/comfy/Comfy-Desktop/src/main/lib/experiments.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",The desktop-first-use-fork-default flag changes the default onboarding branch while recording exposure.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: The desktop-first-use-fork-default flag changes the default onboarding branch while recording exposure.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-039,Comfy-Desktop,onboarding-and-migration,Terms acceptance,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/renderer/src/components/TermsModal.vue,projects/comfy/Comfy-Desktop/src/renderer/src/components/TermsModal.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Installation cannot proceed until required terms are accepted; cancellation returns without creating an install.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: Installation cannot proceed until required terms are accepted; cancellation returns without creating an install.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-040,Comfy-Desktop,onboarding-and-migration,Skip onboarding,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/menu.ts,projects/comfy/Comfy-Desktop/src/renderer/src/views/FirstUseTakeover.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",A post-consent menu action marks first use complete and dismisses the takeover.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: A post-consent menu action marks first use complete and dismisses the takeover.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-041,Comfy-Desktop,onboarding-and-migration,Onboarding coachmark,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/popups/titleCoachmark.ts,projects/comfy/Comfy-Desktop/src/main/popups/titleCoachmark.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.","A central-pill coachmark is shown once, can be dismissed, and persists dismissal state.","Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: A central-pill coachmark is shown once, can be dismissed, and persists dismissal state.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-042,Comfy-Desktop,onboarding-and-migration,Legacy Desktop detection,independently-testable-capability,platform-specific,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/desktopDetect.ts,projects/comfy/Comfy-Desktop/src/main/lib/desktopDetect.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Windows and macOS known locations are probed for a legacy Desktop footprint without modifying it.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: Windows and macOS known locations are probed for a legacy Desktop footprint without modifying it.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-043,Comfy-Desktop,onboarding-and-migration,Legacy Desktop adoption preview,independently-testable-capability,platform-specific,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.ts,projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",The user sees detected paths and migration consequences before adoption begins.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: The user sees detected paths and migration consequences before adoption begins.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-044,Comfy-Desktop,onboarding-and-migration,Legacy Desktop adoption,independently-testable-capability,platform-specific,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.ts,projects/comfy/Comfy-Desktop/src/main/lib/desktopAdopt.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Confirmed adoption creates a modern tracked installation and migrates supported settings/content with progress.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: Confirmed adoption creates a modern tracked installation and migrates supported settings/content with progress.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-045,Comfy-Desktop,onboarding-and-migration,Adoption prompt handshake,independently-testable-capability,active,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionActions/migrate.ts,projects/comfy/Comfy-Desktop/src/renderer/src/composables/useAdoptPromptBridge.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Main waits for renderer acknowledgement and an explicit user response before destructive migration steps.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: Main waits for renderer acknowledgement and an explicit user response before destructive migration steps.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-046,Comfy-Desktop,onboarding-and-migration,Standalone layout migration,independently-testable-capability,conditional,code-inferred,medium,projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts,none located,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",Older managed directory layouts are detected and migrated idempotently.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: Older managed directory layouts are detected and migrated idempotently.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-047,Comfy-Desktop,onboarding-and-migration,Local-install migration preview,independently-testable-capability,conditional,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/localMigration.ts,projects/comfy/Comfy-Desktop/src/main/lib/snapshots.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",A source installation can be previewed as a migration snapshot before creating a replacement.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: A source installation can be previewed as a migration snapshot before creating a replacement.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-048,Comfy-Desktop,onboarding-and-migration,Snapshot-based new installation,independently-testable-capability,active,code-inferred,medium,projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerSnapshotHandlers.ts,none located,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.","A compatible snapshot file can seed a new installation after preview, version, name, and variant validation.","Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: A compatible snapshot file can seed a new installation after preview, version, name, and variant validation.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
COMFY-DESKTOP-049,Comfy-Desktop,onboarding-and-migration,OEM workflow import,independently-testable-capability,conditional,test-backed,high,projects/comfy/Comfy-Desktop/src/main/lib/oem.ts,projects/comfy/Comfy-Desktop/src/main/lib/oem.test.ts,"User, hosted Comfy surface, lifecycle event, or operating system invokes the named capability under the source-defined preconditions.",A signed/validated OEM manifest can import designated workflows once per manifest version.,"Preserve the source-defined validation, visible error, cancellation cleanup, retry, and restart behavior; unresolved edge detail remains an explicit test target.","See desktop-persistence.csv, desktop-settings.csv, desktop-ipc.csv, and the cited source for exact durable and external effects.",missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Sim primitives are reusable infrastructure only.,"No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: If Sim lacks the stated observable behavior and compatibility contract, implement it or record an explicit deferral decision.","With deterministic fixtures and the same preconditions, Sim shall reproduce: A signed/validated OEM manifest can import designated workflows once per manifest version.",Source contract/unit test plus side-by-side Sim protocol or GPUI interaction test; add failure injection when the capability performs I/O or process work.,Runtime-only details are unverified unless separately marked observed by the lead audit.
