feature_id,product,domain,component_surface,parent_feature_ids,classification,availability,evidence_level,confidence,source_file,source_symbol,props,emits,handlers,test_evidence,actor,trigger,preconditions,inputs_defaults,observable_success,interaction_accessibility,state_concurrency,failure_recovery,persistence_serialization,interfaces_side_effects,disposition_reason,zed_status,zed_evidence,parity_gap,observable_zed_acceptance,automated_validation,manual_validation,open_questions
COMFY-DESKTOP-RENDERER-573BB227624A,Comfy-Desktop,desktop-renderer-surface,"Instance-picker snapshot list, disclosure, save, restore, and delete",COMFY-DESKTOP-121;COMFY-DESKTOP-123;COMFY-DESKTOP-125;COMFY-DESKTOP-126;COMFY-DESKTOP-181,functional,conditional,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/instancePicker/PickerSnapshotsList.vue,Vue SFC PickerSnapshotsList; <script setup> starts L1; <template> starts L57.,L13 exact type body: data: SnapshotListData | null. Defaults: none declared here; optional props are undefined.,L19 exact emit type body: save: [] restore: [filename: string] delete: [filename: string].,toggleExpand@L31; summaryFor@L35; handleRestore@L39; handleDelete@L50,No focused existing test directly mounts this component; source contract is code-inferred.,A user managing snapshots for the selected instance.,"The user saves, expands a row, restores, or deletes a snapshot.",SnapshotListData supplies ordered summaries and context; the popup has browser confirm but no useModal primitive.,No snapshots renders an explicit empty state; summary text is derived from available ComfyUI/node/package deltas.,Save emits immediately; expansion reveals snapshot detail; restore/delete emit the exact filename only after their localized destructive confirmation is accepted.,"Actions are buttons, but source disclosure markup must be checked for complete keyboard/expanded semantics during parity validation; window.confirm owns focus for destructive choices.",Expanded filename is local transient state; an incoming list that lacks it naturally removes the expanded content.,Cancelled confirmation emits nothing; empty lists remain usable for save; an invalid/missing snapshot cannot be restored or deleted through a rendered row.,No direct persistence; save/restore/delete requests are emitted to the snapshot service.,window.confirm and Vue save/restore(filename)/delete(filename) emits.,The popup-specific confirmation and exact filename routing are not represented by the coarse snapshot rows alone.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Instance-picker snapshot list, disclosure, save, restore, and delete contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: Save emits immediately; expansion reveals snapshot detail; restore/delete emit the exact filename only after their localized destructive confirmation is accepted. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-573BB227624A; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Instance-picker snapshot list, disclosure, save, restore, and delete side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-29A542E5D510,Comfy-Desktop,desktop-renderer-surface,Viewport-clamped renderer context menu,COMFY-DESKTOP-179;COMFY-DESKTOP-181,functional,active,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/components/ContextMenu.vue,Vue SFC ContextMenu; <script setup> starts L1; <template> starts L69.,L6 exact type body: open: boolean x: number y: number items: ContextMenuItem[]. Defaults: none declared here; optional props are undefined.,L13 exact emit type body: close: [] select: [id: string].,clampToViewport@L41; onOutsideClick@L52; onEscape@L58; handleClick@L62; watch@L22; onBeforeUnmount@L36,No focused existing test directly mounts this component; source contract is code-inferred.,A renderer user invoking an item-specific context menu.,"open becomes true at pointer coordinates, the user chooses an enabled item, clicks outside, or presses Escape.","open, x, y, and ordered ContextMenuItem inputs are required; separators, disabled state, danger style, title, label, and id come from each item.",The menu is teleported to body and clamped within four pixels of the current viewport after layout.,An enabled click emits select(id) then close; outside mousedown and Escape emit close; disabled clicks emit neither selection nor close.,"Items are native buttons with aria-disabled/title. The source declares no menu role or arrow-key roving focus, so Tab/button semantics and Escape are the only local keyboard behavior and the gap must stay explicit.",Capture listeners exist only while open and are removed on close/unmount; adjusted coordinates reset for each opening.,"An empty item array renders nothing, offscreen coordinates clamp, and disabled actions cannot invoke the owner.",No persistence; selected action owns any durable effect.,Document mousedown/keydown capture listeners and Vue select/close emits; Teleport to body.,"Placement, listener lifetime, disabled behavior, and close ordering are source-specific contracts.",missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Viewport-clamped renderer context menu contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: An enabled click emits select(id) then close; outside mousedown and Escape emit close; disabled clicks emit neither selection nor close. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-29A542E5D510; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Viewport-clamped renderer context menu side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-A7D64DA6D729,Comfy-Desktop,desktop-renderer-surface,"Singleton prompt, action-sheet, alert, and confirm host",COMFY-DESKTOP-176;COMFY-DESKTOP-181,functional,active,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/components/DialogHost.vue,Vue SFC DialogHost; <script setup> starts L1; <template> starts L28.,No defineProps contract; this root/host consumes bridge or composable state.,No defineEmits contract; actions use an injected bridge/composable or the component is presentational.,No locally declared named handler; template events delegate directly to typed emits or composable bindings.,No focused existing test directly mounts this component; source contract is code-inferred.,Any renderer service using useDialogs and the user resolving its request.,"useDialogs opens one of prompt, actionSheet, alert, or confirm.","A single DialogHost is mounted beside ModalDialog; useDialogs state supplies kind-specific labels, values, items, tones, details, and optional restore diff.","The useDialogs discriminated state supplies the active kind and its prompt, action-sheet, alert, or confirm payload.","Only the active kind is open; alert backdrop/Escape acknowledges, confirm preserves primary/secondary/cancel distinctions, and restore confirmations include SnapshotDiffView.","BasePrompt, BaseActionSheet, and BaseAlert own dialog roles, labels, keyboard dismissal, focus, and button semantics.",The singleton projects one reactive dialog state and resolves exactly the corresponding useDialogs promise/action.,"Closed state renders no active dialog; cancellation remains distinct for prompt/action/confirm, while alert dismissal is acknowledgement by design.",Dialog state is transient; the action resolved by a caller may subsequently persist data.,useDialogs submitPrompt/selectActionSheet/acknowledgeAlert/confirmPrimary/confirmSecondary/cancel; optional SnapshotDiffView.,Resolution semantics across four dialog kinds are independently observable.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Singleton prompt, action-sheet, alert, and confirm host contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: Only the active kind is open; alert backdrop/Escape acknowledges, confirm preserves primary/secondary/cancel distinctions, and restore confirmations include SnapshotDiffView. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-A7D64DA6D729; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Singleton prompt, action-sheet, alert, and confirm host side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-F21F44BE08F6,Comfy-Desktop,desktop-renderer-surface,Lazy completed-image download thumbnail with fallback,COMFY-DESKTOP-136;COMFY-DESKTOP-142,functional,conditional,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/components/DownloadThumbnail.vue,Vue SFC DownloadThumbnail; <script setup> starts L1; <template> starts L32.,L15 exact type body: entry: { isImage?: boolean; status: string; savePath?: string; filename: string } fetcher: ThumbnailFetcher. Defaults: none declared here; optional props are undefined.,No defineEmits contract; actions use an injected bridge/composable or the component is presentational.,watch@L27,No focused existing test directly mounts this component; source contract is code-inferred.,A user viewing a download row.,A completed image entry becomes eligible for thumbnail fetch or the rendered image reports an error.,"entry carries isImage, status, savePath, and filename; injected fetcher supports panel and title-popup bridges.",Non-image/incomplete/unavailable thumbnails render the caller's fallback slot; images load lazily and asynchronously.,"A fetched thumbnail renders with localized filename alt text; a broken/moved image falls back, and changing the thumbnail source clears the failure latch.","The image has meaningful localized alt text, is non-draggable, and fallback accessibility is owned by the slot provider.",useDownloadThumbnail owns async fetch/caching lifetime; a local failed flag prevents repeated broken rendering until the source changes.,"Fetch rejection, missing file, or image decode error preserves the normal status icon rather than a broken image.",No durable write; the component reads an existing completed download through the injected fetcher.,"Injected ThumbnailFetcher, useDownloadThumbnail, lazy img decode, and fallback slot.",Thumbnail eligibility and post-download file-missing recovery are user-visible.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Lazy completed-image download thumbnail with fallback contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: A fetched thumbnail renders with localized filename alt text; a broken/moved image falls back, and changing the thumbnail source clears the failure latch. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-F21F44BE08F6; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Lazy completed-image download thumbnail with fallback side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-8D9541B1CC22,Comfy-Desktop,desktop-renderer-surface,Snapshot-file import preview confirmation modal,COMFY-DESKTOP-129;COMFY-DESKTOP-131;COMFY-DESKTOP-176,functional,conditional,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/components/ImportPreviewModal.vue,Vue SFC ImportPreviewModal; <script setup> starts L1; <template> starts L24.,L9 exact type body: preview: SnapshotFilePreview | null loading: boolean. Defaults: none declared here; optional props are undefined.,L16 exact emit type body: cancel: [] confirm: [].,No locally declared named handler; template events delegate directly to typed emits or composable bindings.,No focused existing test directly mounts this component; source contract is code-inferred.,A user importing a snapshot file.,"The parent opens the legacy modal while preview loading progresses, then the user cancels or confirms.",preview may be null and loading is required; SnapshotFilePreviewContent renders a valid preview.,Confirm is absent without a preview and disabled while loading; the close affordance is cancellation.,"Loading text, full preview content, cancel, and conditional confirm states are mutually consistent; confirm/cancel emit once to the owner.","ModalShell supplies a labeled close button and button keyboard semantics, but this legacy shell does not itself declare dialog role/focus capture.",The parent owns async parse state; this component never confirms a null or still-loading preview.,Malformed files are represented by the parent's absent/error preview; closing or cancelling emits no import mutation.,No direct persistence; confirmed import is performed by the snapshot service.,"Vue cancel/confirm emits, ModalShell, and SnapshotFilePreviewContent.",Preview gating prevents importing an unparsed artifact and is independently testable.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Snapshot-file import preview confirmation modal contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: Loading text, full preview content, cancel, and conditional confirm states are mutually consistent; confirm/cancel emit once to the owner. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-8D9541B1CC22; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Snapshot-file import preview confirmation modal side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-11ACBC4B9075,Comfy-Desktop,desktop-renderer-surface,"Installation name, location, path validation, and disk-space form",COMFY-DESKTOP-013;COMFY-DESKTOP-014;COMFY-DESKTOP-018;COMFY-DESKTOP-035;COMFY-DESKTOP-186;COMFY-DESKTOP-187,functional,active,test-backed,high,projects/comfy/Comfy-Desktop/src/renderer/src/components/InstallNamePath.vue,Vue SFC InstallNamePath; <script setup> starts L1; <template> starts L24.,L5 exact type body: name: string path: string defaultPath: string hideInstallPath?: boolean pathIssues: PathIssue[] diskSpaceLoading: boolean diskSpace: DiskSpaceInfo | null estimatedSize: number. Defaults: none declared here; optional props are undefined.,L16 exact emit type body: 'update:name': [value: string] 'update:path': [value: string] browse: [] open: [].,No locally declared named handler; template events delegate directly to typed emits or composable bindings.,projects/comfy/Comfy-Desktop/src/renderer/src/components/InstallNamePath.test.ts,A user naming an installation and selecting its location.,"The user types a name, opens/browses/resets the path, or path/disk validation changes.","name, path, defaultPath, pathIssues, diskSpaceLoading, diskSpace, and estimatedSize are required; hideInstallPath optionally suppresses the entire path surface.",Name input emits on each input; reset exists only when path differs from default; open exists only for a nonempty path.,"The exact name/path changes are emitted, path text opens the selected directory, and PathDiskInfo exposes current validation and capacity state.",The name is label-associated; open-path has a localized accessible label containing the path; browse/reset are native buttons.,Validation/disk state is parent-owned and may load concurrently with edits; this component performs no stale-result reconciliation.,Empty paths cannot be opened; hidden path mode emits no path action; invalid/capacity issues remain visible without mutating the form.,No direct persistence; values are emitted to the installation wizard/record owner.,Vue update:name/update:path/browse/open emits and PathDiskInfo projection.,This is the concrete renderer contract for path boundaries and form state.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Installation name, location, path validation, and disk-space form contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: The exact name/path changes are emitted, path text opens the selected directory, and PathDiskInfo exposes current validation and capacity state. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-11ACBC4B9075; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Installation name, location, path validation, and disk-space form side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-B1BC51035F77,Comfy-Desktop,desktop-renderer-surface,Legacy-install migration decision and progress launch surface,COMFY-DESKTOP-042;COMFY-DESKTOP-043;COMFY-DESKTOP-044;COMFY-DESKTOP-047;COMFY-DESKTOP-050,functional,conditional,test-backed,high,projects/comfy/Comfy-Desktop/src/renderer/src/components/MigrationBanner.vue,Vue SFC MigrationBanner; <script setup> starts L1; <template> starts L46.,L8 exact type body: installation: Installation. Defaults: none declared here; optional props are undefined.,L12 exact emit type body: 'show-progress': [opts: ShowProgressOpts] 'show-settings': [] 'show-quick-install': [].,startMigration@L22,projects/comfy/Comfy-Desktop/src/renderer/src/components/MigrationBanner.test.ts,A user with a detected legacy installation.,"The user starts migration, chooses quick install instead, or opens telemetry settings.",A legacy Installation and functional useMigrateAction/window.api bridge are required.,"Migration confirmation may return no result; while confirmation is pending, migrating blocks duplicate starts.",An accepted migration emits a cancellable show-progress operation whose apiCall runs migrate-to-standalone for the exact installation id and confirmed options.,"All branches use labeled buttons; the primary action disables during confirmation, while quick-install and telemetry settings remain explicit alternatives.",migrating is reset in finally; the emitted progress owner controls long-running cancellation and terminal state.,Cancelled confirmation emits no operation; confirmation error clears the duplicate guard; migration failure is surfaced by the progress owner.,The component writes nothing directly; successful runAction performs the separately cataloged installation migration.,"useMigrateAction.confirmMigration, window.api.runAction, and show-progress/show-settings/show-quick-install emits.",The confirm-to-cancellable-operation handoff and duplicate suppression are observable migration behavior.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Legacy-install migration decision and progress launch surface contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: An accepted migration emits a cancellable show-progress operation whose apiCall runs migrate-to-standalone for the exact installation id and confirmed options. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-B1BC51035F77; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Legacy-install migration decision and progress launch surface side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-A3C67D192026,Comfy-Desktop,desktop-renderer-surface,Legacy overlay/inline modal frame and dismissal primitive,COMFY-DESKTOP-076;COMFY-DESKTOP-176,functional,active,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/components/Modal.vue,Vue SFC Modal; <script setup> starts L1; <template> starts L67.,"L14 exact type body: binding?: boolean opacity?: Opacity width?: 'regular' | 'wide' /** Extra class(es) appended to the content box. */ contentClass?: string /** Render content frame only (no overlay/backdrop/dismiss). */ inline?: boolean. Defaults: binding: false, opacity: undefined, width: 'wide', contentClass: '', inline: false,",L32 exact emit type body: close: [].,handleOverlayMouseDown@L39; handleOverlayClick@L43; handleKeydown@L51; onMounted@L58; onUnmounted@L62,No focused existing test directly mounts this component; source contract is code-inferred.,A renderer composing a legacy modal and its user.,"The modal is mounted, Escape is pressed, or a pointer down-and-click completes on the backdrop.","binding defaults false, width wide, contentClass empty, inline false; opacity defaults opaque for binding and dim otherwise.",inline omits Teleport/backdrop/Escape; binding prevents backdrop/Escape dismissal; backdrop close requires both down and click on the overlay.,Nonbinding overlay mode emits close on valid backdrop click or Escape and never closes from a drag that began inside content.,"This legacy primitive declares no dialog role, accessible name, focus capture/restore, or scroll lock; those are explicit source limitations versus BaseModal.",A document keydown listener exists only for non-inline mounts and is removed on unmount.,"Binding/inline suppress dismissal, content clicks do not close, and an incomplete backdrop gesture resets without emitting.",No persistence.,"Teleport to body, document keydown listener, and Vue close emit.","Despite legacy status, backdrop and binding semantics are consumed by active surfaces and remain functional compatibility behavior.",missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Legacy overlay/inline modal frame and dismissal primitive contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: Nonbinding overlay mode emits close on valid backdrop click or Escape and never closes from a drag that began inside content. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-A3C67D192026; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Legacy overlay/inline modal frame and dismissal primitive side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-F9C1DABEC9B9,Comfy-Desktop,desktop-renderer-surface,"Legacy useModal singleton for confirm, option, prompt, select, and alert flows",COMFY-DESKTOP-095;COMFY-DESKTOP-123;COMFY-DESKTOP-176,functional,active,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/components/ModalDialog.vue,Vue SFC ModalDialog; <script setup> starts L1; <template> starts L209.,No defineProps contract; this root/host consumes bridge or composable state.,No defineEmits contract; actions use an injected bridge/composable or the component is presentational.,onBaseAlertClose@L45; onBaseAlertCancel@L50; onMigrateCheckboxToggle@L56; escapeHtml@L77; linkify@L83; handleMessageClick@L100; submitPrompt@L111; submitOptions@L120; handleOverlayMouseDown@L128; handleOverlayClick@L132; resetSnapshotExpansion@L139; handleKeydown@L164; watch@L146; watch@L155; watch@L174; onMounted@L200; onUnmounted@L204,No focused existing test directly mounts this component; source contract is code-inferred.,Any renderer caller using useModal and the user resolving its modal.,"useModal publishes visible state and the user confirms, cancels, selects, submits text/options, follows a safe link, or dismisses.","State supplies type, labels, message/details, loading, validators, choices, checkboxes, snapshot preview, and confirmation style.","Simple alert/confirm uses BaseAlert; richer migration, confirmWithOptions, prompt, and select variants use legacy modal markup.",Each modal resolves with the source-specific boolean/null/value/options result; prompt validation blocks invalid submission; snapshot/migration detail and safe http(s) links render where supplied.,"Escape resolves the applicable cancellation path, prompt Enter submits, and BaseAlert variants own focus/a11y; richer legacy branches have incomplete role/focus semantics that must remain explicit.",Input/error/checkbox/disclosure state resets on visibility/type changes; overlay gesture tracking prevents accidental drag-to-dismiss.,"Loading disables terminal actions, validation errors remain visible, non-http(s) links are not externalized, and cancellation preserves the caller's prior state.",Modal state is transient; selected checkbox values are retained only long enough for useModal result retrieval.,"useModal state/close/dismiss/getLastCheckboxValues, window.api.openExternal for validated links, and SnapshotFilePreviewContent.","The singleton's result typing, validation, link boundary, and legacy/source variant split are independently observable.",missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Legacy useModal singleton for confirm, option, prompt, select, and alert flows contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: Each modal resolves with the source-specific boolean/null/value/options result; prompt validation blocks invalid submission; snapshot/migration detail and safe http(s) links render where supplied. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-F9C1DABEC9B9; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Legacy useModal singleton for confirm, option, prompt, select, and alert flows side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-54F98FAB2836,Comfy-Desktop,desktop-renderer-surface,"Legacy modal header, body, close, and pinned-footer shell",COMFY-DESKTOP-076;COMFY-DESKTOP-176,functional,active,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/components/ModalShell.vue,Vue SFC ModalShell; <script setup> starts L1; <template> starts L41.,"L13 exact type body: binding?: boolean opacity?: Opacity width?: 'regular' | 'wide' contentClass?: string inline?: boolean /** Plain text title shown in the default header. Ignored if a `#header` slot is provided. */ title?: string /** Hide the corner close button (binding takeovers without an in-header dismiss). */ hideClose?: boolean /** Glyph for the corner close (defaults to ✕; ProgressModal/ConsoleModal swap to − while running). */ closeGlyph?: string. Defaults: binding: false, opacity: undefined, width: 'wide', contentClass: '', inline: false, title: '', hideClose: false, closeGlyph: '✕',",L36 exact emit type body: close: [].,No locally declared named handler; template events delegate directly to typed emits or composable bindings.,No focused existing test directly mounts this component; source contract is code-inferred.,A renderer composing Modal and the user invoking its close affordance.,The wrapped Modal emits close or the user activates the corner close control.,"binding false, width wide, contentClass empty, inline false, title empty, hideClose false, and closeGlyph multiplication sign are defaults.",Header/title/body always render; footer renders only when slotted; hideClose removes the corner control.,The shell forwards Modal dismissal as close and emits close from a localized labeled button while preserving sizing/backdrop props.,The close control has localized title/aria-label; inherited legacy Modal role/focus limitations remain.,Stateless; close emits synchronously and the owner controls unmount.,Binding can require the parent to provide another explicit close path; absent footer has no empty region.,No persistence.,Modal props/close emit and Vue named slots.,"Active legacy modals depend on this close and layout contract, so it is functional rather than decorative.",missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Legacy modal header, body, close, and pinned-footer shell contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: The shell forwards Modal dismissal as close and emits close from a localized labeled button while preserving sizing/backdrop props. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-54F98FAB2836; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Legacy modal header, body, close, and pinned-footer shell side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
