autograd_id,construct,symbol,production_use_count,test_use_count,support_use_count,production_sites,test_sites,support_sites,method_or_state_sites,forward_contract,reverse_contract,apply_sites,resolution,availability,evidence_level,confidence,native_requirement,state_and_lifetime_requirement,limitations
COMFY-AUTOGRAD-35DAFB8F8753,reverse-mode-execution,torch.Tensor.backward,6,0,0,comfy/k_diffusion/deis.py:47:13 (cal_intergrand) | comfy_extras/nodes_train.py:221:17 (TrainSampler.fwd_bwd) | comfy_extras/nodes_train.py:223:17 (TrainSampler.fwd_bwd) | comfy_extras/nodes_train.py:324:13 (TrainSampler._train_step_multires_mode) | comfy_extras/nodes_train.py:326:13 (TrainSampler._train_step_multires_mode) | comfy_extras/nodes_train.py:503:13 (OffloadCheckpointFunction.backward),,,comfy/k_diffusion/deis.py:47:13 (cal_intergrand) | comfy_extras/nodes_train.py:221:17 (TrainSampler.fwd_bwd) | comfy_extras/nodes_train.py:223:17 (TrainSampler.fwd_bwd) | comfy_extras/nodes_train.py:324:13 (TrainSampler._train_step_multires_mode) | comfy_extras/nodes_train.py:326:13 (TrainSampler._train_step_multires_mode) | comfy_extras/nodes_train.py:503:13 (OffloadCheckpointFunction.backward),"Preserve forward values, tensor aliasing, dtype/device, gradient-mode nesting, and source-visible validation at every site.","Provide the exact VJP accumulation, broadcasting reduction, None-gradient, in-place versioning, hook order, and repeated-backward behavior required by reachable sites.",,receiver-unverified,active,code-inferred,low,"The native comfy_tensor autograd engine SHALL expose this construct without Python, preserve source error/cancellation behavior, and pass analytical, finite-difference, graph-lifetime, and conformance-oracle tests.","Gradient state is worker-owned, versioned across in-place mutation, released deterministically, excluded from inference caches unless declared, and discarded atomically on cancellation or recovery.",Generic receiver identity remains unverified and may include a same-named non-tensor method.
COMFY-AUTOGRAD-3CBCCC7F6931,reverse-mode-execution,torch.autograd.grad,2,0,0,comfy/extra_samplers/uni_pc.py:320:20 (model_wrapper.cond_grad_fn) | comfy/ldm/modules/diffusionmodules/util.py:217:23 (CheckpointFunction.backward),,,comfy/extra_samplers/uni_pc.py:320:20 (model_wrapper.cond_grad_fn) | comfy/ldm/modules/diffusionmodules/util.py:217:23 (CheckpointFunction.backward),"Preserve forward values, tensor aliasing, dtype/device, gradient-mode nesting, and source-visible validation at every site.","Provide the exact VJP accumulation, broadcasting reduction, None-gradient, in-place versioning, hook order, and repeated-backward behavior required by reachable sites.",,static-import-resolution,active,code-inferred,high,"The native comfy_tensor autograd engine SHALL expose this construct without Python, preserve source error/cancellation behavior, and pass analytical, finite-difference, graph-lifetime, and conformance-oracle tests.","Gradient state is worker-owned, versioned across in-place mutation, released deterministically, excluded from inference caches unless declared, and discarded atomically on cancellation or recovery.",Static evidence does not prove branch reachability or numerical gradient correctness.
COMFY-AUTOGRAD-4CF4D676FFBB,optimizer-or-gradient-scaler,torch.optim.RMSprop,1,0,0,comfy_extras/nodes_train.py:885:16 (_create_optimizer),,,comfy_extras/nodes_train.py:885:16 (_create_optimizer),"Preserve forward values, tensor aliasing, dtype/device, gradient-mode nesting, and source-visible validation at every site.","Provide the exact VJP accumulation, broadcasting reduction, None-gradient, in-place versioning, hook order, and repeated-backward behavior required by reachable sites.",,static-import-resolution,conditional,code-inferred,high,"The native comfy_tensor autograd engine SHALL expose this construct without Python, preserve source error/cancellation behavior, and pass analytical, finite-difference, graph-lifetime, and conformance-oracle tests.","Gradient state is worker-owned, versioned across in-place mutation, released deterministically, excluded from inference caches unless declared, and discarded atomically on cancellation or recovery.",Static evidence does not prove branch reachability or numerical gradient correctness.
COMFY-AUTOGRAD-58A5B3D9CFE8,gradient-mode,torch.inference_mode,5,1,0,comfy/k_diffusion/deis.py:39:10 (cal_intergrand) | comfy/ldm/mmaudio/vae/autoencoder.py:135:6 (AudioAutoencoder.encode_audio) | comfy/utils.py:1108:2 (tiled_scale_multidim) | comfy_extras/nodes_train.py:1152:14 (TrainLoraNode.execute) | execution.py:746:18 (PromptExecutor.execute_async),tests-unit/comfy_quant/test_mixed_precision.py:121:14 (TestMixedPrecisionOps.test_mixed_precision_load),,comfy/k_diffusion/deis.py:39:10 (cal_intergrand) | comfy/ldm/mmaudio/vae/autoencoder.py:135:6 (AudioAutoencoder.encode_audio) | comfy/utils.py:1108:2 (tiled_scale_multidim) | comfy_extras/nodes_train.py:1152:14 (TrainLoraNode.execute) | execution.py:746:18 (PromptExecutor.execute_async) | tests-unit/comfy_quant/test_mixed_precision.py:121:14 (TestMixedPrecisionOps.test_mixed_precision_load),"Preserve forward values, tensor aliasing, dtype/device, gradient-mode nesting, and source-visible validation at every site.","Provide the exact VJP accumulation, broadcasting reduction, None-gradient, in-place versioning, hook order, and repeated-backward behavior required by reachable sites.",,static-import-resolution,active,test-backed,high,"The native comfy_tensor autograd engine SHALL expose this construct without Python, preserve source error/cancellation behavior, and pass analytical, finite-difference, graph-lifetime, and conformance-oracle tests.","Gradient state is worker-owned, versioned across in-place mutation, released deterministically, excluded from inference caches unless declared, and discarded atomically on cancellation or recovery.",Static evidence does not prove branch reachability or numerical gradient correctness.
COMFY-AUTOGRAD-617621E1EEBE,gradient-state,torch.Tensor.requires_grad_,11,0,0,comfy/extra_samplers/uni_pc.py:318:20 (model_wrapper.cond_grad_fn) | comfy/k_diffusion/deis.py:44:13 (cal_intergrand) | comfy/ldm/modules/diffusionmodules/util.py:209:30 (CheckpointFunction.backward) | comfy_extras/nodes_train.py:1190:13 (TrainLoraNode.execute) | comfy_extras/nodes_train.py:1303:17 (TrainLoraNode.execute) | comfy_extras/nodes_train.py:213:17 (TrainSampler.fwd_bwd) | comfy_extras/nodes_train.py:214:17 (TrainSampler.fwd_bwd) | comfy_extras/nodes_train.py:501:26 (OffloadCheckpointFunction.backward) | comfy_extras/nodes_train.py:745:16 (_create_weight_adapter) | comfy_extras/nodes_train.py:751:23 (_create_weight_adapter) | comfy_extras/nodes_train.py:770:19 (_create_bias_adapter),,,comfy/extra_samplers/uni_pc.py:318:20 (model_wrapper.cond_grad_fn) | comfy/k_diffusion/deis.py:44:13 (cal_intergrand) | comfy/ldm/modules/diffusionmodules/util.py:209:30 (CheckpointFunction.backward) | comfy_extras/nodes_train.py:1190:13 (TrainLoraNode.execute) | comfy_extras/nodes_train.py:1303:17 (TrainLoraNode.execute) | comfy_extras/nodes_train.py:213:17 (TrainSampler.fwd_bwd) | comfy_extras/nodes_train.py:214:17 (TrainSampler.fwd_bwd) | comfy_extras/nodes_train.py:501:26 (OffloadCheckpointFunction.backward) | comfy_extras/nodes_train.py:745:16 (_create_weight_adapter) | comfy_extras/nodes_train.py:751:23 (_create_weight_adapter) | comfy_extras/nodes_train.py:770:19 (_create_bias_adapter),"Preserve forward values, tensor aliasing, dtype/device, gradient-mode nesting, and source-visible validation at every site.","Provide the exact VJP accumulation, broadcasting reduction, None-gradient, in-place versioning, hook order, and repeated-backward behavior required by reachable sites.",,receiver-unverified,active,code-inferred,low,"The native comfy_tensor autograd engine SHALL expose this construct without Python, preserve source error/cancellation behavior, and pass analytical, finite-difference, graph-lifetime, and conformance-oracle tests.","Gradient state is worker-owned, versioned across in-place mutation, released deterministically, excluded from inference caches unless declared, and discarded atomically on cancellation or recovery.",Generic receiver identity remains unverified and may include a same-named non-tensor method.
COMFY-AUTOGRAD-619FFDF53F34,graph-detachment-or-storage-alias,torch.Tensor.detach,70,0,0,comfy/extra_samplers/uni_pc.py:318:20 (model_wrapper.cond_grad_fn) | comfy/k_diffusion/deis.py:17:28 (edm2t) | comfy/k_diffusion/deis.py:17:62 (edm2t) | comfy/k_diffusion/deis.py:17:98 (edm2t) | comfy/k_diffusion/sampling.py:111:26 (BatchedBrownianTree.__init__) | comfy/k_diffusion/sampling.py:111:45 (BatchedBrownianTree.__init__) | comfy/k_diffusion/sampling.py:111:64 (BatchedBrownianTree.__init__) | comfy/k_diffusion/sampling.py:1207:32 (sample_ipndm_v) | comfy/k_diffusion/sampling.py:1209:33 (sample_ipndm_v) | comfy/k_diffusion/sampling.py:122:22 (BatchedBrownianTree.__call__) | comfy/k_diffusion/sampling.py:122:49 (BatchedBrownianTree.__call__) | comfy/k_diffusion/sampling.py:1258:32 (sample_deis) | comfy/k_diffusion/sampling.py:1260:33 (sample_deis) | comfy/k_diffusion/sampling.py:423:18 (sample_lms) | comfy/k_diffusion/utils.py:29:12 (append_dims) | comfy/ldm/ace/ace_step15.py:798:33 (FSQ.bound) | comfy/ldm/ace/ace_step15.py:904:35 (ResidualFSQ.forward) | comfy/ldm/cascade/stage_a.py:105:41 (VectorQuantize.forward) | comfy/ldm/cascade/stage_a.py:108:29 (VectorQuantize.forward) | comfy/ldm/cascade/stage_a.py:108:45 (VectorQuantize.forward) | comfy/ldm/cascade/stage_a.py:112:36 (VectorQuantize.forward) | comfy/ldm/cascade/stage_a.py:113:36 (VectorQuantize.forward) | comfy/ldm/chroma/model.py:163:47 (Chroma.forward_orig) | comfy/ldm/chroma/model.py:165:46 (Chroma.forward_orig) | comfy/ldm/cosmos/cosmos_tokenizer/utils.py:105:16 (round_ste) | comfy/ldm/cosmos/model.py:381:51 (GeneralDIT.forward_before_blocks) | comfy/ldm/cosmos/model.py:386:53 (GeneralDIT.forward_before_blocks) | comfy/ldm/cosmos/predict2.py:856:55 (MiniTrainDIT._forward) | comfy/ldm/modules/diffusionmodules/util.py:209:30 (CheckpointFunction.backward) | comfy/ldm/modules/diffusionmodules/util.py:257:9 (zero_module) | comfy/ldm/modules/diffusionmodules/util.py:266:9 (scale_module) | comfy/ldm/modules/ema.py:21:46 (LitEma.__init__) | comfy/ldm/modules/sub_quadratic_attention.py:86:17 (_summarize_chunk) | comfy/ldm/moge/geometry.py:152:14 (triangulate_grid_mesh) | comfy/ldm/moge/geometry.py:157:16 (triangulate_grid_mesh) | comfy/ldm/moge/geometry.py:160:13 (triangulate_grid_mesh) | comfy/ldm/moge/geometry.py:96:13 (recover_focal_shift) | comfy/ldm/moge/geometry.py:97:17 (recover_focal_shift) | comfy/ldm/moge/geometry.py:98:44 (recover_focal_shift) | comfy/ldm/moge/geometry.py:99:45 (recover_focal_shift) | comfy/ldm/rt_detr/rtdetr_v4.py:558:35 (TransformerDecoder.forward) | comfy/ldm/rt_detr/rtdetr_v4.py:571:30 (TransformerDecoder.forward) | comfy/ldm/rt_detr/rtdetr_v4.py:572:30 (TransformerDecoder.forward) | comfy/ldm/rt_detr/rtdetr_v4.py:678:16 (DFINETransformer._decoder_input) | comfy/ldm/rt_detr/rtdetr_v4.py:678:35 (DFINETransformer._decoder_input) | comfy/ldm/sam3/detector.py:208:30 (TransformerDecoder.forward) | comfy/ldm/util.py:165:46 (AdamWwithEMAandWings.step) | comfy/model_management.py:753:9 (LoadedModel.model_unload) | comfy/model_management.py:754:9 (LoadedModel.model_unload) | comfy/model_management.py:767:13 (LoadedModel.__del__) | comfy/model_management.py:898:13 (load_models_gpu) | comfy/model_management.py:899:13 (load_models_gpu) | comfy/model_patcher.py:1226:17 (ModelPatcher.partially_load) | comfy/model_patcher.py:1694:9 (ModelPatcher.__del__) | comfy/model_patcher.py:2026:17 (ModelPatcherDynamic.partially_load) | comfy/ops.py:926:15 (QuantLinearFunc.forward) | comfy/ops.py:934:13 (QuantLinearFunc.forward) | comfy/ops.py:935:13 (QuantLinearFunc.forward) | comfy/taesd/taehv.py:105:35 (apply_model_with_memblocks) | comfy/taesd/taehv.py:96:34 (apply_model_with_memblocks) | comfy/taesd/taehv.py:99:34 (apply_model_with_memblocks) | comfy_api_nodes/nodes_bytedance.py:358:18 (_seedance_virtual_library_upload_image_asset) | comfy_extras/nodes_bounding_boxes.py:74:16 (_bg_from_image) | comfy_extras/nodes_chroma_radiance.py:103:21 (ChromaRadianceOptions.execute.model_function_wrapper) | comfy_extras/nodes_train.py:125:27 (process_cond_list) | comfy_extras/nodes_train.py:128:30 (process_cond_list) | comfy_extras/nodes_train.py:1300:34 (TrainLoraNode.execute) | comfy_extras/nodes_train.py:501:26 (OffloadCheckpointFunction.backward) | comfy_extras/nodes_wanmove.py:188:14 (draw_tracks_on_video) | comfy_extras/nodes_wanmove.py:190:22 (draw_tracks_on_video),,,comfy/extra_samplers/uni_pc.py:318:20 (model_wrapper.cond_grad_fn) | comfy/k_diffusion/deis.py:17:28 (edm2t) | comfy/k_diffusion/deis.py:17:62 (edm2t) | comfy/k_diffusion/deis.py:17:98 (edm2t) | comfy/k_diffusion/sampling.py:111:26 (BatchedBrownianTree.__init__) | comfy/k_diffusion/sampling.py:111:45 (BatchedBrownianTree.__init__) | comfy/k_diffusion/sampling.py:111:64 (BatchedBrownianTree.__init__) | comfy/k_diffusion/sampling.py:1207:32 (sample_ipndm_v) | comfy/k_diffusion/sampling.py:1209:33 (sample_ipndm_v) | comfy/k_diffusion/sampling.py:122:22 (BatchedBrownianTree.__call__) | comfy/k_diffusion/sampling.py:122:49 (BatchedBrownianTree.__call__) | comfy/k_diffusion/sampling.py:1258:32 (sample_deis) | comfy/k_diffusion/sampling.py:1260:33 (sample_deis) | comfy/k_diffusion/sampling.py:423:18 (sample_lms) | comfy/k_diffusion/utils.py:29:12 (append_dims) | comfy/ldm/ace/ace_step15.py:798:33 (FSQ.bound) | comfy/ldm/ace/ace_step15.py:904:35 (ResidualFSQ.forward) | comfy/ldm/cascade/stage_a.py:105:41 (VectorQuantize.forward) | comfy/ldm/cascade/stage_a.py:108:29 (VectorQuantize.forward) | comfy/ldm/cascade/stage_a.py:108:45 (VectorQuantize.forward) | comfy/ldm/cascade/stage_a.py:112:36 (VectorQuantize.forward) | comfy/ldm/cascade/stage_a.py:113:36 (VectorQuantize.forward) | comfy/ldm/chroma/model.py:163:47 (Chroma.forward_orig) | comfy/ldm/chroma/model.py:165:46 (Chroma.forward_orig) | comfy/ldm/cosmos/cosmos_tokenizer/utils.py:105:16 (round_ste) | comfy/ldm/cosmos/model.py:381:51 (GeneralDIT.forward_before_blocks) | comfy/ldm/cosmos/model.py:386:53 (GeneralDIT.forward_before_blocks) | comfy/ldm/cosmos/predict2.py:856:55 (MiniTrainDIT._forward) | comfy/ldm/modules/diffusionmodules/util.py:209:30 (CheckpointFunction.backward) | comfy/ldm/modules/diffusionmodules/util.py:257:9 (zero_module) | comfy/ldm/modules/diffusionmodules/util.py:266:9 (scale_module) | comfy/ldm/modules/ema.py:21:46 (LitEma.__init__) | comfy/ldm/modules/sub_quadratic_attention.py:86:17 (_summarize_chunk) | comfy/ldm/moge/geometry.py:152:14 (triangulate_grid_mesh) | comfy/ldm/moge/geometry.py:157:16 (triangulate_grid_mesh) | comfy/ldm/moge/geometry.py:160:13 (triangulate_grid_mesh) | comfy/ldm/moge/geometry.py:96:13 (recover_focal_shift) | comfy/ldm/moge/geometry.py:97:17 (recover_focal_shift) | comfy/ldm/moge/geometry.py:98:44 (recover_focal_shift) | comfy/ldm/moge/geometry.py:99:45 (recover_focal_shift) | comfy/ldm/rt_detr/rtdetr_v4.py:558:35 (TransformerDecoder.forward) | comfy/ldm/rt_detr/rtdetr_v4.py:571:30 (TransformerDecoder.forward) | comfy/ldm/rt_detr/rtdetr_v4.py:572:30 (TransformerDecoder.forward) | comfy/ldm/rt_detr/rtdetr_v4.py:678:16 (DFINETransformer._decoder_input) | comfy/ldm/rt_detr/rtdetr_v4.py:678:35 (DFINETransformer._decoder_input) | comfy/ldm/sam3/detector.py:208:30 (TransformerDecoder.forward) | comfy/ldm/util.py:165:46 (AdamWwithEMAandWings.step) | comfy/model_management.py:753:9 (LoadedModel.model_unload) | comfy/model_management.py:754:9 (LoadedModel.model_unload) | comfy/model_management.py:767:13 (LoadedModel.__del__) | comfy/model_management.py:898:13 (load_models_gpu) | comfy/model_management.py:899:13 (load_models_gpu) | comfy/model_patcher.py:1226:17 (ModelPatcher.partially_load) | comfy/model_patcher.py:1694:9 (ModelPatcher.__del__) | comfy/model_patcher.py:2026:17 (ModelPatcherDynamic.partially_load) | comfy/ops.py:926:15 (QuantLinearFunc.forward) | comfy/ops.py:934:13 (QuantLinearFunc.forward) | comfy/ops.py:935:13 (QuantLinearFunc.forward) | comfy/taesd/taehv.py:105:35 (apply_model_with_memblocks) | comfy/taesd/taehv.py:96:34 (apply_model_with_memblocks) | comfy/taesd/taehv.py:99:34 (apply_model_with_memblocks) | comfy_api_nodes/nodes_bytedance.py:358:18 (_seedance_virtual_library_upload_image_asset) | comfy_extras/nodes_bounding_boxes.py:74:16 (_bg_from_image) | comfy_extras/nodes_chroma_radiance.py:103:21 (ChromaRadianceOptions.execute.model_function_wrapper) | comfy_extras/nodes_train.py:125:27 (process_cond_list) | comfy_extras/nodes_train.py:128:30 (process_cond_list) | comfy_extras/nodes_train.py:1300:34 (TrainLoraNode.execute) | comfy_extras/nodes_train.py:501:26 (OffloadCheckpointFunction.backward) | comfy_extras/nodes_wanmove.py:188:14 (draw_tracks_on_video) | comfy_extras/nodes_wanmove.py:190:22 (draw_tracks_on_video),"Preserve forward values, tensor aliasing, dtype/device, gradient-mode nesting, and source-visible validation at every site.","Provide the exact VJP accumulation, broadcasting reduction, None-gradient, in-place versioning, hook order, and repeated-backward behavior required by reachable sites.",,flow-inferred-tensor | receiver-unverified,active,code-inferred,low,"The native comfy_tensor autograd engine SHALL expose this construct without Python, preserve source error/cancellation behavior, and pass analytical, finite-difference, graph-lifetime, and conformance-oracle tests.","Gradient state is worker-owned, versioned across in-place mutation, released deterministically, excluded from inference caches unless declared, and discarded atomically on cancellation or recovery.",Generic receiver identity remains unverified and may include a same-named non-tensor method.
COMFY-AUTOGRAD-640C4BF17167,custom-autograd-function,AddAuxLoss,1,0,0,comfy/ldm/hunyuan3dv2_1/hunyuandit.py:52,,,"comfy/ldm/hunyuan3dv2_1/hunyuandit.py:55 (forward(ctx, x, loss)) | comfy/ldm/hunyuan3dv2_1/hunyuandit.py:63 (backward(ctx, grad_output))","forward(ctx, x, loss)","backward(ctx, grad_output)",comfy/ldm/hunyuan3dv2_1/hunyuandit.py:151:17,static subclass of torch.autograd.Function,active,code-inferred,high,"Implement the exact saved-tensor/context lifecycle, forward result structure, backward arity, None-gradient behavior, higher-order-gradient policy, device/dtype propagation, and error behavior; add finite-difference and source-oracle VJP fixtures.",Saved tensors and metadata remain owned until the graph releases them; cancellation or worker failure drops the graph without publishing partial parameter gradients.,Static definitions and same-file apply sites do not prove every dynamic invocation or higher-order differentiation path.
COMFY-AUTOGRAD-75400A23E6BE,optimizer-or-gradient-scaler,torch.training.scale,2,0,0,comfy_extras/nodes_train.py:221:17 (TrainSampler.fwd_bwd) | comfy_extras/nodes_train.py:324:13 (TrainSampler._train_step_multires_mode),,,comfy_extras/nodes_train.py:221:17 (TrainSampler.fwd_bwd) | comfy_extras/nodes_train.py:324:13 (TrainSampler._train_step_multires_mode),"Preserve forward values, tensor aliasing, dtype/device, gradient-mode nesting, and source-visible validation at every site.","Provide the exact VJP accumulation, broadcasting reduction, None-gradient, in-place versioning, hook order, and repeated-backward behavior required by reachable sites.",,receiver-name-inferred,conditional,code-inferred,medium,"The native comfy_tensor autograd engine SHALL expose this construct without Python, preserve source error/cancellation behavior, and pass analytical, finite-difference, graph-lifetime, and conformance-oracle tests.","Gradient state is worker-owned, versioned across in-place mutation, released deterministically, excluded from inference caches unless declared, and discarded atomically on cancellation or recovery.",Static evidence does not prove branch reachability or numerical gradient correctness.
COMFY-AUTOGRAD-77E715FA8F5B,mixed-precision-autograd,torch.cuda.amp.autocast,1,0,0,comfy/ldm/modules/diffusionmodules/util.py:211:17 (CheckpointFunction.backward),,,comfy/ldm/modules/diffusionmodules/util.py:211:17 (CheckpointFunction.backward),"Preserve forward values, tensor aliasing, dtype/device, gradient-mode nesting, and source-visible validation at every site.","Provide the exact VJP accumulation, broadcasting reduction, None-gradient, in-place versioning, hook order, and repeated-backward behavior required by reachable sites.",,static-import-resolution,active,code-inferred,high,"The native comfy_tensor autograd engine SHALL expose this construct without Python, preserve source error/cancellation behavior, and pass analytical, finite-difference, graph-lifetime, and conformance-oracle tests.","Gradient state is worker-owned, versioned across in-place mutation, released deterministically, excluded from inference caches unless declared, and discarded atomically on cancellation or recovery.",Static evidence does not prove branch reachability or numerical gradient correctness.
COMFY-AUTOGRAD-885F94147CD4,reverse-mode-execution,torch.Tensor.grad,5,0,0,comfy/k_diffusion/deis.py:48:32 (cal_intergrand) | comfy/ldm/util.py:145:20 (AdamWwithEMAandWings.step) | comfy/ldm/util.py:150:30 (AdamWwithEMAandWings.step) | comfy_extras/nodes_train.py:371:28 (TrainSampler.sample) | comfy_extras/nodes_train.py:504:22 (OffloadCheckpointFunction.backward),,,comfy/k_diffusion/deis.py:48:32 (cal_intergrand) | comfy/ldm/util.py:145:20 (AdamWwithEMAandWings.step) | comfy/ldm/util.py:150:30 (AdamWwithEMAandWings.step) | comfy_extras/nodes_train.py:371:28 (TrainSampler.sample) | comfy_extras/nodes_train.py:504:22 (OffloadCheckpointFunction.backward),"Preserve forward values, tensor aliasing, dtype/device, gradient-mode nesting, and source-visible validation at every site.","Provide the exact VJP accumulation, broadcasting reduction, None-gradient, in-place versioning, hook order, and repeated-backward behavior required by reachable sites.",,receiver-unverified,active,code-inferred,low,"The native comfy_tensor autograd engine SHALL expose this construct without Python, preserve source error/cancellation behavior, and pass analytical, finite-difference, graph-lifetime, and conformance-oracle tests.","Gradient state is worker-owned, versioned across in-place mutation, released deterministically, excluded from inference caches unless declared, and discarded atomically on cancellation or recovery.",Generic receiver identity remains unverified and may include a same-named non-tensor method.
COMFY-AUTOGRAD-97F154ABF757,optimizer-or-gradient-scaler,torch.optim._functional.adamw,1,0,0,comfy/ldm/util.py:179:13 (AdamWwithEMAandWings.step),,,comfy/ldm/util.py:179:13 (AdamWwithEMAandWings.step),"Preserve forward values, tensor aliasing, dtype/device, gradient-mode nesting, and source-visible validation at every site.","Provide the exact VJP accumulation, broadcasting reduction, None-gradient, in-place versioning, hook order, and repeated-backward behavior required by reachable sites.",,static-import-resolution,active,code-inferred,high,"The native comfy_tensor autograd engine SHALL expose this construct without Python, preserve source error/cancellation behavior, and pass analytical, finite-difference, graph-lifetime, and conformance-oracle tests.","Gradient state is worker-owned, versioned across in-place mutation, released deterministically, excluded from inference caches unless declared, and discarded atomically on cancellation or recovery.",Static evidence does not prove branch reachability or numerical gradient correctness.
COMFY-AUTOGRAD-9A036C261AF5,custom-function-context,torch.autograd.FunctionCtx.save_for_backward,6,0,0,comfy/ldm/cascade/stage_a.py:37:13 (vector_quantize.forward) | comfy/ops.py:957:13 (QuantLinearFunc.forward) | comfy/ops.py:960:13 (QuantLinearFunc.forward) | comfy/weight_adapter/loha.py:23:9 (HadaWeight.forward) | comfy/weight_adapter/loha.py:46:9 (HadaWeightTucker.forward) | comfy_extras/nodes_train.py:487:9 (OffloadCheckpointFunction.forward),,,comfy/ldm/cascade/stage_a.py:37:13 (vector_quantize.forward) | comfy/ops.py:957:13 (QuantLinearFunc.forward) | comfy/ops.py:960:13 (QuantLinearFunc.forward) | comfy/weight_adapter/loha.py:23:9 (HadaWeight.forward) | comfy/weight_adapter/loha.py:46:9 (HadaWeightTucker.forward) | comfy_extras/nodes_train.py:487:9 (OffloadCheckpointFunction.forward),"Preserve forward values, tensor aliasing, dtype/device, gradient-mode nesting, and source-visible validation at every site.","Provide the exact VJP accumulation, broadcasting reduction, None-gradient, in-place versioning, hook order, and repeated-backward behavior required by reachable sites.",,custom-function-context,active,code-inferred,high,"The native comfy_tensor autograd engine SHALL expose this construct without Python, preserve source error/cancellation behavior, and pass analytical, finite-difference, graph-lifetime, and conformance-oracle tests.","Gradient state is worker-owned, versioned across in-place mutation, released deterministically, excluded from inference caches unless declared, and discarded atomically on cancellation or recovery.",Static evidence does not prove branch reachability or numerical gradient correctness.
COMFY-AUTOGRAD-A1ACCD3F23F9,custom-autograd-function,OffloadCheckpointFunction,1,0,0,comfy_extras/nodes_train.py:475,,,"comfy_extras/nodes_train.py:486 (forward(ctx, x, forward_fn)) | comfy_extras/nodes_train.py:493 (backward(ctx, grad_out))","forward(ctx, x, forward_fn)","backward(ctx, grad_out)",comfy_extras/nodes_train.py:520:20,static subclass of torch.autograd.Function,conditional,code-inferred,high,"Implement the exact saved-tensor/context lifecycle, forward result structure, backward arity, None-gradient behavior, higher-order-gradient policy, device/dtype propagation, and error behavior; add finite-difference and source-oracle VJP fixtures.",Saved tensors and metadata remain owned until the graph releases them; cancellation or worker failure drops the graph without publishing partial parameter gradients.,Static definitions and same-file apply sites do not prove every dynamic invocation or higher-order differentiation path.
COMFY-AUTOGRAD-A1FE605E0A41,optimizer-or-gradient-scaler,torch.optim.SGD,1,0,0,comfy_extras/nodes_train.py:883:16 (_create_optimizer),,,comfy_extras/nodes_train.py:883:16 (_create_optimizer),"Preserve forward values, tensor aliasing, dtype/device, gradient-mode nesting, and source-visible validation at every site.","Provide the exact VJP accumulation, broadcasting reduction, None-gradient, in-place versioning, hook order, and repeated-backward behavior required by reachable sites.",,static-import-resolution,conditional,code-inferred,high,"The native comfy_tensor autograd engine SHALL expose this construct without Python, preserve source error/cancellation behavior, and pass analytical, finite-difference, graph-lifetime, and conformance-oracle tests.","Gradient state is worker-owned, versioned across in-place mutation, released deterministically, excluded from inference caches unless declared, and discarded atomically on cancellation or recovery.",Static evidence does not prove branch reachability or numerical gradient correctness.
COMFY-AUTOGRAD-A50883A5EA1D,custom-autograd-function,HadaWeight,1,0,0,comfy/weight_adapter/loha.py:20,,,"comfy/weight_adapter/loha.py:22 (forward(ctx, w1u, w1d, w2u, w2d, scale)) | comfy/weight_adapter/loha.py:28 (backward(ctx, grad_out))","forward(ctx, w1u, w1d, w2u, w2d, scale)","backward(ctx, grad_out)",comfy/weight_adapter/loha.py:129:27,static subclass of torch.autograd.Function,active,code-inferred,high,"Implement the exact saved-tensor/context lifecycle, forward result structure, backward arity, None-gradient behavior, higher-order-gradient policy, device/dtype propagation, and error behavior; add finite-difference and source-oracle VJP fixtures.",Saved tensors and metadata remain owned until the graph releases them; cancellation or worker failure drops the graph without publishing partial parameter gradients.,Static definitions and same-file apply sites do not prove every dynamic invocation or higher-order differentiation path.
COMFY-AUTOGRAD-ABC8AAD8B0B5,optimizer-or-gradient-scaler,torch.training.zero_grad,1,0,0,comfy_extras/nodes_train.py:379:17 (TrainSampler.sample),,,comfy_extras/nodes_train.py:379:17 (TrainSampler.sample),"Preserve forward values, tensor aliasing, dtype/device, gradient-mode nesting, and source-visible validation at every site.","Provide the exact VJP accumulation, broadcasting reduction, None-gradient, in-place versioning, hook order, and repeated-backward behavior required by reachable sites.",,receiver-name-inferred,conditional,code-inferred,medium,"The native comfy_tensor autograd engine SHALL expose this construct without Python, preserve source error/cancellation behavior, and pass analytical, finite-difference, graph-lifetime, and conformance-oracle tests.","Gradient state is worker-owned, versioned across in-place mutation, released deterministically, excluded from inference caches unless declared, and discarded atomically on cancellation or recovery.",Static evidence does not prove branch reachability or numerical gradient correctness.
COMFY-AUTOGRAD-B16B6C3AAC27,optimizer-or-gradient-scaler,torch.training.update,1,0,0,comfy_extras/nodes_train.py:376:21 (TrainSampler.sample),,,comfy_extras/nodes_train.py:376:21 (TrainSampler.sample),"Preserve forward values, tensor aliasing, dtype/device, gradient-mode nesting, and source-visible validation at every site.","Provide the exact VJP accumulation, broadcasting reduction, None-gradient, in-place versioning, hook order, and repeated-backward behavior required by reachable sites.",,receiver-name-inferred,conditional,code-inferred,medium,"The native comfy_tensor autograd engine SHALL expose this construct without Python, preserve source error/cancellation behavior, and pass analytical, finite-difference, graph-lifetime, and conformance-oracle tests.","Gradient state is worker-owned, versioned across in-place mutation, released deterministically, excluded from inference caches unless declared, and discarded atomically on cancellation or recovery.",Static evidence does not prove branch reachability or numerical gradient correctness.
