feature_id,product,domain,name,classification,availability,evidence_level,confidence,actor,trigger,preconditions,inputs_defaults,permissions_flags,success_behavior,variants,state_concurrency,failure_recovery,persistence_side_effects,protocols_dependencies,platform_version,source_evidence,test_evidence,current_zed_status,zed_evidence,exact_parity_gap,acceptance_criteria,automated_validation,manual_validation,open_questions
COMFY-EXEC-022,ComfyUI,exec,Synchronous node execution,runtime,active,test-backed,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Synchronous node execution,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,V1 instance methods and V3 locked class clones execute on the worker event-loop thread within CurrentNodeContext.,"Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.",V1 instance methods and V3 locked class clones execute on the worker event-loop thread within CurrentNodeContext.,Uncaught BaseException details are formatted into node execution failure.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,execution.py:_async_map_node_over_list; comfy_execution/utils.py:CurrentNodeContext,ComfyUI 0.27.1 snapshot; conditional where marked.,execution.py:_async_map_node_over_list; comfy_execution/utils.py:CurrentNodeContext,tests-unit/app_test/custom_node_manager_test.py | tests-unit/app_test/model_manager_test.py | tests-unit/assets_test/helpers.py | tests-unit/assets_test/test_assets_missing_sync.py | tests-unit/assets_test/test_crud.py | tests-unit/assets_test/test_downloads.py | tests-unit/assets_test/test_prune_orphaned_assets.py | tests-unit/assets_test/test_sync_references.py | tests-unit/execution_test/test_cache_provider.py | tests-unit/jobs_cancel_test/jobs_cancel_test.py | tests-unit/prompt_server_test/system_user_endpoint_test.py | tests-unit/prompt_server_test/user_manager_test.py,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `Synchronous node execution`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: V1 instance methods and V3 locked class clones execute on the worker event-loop thread within CurrentNodeContext.; It shall also reproduce the cataloged boundary and recovery behavior: Uncaught BaseException details are formatted into node execution failure.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for Synchronous node execution, including the named failure branch.",Exercise Synchronous node execution in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXEC-023,ComfyUI,exec,Asynchronous node execution,runtime,active,code-inferred,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Asynchronous node execution,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,"Coroutine node methods start asyncio tasks; unfinished tasks are retained while independent ready nodes may continue, then resolved before consumption.","Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.","Coroutine node methods start asyncio tasks; unfinished tasks are retained while independent ready nodes may continue, then resolved before consumption.",Task exceptions are re-raised at the owning node and converted to execution_error.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,execution.py:_async_map_node_over_list/execute,ComfyUI 0.27.1 snapshot; conditional where marked.,execution.py:_async_map_node_over_list/execute,,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `Asynchronous node execution`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: Coroutine node methods start asyncio tasks; unfinished tasks are retained while independent ready nodes may continue, then resolved before consumption.; It shall also reproduce the cataloged boundary and recovery behavior: Task exceptions are re-raised at the owning node and converted to execution_error.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for Asynchronous node execution, including the named failure branch.",Exercise Asynchronous node execution in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXEC-024,ComfyUI,exec,V3 class clone isolation,runtime/extension,active,code-inferred,high,"Local user, API client, frontend, custom node, or background worker as applicable.",V3 class clone isolation,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,"V3 execution validates the class, creates a prepared per-call clone carrying finalized hidden/schema data, locks mutation, and supports dynamic nested inputs.","Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.","V3 execution validates the class, creates a prepared per-call clone carrying finalized hidden/schema data, locks mutation, and supports dynamic nested inputs.",Schema/class validation failures surface before node logic.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,comfy_api/latest/_io.py:ComfyNode; comfy_api/internal/__init__.py:make_locked_method_func; execution.py:_async_map_node_over_list,ComfyUI 0.27.1 snapshot; conditional where marked.,comfy_api/latest/_io.py:ComfyNode; comfy_api/internal/__init__.py:make_locked_method_func; execution.py:_async_map_node_over_list,,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `V3 class clone isolation`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: V3 execution validates the class, creates a prepared per-call clone carrying finalized hidden/schema data, locks mutation, and supports dynamic nested inputs.; It shall also reproduce the cataloged boundary and recovery behavior: Schema/class validation failures surface before node logic.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for V3 class clone isolation, including the named failure branch.",Exercise V3 class clone isolation in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXEC-025,ComfyUI,exec,Current execution context,runtime/extension,active,code-inferred,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Current execution context,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,"Prompt ID, node ID, and list index are exposed through a context variable during sync and async node calls.","Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.","Prompt ID, node ID, and list index are exposed through a context variable during sync and async node calls.",Outside execution the context lookup returns None.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,comfy_execution/utils.py:ExecutionContext/CurrentNodeContext,ComfyUI 0.27.1 snapshot; conditional where marked.,comfy_execution/utils.py:ExecutionContext/CurrentNodeContext,,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `Current execution context`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: Prompt ID, node ID, and list index are exposed through a context variable during sync and async node calls.; It shall also reproduce the cataloged boundary and recovery behavior: Outside execution the context lookup returns None.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for Current execution context, including the named failure branch.",Exercise Current execution context in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXEC-026,ComfyUI,exec,Node object-instance cache,cache,active,test-backed,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Node object-instance cache,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,Node class instances are cached hierarchically by node ID and reused for stateful V1 execution.,"Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.",Node class instances are cached hierarchically by node ID and reused for stateful V1 execution.,Cache cleanup calls cleanup methods where defined; cache mode none uses NullCache.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,execution.py:CacheSet; comfy_execution/caching.py,ComfyUI 0.27.1 snapshot; conditional where marked.,execution.py:CacheSet; comfy_execution/caching.py,tests-unit/app_test/frontend_manager_test.py | tests-unit/app_test/node_replace_manager_test.py | tests-unit/app_test/user_manager_system_user_test.py | tests-unit/assets_test/queries/test_cache_state.py | tests-unit/assets_test/test_assets_missing_sync.py | tests-unit/assets_test/test_crud.py | tests-unit/assets_test/test_downloads.py | tests-unit/deploy_environment_test.py | tests-unit/execution_test/test_cache_provider.py | tests-unit/folder_paths_test/filter_by_content_types_test.py | tests-unit/folder_paths_test/system_user_test.py | tests-unit/prompt_server_test/system_user_endpoint_test.py,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `Node object-instance cache`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: Node class instances are cached hierarchically by node ID and reused for stateful V1 execution.; It shall also reproduce the cataloged boundary and recovery behavior: Cache cleanup calls cleanup methods where defined; cache mode none uses NullCache.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for Node object-instance cache, including the named failure branch.",Exercise Node object-instance cache in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXEC-027,ComfyUI,exec,Input-signature output cache,cache,active,test-backed,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Input-signature output cache,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,"Output cache keys include class type, inputs, upstream signatures, and change fingerprints; hierarchical child caches support dynamic graphs.","Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.","Output cache keys include class type, inputs, upstream signatures, and change fingerprints; hierarchical child caches support dynamic graphs.",Unhashable/self-unequal data is represented safely; stale keys are cleaned after prompt preparation.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,comfy_execution/caching.py:CacheKeySetInputSignature/BasicCache,ComfyUI 0.27.1 snapshot; conditional where marked.,comfy_execution/caching.py:CacheKeySetInputSignature/BasicCache,tests-unit/app_test/frontend_manager_test.py | tests-unit/app_test/node_replace_manager_test.py | tests-unit/app_test/user_manager_system_user_test.py | tests-unit/assets_test/queries/test_cache_state.py | tests-unit/assets_test/test_assets_missing_sync.py | tests-unit/assets_test/test_crud.py | tests-unit/assets_test/test_downloads.py | tests-unit/deploy_environment_test.py | tests-unit/execution_test/test_cache_provider.py | tests-unit/folder_paths_test/filter_by_content_types_test.py | tests-unit/folder_paths_test/system_user_test.py | tests-unit/prompt_server_test/system_user_endpoint_test.py,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `Input-signature output cache`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: Output cache keys include class type, inputs, upstream signatures, and change fingerprints; hierarchical child caches support dynamic graphs.; It shall also reproduce the cataloged boundary and recovery behavior: Unhashable/self-unequal data is represented safely; stale keys are cleaned after prompt preparation.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for Input-signature output cache, including the named failure branch.",Exercise Input-signature output cache in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXEC-028,ComfyUI,exec,IS_CHANGED and fingerprint_inputs change detection,cache,active,test-backed,high,"Local user, API client, frontend, custom node, or background worker as applicable.",IS_CHANGED and fingerprint_inputs change detection,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,V1 IS_CHANGED or V3 fingerprint_inputs run only on constant inputs and contribute a fingerprint to cache keys.,"Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.",V1 IS_CHANGED or V3 fingerprint_inputs run only on constant inputs and contribute a fingerprint to cache keys.,Fingerprint exceptions log a warning and use NaN to force change behavior.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,execution.py:IsChangedCache,ComfyUI 0.27.1 snapshot; conditional where marked.,execution.py:IsChangedCache,tests/execution/test_execution.py | tests/execution/testing_nodes/testing-pack/specific_tests.py,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `IS_CHANGED and fingerprint_inputs change detection`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: V1 IS_CHANGED or V3 fingerprint_inputs run only on constant inputs and contribute a fingerprint to cache keys.; It shall also reproduce the cataloged boundary and recovery behavior: Fingerprint exceptions log a warning and use NaN to force change behavior.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for IS_CHANGED and fingerprint_inputs change detection, including the named failure branch.",Exercise IS_CHANGED and fingerprint_inputs change detection in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXEC-029,ComfyUI,exec,Classic cache mode,cache,active,code-inferred,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Classic cache mode,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,"Classic mode uses hierarchical input-signature outputs and ID-keyed objects, aggressively dropping unneeded entries.","Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.","Classic mode uses hierarchical input-signature outputs and ID-keyed objects, aggressively dropping unneeded entries.",Selected by --cache-classic or --high-ram.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,execution.py:CacheSet.init_classic_cache; main.py:prompt_worker,ComfyUI 0.27.1 snapshot; conditional where marked.,execution.py:CacheSet.init_classic_cache; main.py:prompt_worker,,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `Classic cache mode`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: Classic mode uses hierarchical input-signature outputs and ID-keyed objects, aggressively dropping unneeded entries.; It shall also reproduce the cataloged boundary and recovery behavior: Selected by --cache-classic or --high-ram.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for Classic cache mode, including the named failure branch.",Exercise Classic cache mode in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXEC-030,ComfyUI,exec,LRU cache mode,cache,conditional,code-inferred,high,"Local user, API client, frontend, custom node, or background worker as applicable.",LRU cache mode,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,LRU mode retains at most the requested number of node outputs while object instances remain hierarchical.,"Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.",LRU mode retains at most the requested number of node outputs while object instances remain hierarchical.,Nonpositive --cache-lru does not select this mode.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,comfy_execution/caching.py:LRUCache; execution.py:CacheSet.init_lru_cache,ComfyUI 0.27.1 snapshot; conditional where marked.,comfy_execution/caching.py:LRUCache; execution.py:CacheSet.init_lru_cache,,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `LRU cache mode`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: LRU mode retains at most the requested number of node outputs while object instances remain hierarchical.; It shall also reproduce the cataloged boundary and recovery behavior: Nonpositive --cache-lru does not select this mode.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for LRU cache mode, including the named failure branch.",Exercise LRU cache mode in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXEC-031,ComfyUI,exec,No-cache mode,cache,conditional,code-inferred,high,"Local user, API client, frontend, custom node, or background worker as applicable.",No-cache mode,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,NullCache executes every node each run and minimizes retained intermediate state.,"Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.",NullCache executes every node each run and minimizes retained intermediate state.,UI replay and incremental reuse are unavailable.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,comfy_execution/caching.py:NullCache; execution.py:CacheSet.init_null_cache,ComfyUI 0.27.1 snapshot; conditional where marked.,comfy_execution/caching.py:NullCache; execution.py:CacheSet.init_null_cache,,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `No-cache mode`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: NullCache executes every node each run and minimizes retained intermediate state.; It shall also reproduce the cataloged boundary and recovery behavior: UI replay and incremental reuse are unavailable.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for No-cache mode, including the named failure branch.",Exercise No-cache mode in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXEC-032,ComfyUI,exec,RAM-pressure cache mode,cache,active,code-inferred,high,"Local user, API client, frontend, custom node, or background worker as applicable.",RAM-pressure cache mode,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,Default mode evicts outputs against active/inactive system-RAM headroom thresholds with separate inactive/pin pressure.,"Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.",Default mode evicts outputs against active/inactive system-RAM headroom thresholds with separate inactive/pin pressure.,Thresholds default from total RAM and can be overridden by up to two --cache-ram values.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,comfy_execution/caching.py:RAMPressureCache; main.py:prompt_worker,ComfyUI 0.27.1 snapshot; conditional where marked.,comfy_execution/caching.py:RAMPressureCache; main.py:prompt_worker,,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `RAM-pressure cache mode`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: Default mode evicts outputs against active/inactive system-RAM headroom thresholds with separate inactive/pin pressure.; It shall also reproduce the cataloged boundary and recovery behavior: Thresholds default from total RAM and can be overridden by up to two --cache-ram values.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for RAM-pressure cache mode, including the named failure branch.",Exercise RAM-pressure cache mode in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXEC-033,ComfyUI,exec,External cache provider lifecycle,cache/extension,conditional,code-inferred,high,"Local user, API client, frontend, custom node, or background worker as applicable.",External cache provider lifecycle,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,"Registered providers receive prompt start/end, canonical serialized cache lookups, stores, and size metadata in registration order.","Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.","Registered providers receive prompt start/end, canonical serialized cache lookups, stores, and size metadata in registration order.",Provider lookup/store/lifecycle exceptions log warnings and local execution continues.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,comfy_execution/cache_provider.py; comfy_api/latest/__init__.py:Caching,ComfyUI 0.27.1 snapshot; conditional where marked.,comfy_execution/cache_provider.py; comfy_api/latest/__init__.py:Caching,,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `External cache provider lifecycle`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: Registered providers receive prompt start/end, canonical serialized cache lookups, stores, and size metadata in registration order.; It shall also reproduce the cataloged boundary and recovery behavior: Provider lookup/store/lifecycle exceptions log warnings and local execution continues.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for External cache provider lifecycle, including the named failure branch.",Exercise External cache provider lifecycle in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXEC-034,ComfyUI,exec,Cached UI replay,cache/protocol,active,test-backed,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Cached UI replay,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,Cache hits emit executed with cached output UI and restore ui_outputs without running the node.,"Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.",Cache hits emit executed with cached output UI and restore ui_outputs without running the node.,No event is sent when the request has no client ID.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,execution.py:_send_cached_ui,ComfyUI 0.27.1 snapshot; conditional where marked.,execution.py:_send_cached_ui,tests/execution/test_execution.py,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `Cached UI replay`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: Cache hits emit executed with cached output UI and restore ui_outputs without running the node.; It shall also reproduce the cataloged boundary and recovery behavior: No event is sent when the request has no client ID.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for Cached UI replay, including the named failure branch.",Exercise Cached UI replay in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
COMFY-EXEC-035,ComfyUI,exec,Incremental re-execution,cache/graph,active,test-backed,high,"Local user, API client, frontend, custom node, or background worker as applicable.",Incremental re-execution,ComfyUI process initialized and feature-specific flags/dependencies satisfied.,See source schema/route/CLI catalog and named behavior.,See availability and security behavior; core routes do not enforce login.,Only selected output ancestors whose signatures/fingerprints are absent or changed execute; reusable outputs and dynamic subgraph caches remain available.,"Local/remote, cache/device, V1/V3, and feature-flag variants are recorded in the named catalogs.",Only selected output ancestors whose signatures/fingerprints are absent or changed execute; reusable outputs and dynamic subgraph caches remain available.,No-cache mode deliberately executes every reachable node.,See behavior; queue/history are memory-only while named files/database/media outputs persist.,execution.py:PromptExecutor.execute_async; comfy_execution/caching.py,ComfyUI 0.27.1 snapshot; conditional where marked.,execution.py:PromptExecutor.execute_async; comfy_execution/caching.py,tests-unit/app_test/frontend_manager_test.py | tests-unit/app_test/node_replace_manager_test.py | tests-unit/app_test/user_manager_system_user_test.py | tests-unit/assets_test/queries/test_cache_state.py | tests-unit/assets_test/test_assets_missing_sync.py | tests-unit/assets_test/test_crud.py | tests-unit/assets_test/test_downloads.py | tests-unit/deploy_environment_test.py | tests-unit/execution_test/test_cache_provider.py | tests-unit/folder_paths_test/filter_by_content_types_test.py | tests-unit/folder_paths_test/system_user_test.py | tests-unit/prompt_server_test/system_user_endpoint_test.py,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust implementation of the backend contract `Incremental re-execution`.,"Using the pinned source only as a development-time oracle, native Rust Zed shall reproduce this source-observable contract: Only selected output ancestors whose signatures/fingerprints are absent or changed execute; reusable outputs and dynamic subgraph caches remain available.; It shall also reproduce the cataloged boundary and recovery behavior: No-cache mode deliberately executes every reachable node.; Execution, state, persistence, protocol effects, cancellation, and recovery shall be owned by native Rust services and shall not launch, connect to, embed, or forward to ComfyUI or Python.","Add source/Zed differential contract tests for Incremental re-execution, including the named failure branch.",Exercise Incremental re-execution in ComfyUI and Zed with visible protocol/log/filesystem observation.,"The production-native boundary is fixed; remaining uncertainty is limited to native backend selection, reviewed vendor FFI, device/platform certification, model/codec/provider availability, and missing source-runtime observations."
